Likvärdigt, rättssäkert och effektivt –  ett nytt nationellt system för kunskapsbedömning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 prov//NN|NEU|PLU|IND|NOM//nmod//2
Kravgränsfel och bedömningsfel;Där//AB//advmod//39 finns//VB|PRS|SFO//conj//3 inga//DT|UTR/NEU|PLU|IND//det//42 definierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 gränser//NN|UTR|PLU|IND|NOM//nsubj//39 att//IE//mark//44 överskrida//VB|INF|AKT//acl//42 ,//MID//punct//50 men//KN//cc//50 självklart//JJ|POS|NEU|SIN|IND|NOM//advmod//50 är//VB|PRS|AKT//cop//50 osäkerheten//NN|UTR|SIN|DEF|NOM//nsubj//50 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//conj//39 vid//PP//case//52 betygsgränser//NN|UTR|PLU|IND|NOM//obl//50 även//AB//advmod//57 för//PP//case//57 holistiskt//AB|POS//advmod//56 bedömda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//57 uppgifter//NN|UTR|PLU|IND|NOM//obl//50 och//KN//cc//59 prov//NN|NEU|PLU|IND|NOM//conj//57 ,//MID//punct//63 men//KN//cc//63 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 finns//VB|PRS|SFO//conj//39 inga//DT|UTR/NEU|PLU|IND//det//66 statistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 underlag//NN|NEU|PLU|IND|NOM//nsubj//63 som//HP|-|-|-//nsubj//68 möjliggör//VB|PRS|AKT//acl:relcl//66 skattningar//NN|UTR|PLU|IND|NOM//obj//68 av//PP//case//71 andelen//NN|UTR|SIN|DEF|NOM//nmod//69 falskt//AB|POS//advmod//73 positiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//77 och//KN//cc//75 falskt//AB|POS//conj//73 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 provbetyg//NN|NEU|PLU|IND|NOM//obj//68 för//PP//case//80 den//DT|UTR|SIN|DEF//det//80 typen//NN|UTR|SIN|DEF|NOM//nmod//77 av//PP//case//82 prov//NN|NEU|SIN|IND|NOM//nmod//80 .//MAD//punct//3
Kravgränsfel och bedömningsfel;Ett//DT|NEU|SIN|IND//det//1 memento//NN|NEU|SIN|IND|NOM//nsubj//49 i//PP//case//3 sammanhanget//NN|NEU|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//1 som//HA//obl//8 vi//PN|UTR|PLU|DEF|SUB//nsubj//8 tidigare//AB|KOM//advmod//8 konstaterat//VB|SUP|AKT//acl:cleft//1 att//SN//mark//16 de//DT|UTR/NEU|PLU|DEF//det//11 lärare//NN|UTR|PLU|IND|NOM//nsubj//16 som//HP|-|-|-//nsubj//13 bedömer//VB|PRS|AKT//acl:relcl//11 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 prov//NN|NEU|PLU|IND|NOM//obj//13 vet//VB|PRS|AKT//ccomp//8 vid//PP//mark//21 vilka//HD|UTR/NEU|PLU|IND//det//19 poäng//NN|UTR|PLU|IND|NOM//obl//21 betygsgränserna//NN|UTR|PLU|DEF|NOM//nsubj//21 ligger//VB|PRS|AKT//ccomp//16 och//KN//cc//25 att//SN//mark//25 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 tenderar//VB|PRS|AKT//conj//8 att//IE//mark//27 leda//VB|INF|AKT//xcomp//25 till//PP//mark//35 att//SN//mark//35 en//DT|UTR|SIN|IND//det//33 oproportionerligt//AB|POS//advmod//32 stor//JJ|POS|UTR|SIN|IND|NOM//amod//33 andel//NN|UTR|SIN|IND|NOM//nmod//34 elever//NN|UTR|PLU|IND|NOM//nsubj//35 har//VB|PRS|AKT//ccomp//27 provpoäng//NN|UTR|PLU|IND|NOM//obj//35 just//AB//advmod//39 över//PP//case//39 gränsen//NN|UTR|SIN|DEF|NOM//obl//35 för//PP//case//43 ett//DT|NEU|SIN|IND//det//43 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 betyg//NN|NEU|SIN|IND|NOM//nmod//39 .//MAD//punct//1
Kravgränsfel och bedömningsfel;Figur//NN|UTR|SIN|IND|NOM//nmod//1 1//RG|NOM//nummod//45 och//KN//cc//46 15//RG|NOM//nummod//46 illustrerar//VB|PRS|AKT//ROOT//49 företeelsen//NN|UTR|SIN|DEF|NOM//obj//49 .//MID//punct//49
Kravgränsfel och bedömningsfel;Dock//AB//advmod//55 är//VB|PRS|AKT//cop//55 denna//DT|UTR|SIN|DEF//det//55 avvikelse//NN|UTR|SIN|IND|NOM//parataxis//49 ,//MID//punct//55 som//HP|-|-|-//nsubj//59 främst//AB|SUV//advmod//59 påverkar//VB|PRS|AKT//acl:relcl//55 kravgränsfelet//NN|NEU|SIN|DEF|NOM//obj//59 ,//MID//punct//65 i//PP//case//65 det//DT|NEU|SIN|DEF//det//65 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//65 försumbar//JJ|POS|UTR|SIN|IND|NOM//conj//55 i//PP//case//67 relation//NN|UTR|SIN|IND|NOM//nmod//65 till//PP//case//71 den//DT|UTR|SIN|DEF//det//71 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//71 felkällan//NN|UTR|SIN|DEF|NOM//obl//65 för//PP//case//74 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//74 prov//NN|NEU|PLU|IND|NOM//nmod//71 ,//MID//punct//78 nämligen//AB//advmod//78 slumpfelet//NN|NEU|SIN|DEF|NOM//nmod//78 SEM//PM|NOM//conj//55 och//KN//cc//86 de//DT|UTR/NEU|PLU|DEF//det//86 falskt//AB|POS//advmod//82 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 och//KN//cc//84 falskt//AB|POS//conj//82 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 provbetyg//NN|NEU|PLU|IND|NOM//conj//78 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//88 genererar//VB|PRS|AKT//acl:relcl//55 .//MAD//punct//55

Slumpfelet SEM;Slumpfel//NN|UTR|SIN|IND|NOM//nsubj//1 finns//VB|PRS|SFO//ROOT//1 på//PP//case//4 alla//DT|UTR/NEU|PLU|IND/DEF//det//4 nivåer//NN|UTR|PLU|IND|NOM//obl//1 .//MAD//punct//1
Slumpfelet SEM;Den//DT|UTR|SIN|DEF//det//7 grupp//NN|UTR|SIN|IND|NOM//nsubj:pass//12 som//HP|-|-|-//nsubj//9 sätter//VB|PRS|AKT//acl:relcl//7 kravgränser//NN|UTR|PLU|IND|NOM//obj//9 kan//VB|PRS|AKT//aux//12 ses//VB|INF|SFO//parataxis//1 som//KN//case//15 ett//DT|NEU|SIN|IND//det//15 stickprov//NN|NEU|SIN|IND|NOM//obl//12 ur//PP//case//20 den//DT|UTR|SIN|DEF//det//19 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 grupp//NN|UTR|SIN|IND|NOM//nmod//20 ämnesdidaktiker//NN|UTR|PLU|IND|NOM//nmod//15 ,//MID//punct//22 lärarutbildare//NN|UTR|PLU|IND|NOM//conj//20 ,//MID//punct//22 lärare//NN|UTR|PLU|IND|NOM//conj//20 etc.//AB|AN//conj//20 som//HP|-|-|-//nsubj//28 kan//VB|PRS|AKT//aux//28 ingå//VB|INF|AKT//acl:relcl//20 i//PP//case//31 denna//DT|UTR|SIN|DEF//det//31 grupp//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//1
Slumpfelet SEM;Kravgränsfelet//NN|NEU|SIN|DEF|NOM//nsubj:pass//35 kan//VB|PRS|AKT//aux//35 ses//VB|INF|SFO//parataxis//1 som//KN//mark//38 ett//DT|NEU|SIN|IND//det//38 mått//NN|NEU|SIN|IND|NOM//xcomp//35 på//PP//case//41 detta//DT|NEU|SIN|DEF//det//41 fel//NN|NEU|SIN|IND|NOM//obl//35 om//SN//mark//44 vi//PN|UTR|PLU|DEF|SUB//nsubj//44 ser//VB|PRS|AKT//advcl//35 den//DT|UTR|SIN|DEF//det//47 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 trendlinjens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 värde//NN|NEU|SIN|IND|NOM//obj//44 som//KN//mark//52 ett//DT|NEU|SIN|IND//det//52 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 populationsmått//NN|NEU|SIN|IND|NOM//xcomp//44 .//MID//punct//35
Slumpfelet SEM;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//55 handlar//VB|PRS|AKT//parataxis//35 då//AB//advmod//55 om//PP//fixed//56 slumpens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 inverkan//NN|UTR|SIN|IND|NOM//obl//55 på//PP//case//62 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//62 nivå//NN|UTR|SIN|IND|NOM//nmod//59 .//MAD//punct//1
Slumpfelet SEM;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 bedömare//NN|UTR|PLU|IND|NOM//nsubj//2 gör//VB|PRS|AKT//ROOT//2 i//PP//case//7 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 eller//KN//cc//6 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//4 utsträckning//NN|UTR|SIN|IND|NOM//obl//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 bedömningar//NN|UTR|PLU|IND|NOM//obj//2 av//PP//case//12 samma//DT|UTR/NEU|SIN/PLU|IND//det//12 uppsatser//NN|UTR|PLU|IND|NOM//nmod//9 som//HA//obj//16 Skolinspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 granskning//NN|UTR|SIN|IND|NOM//nsubj//16 visar//VB|PRS|AKT//acl:relcl//12 .//MAD//punct//2
Slumpfelet SEM;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 betyder//VB|PRS|AKT//parataxis//2 att//SN//mark//31 för//PP//case//23 varje//DT|UTR/NEU|SIN|IND//det//23 grupp//NN|UTR|SIN|IND|NOM//obl//31 eller//KN//cc//25 klass//NN|UTR|SIN|IND|NOM//conj//23 som//HP|-|-|-//nsubj:pass//27 bedöms//VB|PRS|SFO//acl:relcl//25 av//PP//case//30 samma//DT|UTR/NEU|SIN/PLU|IND//det//30 bedömare//NN|UTR|PLU|IND|NOM//obl//27 finns//VB|PRS|SFO//advcl//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 en//DT|UTR|SIN|IND//det//34 slumpfaktor//NN|UTR|SIN|IND|NOM//nsubj//31 när//HA//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 gäller//VB|PRS|AKT//advcl//31 om//SN//mark//41 bedömaren//NN|UTR|SIN|DEF|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 genomsnittlig//JJ|POS|UTR|SIN|IND|NOM//advcl//31 ,//MID//punct//43 sträng//JJ|POS|UTR|SIN|IND|NOM//conj//41 eller//KN//cc//45 mild//JJ|POS|UTR|SIN|IND|NOM//conj//41 .//MAD//punct//31
Slumpfelet SEM;Här//AB//advmod//48 handlar//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 om//PP//case//51 slump//NN|UTR|SIN|IND|NOM//obl//48 på//PP//case//53 gruppnivå//NN|UTR|SIN|IND|NOM//nmod//51 .//MAD//punct//2
Slumpfelet SEM;Det//DT|NEU|SIN|DEF//det//2 tredje//RO|NOM//amod//2 slumpfelet//NN|NEU|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 kopplat//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 till//PP//case//8 den//DT|UTR|SIN|DEF//det//8 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 provdeltagaren//NN|UTR|SIN|DEF|NOM//obl//4 .//MAD//punct//4
Slumpfelet SEM;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 kan//VB|PRS|AKT//aux//12 gälla//VB|INF|AKT//parataxis//4 dagsform//NN|UTR|SIN|IND|NOM//obj//12 ,//MID//punct//13 tur//NN|UTR|SIN|IND|NOM//conj//13 eller//KN//cc//17 otur//NN|UTR|SIN|IND|NOM//conj//13 med//PP//case//19 valet//NN|NEU|SIN|DEF|NOM//obl//12 av//PP//case//21 uppgifter//NN|UTR|PLU|IND|NOM//nmod//19 till//PP//case//23 provet//NN|NEU|SIN|DEF|NOM//nmod//19 eller//KN//cc//26 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 faktorer//NN|UTR|PLU|IND|NOM//conj//23 av//PP//case//29 individuell//JJ|POS|UTR|SIN|IND|NOM//amod//29 art//NN|UTR|SIN|IND|NOM//nmod//26 som//HP|-|-|-//nsubj//31 påverkar//VB|PRS|AKT//acl:relcl//26 den//DT|UTR|SIN|DEF//det//34 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 elevens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 prestation//NN|UTR|SIN|IND|NOM//obj//31 .//MAD//punct//12
Slumpfelet SEM;För//PP//case//39 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 prov//NN|NEU|PLU|IND|NOM//obl//45 kan//VB|PRS|AKT//aux//45 storleken//NN|UTR|SIN|DEF|NOM//nsubj:pass//45 av//PP//case//44 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//44 slumpfel//NN|NEU|PLU|IND|NOM//amod//45 skattas//VB|INF|SFO//conj//12 med//PP//case//52 hjälp//NN|UTR|SIN|IND|NOM//fixed//46 av//PP//fixed//46 klassisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 eller//KN//cc//51 modern//JJ|POS|UTR|SIN|IND|NOM//conj//49 testeori//NN|UTR|SIN|IND|NOM//obl//45 .//MAD//punct//12
Slumpfelet SEM;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//55 ger//VB|PRS|AKT//parataxis//12 ett//DT|NEU|SIN|IND//det//57 mått//NN|NEU|SIN|IND|NOM//obj//55 ,//MID//punct//57 den//DT|UTR|SIN|DEF//det//61 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//61 mätningens//NN|UTR|SIN|DEF|GEN//nmod:poss//62 standardfel//NN|NEU|SIN|IND|NOM//appos//57 (//PAD//punct//62 SEM//NN|AN//appos//62 )//PAD//punct//62 ,//MID//punct//57 med//PP//case//70 vars//HS|DEF//nmod:poss//69 hjälp//NN|UTR|SIN|IND|NOM//amod//70 tillförlitligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//75 i//PP//case//73 en//DT|UTR|SIN|IND//det//73 provpoäng//NN|UTR|SIN|IND|NOM//nmod//70 kan//VB|PRS|AKT//aux//75 anges//VB|INF|SFO//advcl//55 .//MAD//punct//55
Slumpfelet SEM;I//PP//advmod//55 synnerhet//NN|UTR|SIN|IND|NOM//fixed//77 för//PP//case//80 eleverna//NN|UTR|PLU|DEF|NOM//obl//55 i//PP//case//82 närheten//NN|UTR|SIN|DEF|NOM//nmod//80 av//PP//case//84 poänggränserna//NN|UTR|PLU|DEF|NOM//nmod//80 för//PP//case//87 ett//DT|NEU|SIN|IND//det//87 provbetyg//NN|NEU|SIN|IND|NOM//nmod//84 blir//VB|PRS|AKT//conj//12 osäkerheten//NN|UTR|SIN|DEF|NOM//nsubj//88 stor//JJ|POS|UTR|SIN|IND|NOM//xcomp//88 och//KN//cc//92 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 elever//NN|UTR|PLU|IND|NOM//nsubj:pass//94 tilldelas//VB|PRS|SFO//conj//12 för//AB//case//100 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 eller//KN//cc//98 för//PP//conj//96 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 provbetyg//NN|NEU|PLU|IND|NOM//obl//94 och//KN//cc//103 kan//VB|PRS|AKT//aux//103 klassas//VB|INF|SFO//conj//12 som//KN//mark//109 falskt//AB|POS//advmod//109 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 eller//KN//cc//108 falskt//AB|POS//conj//106 positiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//103 beroende//NN|NEU|SIN|IND|NOM//mark//114 på//PP//fixed//110 om//SN//mark//114 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//114 fått//VB|SUP|AKT//advcl//103 för//AB//advmod//116 lågt//JJ|POS|NEU|SIN|IND|NOM//amod//120 eller//KN//cc//120 för//AB//case//120 högt//JJ|POS|NEU|SIN|IND|NOM//amod//120 betyg//NN|NEU|SIN|IND|NOM//obj//114 .//MAD//punct//12
Slumpfelet SEM;För//PP//case//1 bestämning//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//3 mätfel//NN|NEU|PLU|IND|NOM//nmod//1 på//PP//case//5 individnivå//NN|UTR|SIN|IND|NOM//nmod//3 finns//VB|PRS|SFO//ROOT//6 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 metoder//NN|UTR|PLU|IND|NOM//nsubj//6 .//MAD//punct//6
Slumpfelet SEM;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//11 bygger//VB|PRS|AKT//parataxis//6 på//PP//case//15 delvis//AB//advmod//14 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 antaganden//NN|NEU|PLU|IND|NOM//obl//11 och//KN//cc//19 kan//VB|PRS|AKT//aux//19 därmed//AB//advmod//19 ge//VB|INF|AKT//conj//11 något//DT|NEU|SIN|IND//det//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 resultat//NN|NEU|PLU|IND|NOM//obj//19 .//MAD//punct//11
Slumpfelet SEM;Skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//29 är//VB|PRS|AKT//cop//29 dock//AB//advmod//29 i//PP//advmod//29 allmänhet//NN|UTR|SIN|IND|NOM//fixed//27 marginella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//11 .//MAD//punct//29
Slumpfelet SEM;I//PP//case//34 den//DT|UTR|SIN|DEF//det//34 här//AB//fixed//32 studien//NN|UTR|SIN|DEF|NOM//obl//35 har//VB|PRS|AKT//aux//39 tämligen//AB//amod//38 elementära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 metoder//NN|UTR|PLU|IND|NOM//nsubj:pass//39 använts//VB|SUP|SFO//conj//29 .//MAD//punct//29
Slumpfelet SEM;Jämförelsen//NN|UTR|SIN|DEF|NOM//nsubj//46 med//PP//case//45 de//DT|UTR/NEU|PLU|DEF//det//45 engelska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 proven//NN|NEU|PLU|DEF|NOM//nmod//41 visar//VB|PRS|AKT//conj//29 emellertid//AB//advmod//46 att//SN//mark//50 de//DT|UTR/NEU|PLU|DEF//nsubj//50 använda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//46 metoderna//NN|UTR|PLU|DEF|NOM//obj//50 ger//VB|PRS|AKT//conj//29 resultat//NN|NEU|PLU|IND|NOM//obj//52 av//PP//case//56 samma//DT|UTR/NEU|SIN/PLU|IND//det//56 storleksordning//NN|UTR|SIN|IND|NOM//nmod//53 som//HP|-|-|-//case//60 de//DT|UTR/NEU|PLU|DEF//det//60 engelska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 studierna//NN|UTR|PLU|DEF|NOM//obl//52 ,//MID//punct//63 vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//63 baseras//VB|PRS|SFO//acl:relcl//60 på//PP//case//67 mer//AB|KOM//advmod//66 sofistikerade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 metoder//NN|UTR|PLU|IND|NOM//obl//63 .//MID//punct//29
Slumpfelet SEM;Det//DT|NEU|SIN|DEF//det//70 viktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//29 i//PP//case//74 det//DT|NEU|SIN|DEF//det//74 här//AB//fixed//72 sammanhanget//NN|NEU|SIN|DEF|NOM//nmod//70 har//VB|PRS|AKT//aux//77 inte//AB//advmod//77 varit//VB|SUP|AKT//cop//70 att//IE//mark//79 presentera//VB|INF|AKT//acl//70 så//AB//advmod//81 precisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 resultat//NN|NEU|PLU|IND|NOM//obj//79 som//KN//mark//84 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//82 utan//PP//mark//87 att//IE//mark//87 peka//VB|INF|AKT//advcl//79 på//PP//case//92 de//DT|UTR/NEU|PLU|DEF//det//91 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 feltypernas//NN|UTR|PLU|DEF|GEN//nmod:poss//92 betydelse//NN|UTR|SIN|IND|NOM//obl//87 vid//PP//case//94 bedömningen//NN|UTR|SIN|DEF|NOM//obl//87 av//PP//punct//29 ett//DT|NEU|SIN|IND//det//97 provbetygs//NN|NEU|SIN|IND|GEN//nmod//98 tillförlitlighet//NN|UTR|SIN|IND|NOM//nmod//29 och//KN//cc//100 stabilitet//NN|UTR|SIN|IND|NOM//conj//98 .//MAD//punct//11

De olika felens storlek och relation till varandra;Vi//PN|UTR|PLU|DEF|SUB//nsubj//6 har//VB|PRS|AKT//aux//6 i//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 avsnitten//NN|NEU|PLU|DEF|NOM//obl//6 försökt//VB|SUP|AKT//ROOT//6 skatta//VB|INF|AKT//xcomp//6 de//DT|UTR/NEU|PLU|DEF//det//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 felen//NN|NEU|PLU|DEF|NOM//obj//7 uttryckt//VB|SUP|AKT//xcomp//6 i//PP//mark//20 hur//HA//advmod//14 stor//JJ|POS|UTR|SIN|IND|NOM//amod//15 andel//NN|UTR|SIN|IND|NOM//dislocated//20 av//PP//case//17 eleverna//NN|UTR|PLU|DEF|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//20 kan//VB|PRS|AKT//aux//20 antas//VB|INF|SFO//advcl//11 få//VB|INF|AKT//xcomp//20 ett//DT|NEU|SIN|IND//det//24 felaktigt//JJ|POS|NEU|SIN|IND|NOM//amod//24 provbetyg//NN|NEU|SIN|IND|NOM//obj//21 till//PP//case//29 följd//NN|UTR|SIN|IND|NOM//fixed//25 av//PP//fixed//25 respektive//AB//amod//29 felkategori//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//6

Kravgränsfelen;Kravgränsfelen//NN|UTR|SIN|DEF|NOM//nsubj//1 finns//VB|PRS|SFO//ROOT//1 sammanfattade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//1 i//PP//case//5 tabell//NN|UTR|SIN|IND|NOM//nmod//5 10//RG|NOM//obl//2 .//MAD//punct//1
Kravgränsfelen;Värdet//NN|NEU|SIN|DEF|NOM//nsubj//19 i//PP//case//9 kolumnen//NN|UTR|SIN|DEF|NOM//nmod//7 ”//PAD//punct//11 Medel//NN|NEU|PLU|IND|NOM//nmod//7 ”//PAD//punct//7 för//PP//case//14 proven//NN|NEU|PLU|DEF|NOM//nmod//7 i//PP//case//19 svenska//NN|UTR|SIN|IND|NOM//amod//19 och//KN//cc//18 engelska//NN|UTR|SIN|IND|NOM//conj//16 anger//VB|PRS|AKT//parataxis//1 i//PP//case//21 genomsnitt//NN|NEU|SIN|IND|NOM//obl//19 kravgränsfel//NN|NEU|PLU|IND|NOM//obj//19 i//PP//case//24 storleksordningen//NN|UTR|SIN|DEF|NOM//obl//19 2//RG|NOM//nummod//24 till//PP//case//27 3//RG|NOM//nummod//29  //_SP////27 procent//NN|UTR|PLU|IND|NOM//obl//19 av//PP//case//31 eleverna//NN|UTR|PLU|DEF|NOM//nmod//29 .//MID//punct//19
Kravgränsfelen;Så//AB//advmod//34 stor//JJ|POS|UTR|SIN|IND|NOM//amod//35 andel//NN|UTR|SIN|IND|NOM//nsubj:pass//39 av//PP//case//37 eleverna//NN|UTR|PLU|DEF|NOM//nmod//35 kan//VB|PRS|AKT//aux//39 uppskattas//VB|INF|SFO//advcl//19 ha//VB|INF|AKT//aux//41 fått//VB|SUP|AKT//xcomp//39 ett//DT|NEU|SIN|IND//det//44 felaktigt//JJ|POS|NEU|SIN|IND|NOM//amod//44 provbetyg//NN|NEU|SIN|IND|NOM//obj//41 på//PP//case//48 grund//NN|UTR|SIN|IND|NOM//fixed//45 av//PP//fixed//45 kravgränsfel//NN|NEU|PLU|IND|NOM//obl//41 .//MAD//punct//1
Kravgränsfelen;Observera//VB|IMP|AKT//parataxis//1 dock//AB//advmod//50 att//SN//mark//57 dessa//DT|UTR/NEU|PLU|DEF//det//54 värden//NN|NEU|PLU|IND|NOM//nsubj//57 är//VB|PRS|AKT//cop//57 tämligen//AB//advmod//57 osäkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//50 och//KN//cc//60 får//VB|PRS|AKT//aux//60 tolkas//VB|INF|SFO//conj//57 försiktigt//AB|POS//advmod//60 .//MAD//punct//50
Kravgränsfelen;För//PP//case//64 matematik//NN|UTR|SIN|IND|NOM//obl//68 är//VB|PRS|AKT//cop//68 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 andel//NN|UTR|SIN|IND|NOM//nmod//68 5//RG|NOM//nummod//72 till//PP//case//70 6//RG|NOM//nummod//72  //_SP////70 procent//NN|UTR|PLU|IND|NOM//obl//50 (//PAD//punct//72 i//PP//case//75 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//72 )//PAD//punct//72 .//MID//punct//1
Kravgränsfelen;Dessa//DT|UTR/NEU|PLU|DEF//det//79 värden//NN|NEU|PLU|IND|NOM//nsubj//82 är//VB|PRS|AKT//cop//82 mer//AB|KOM//advmod//82 tillförlitliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//1 eftersom//SN//mark//85 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//85 bygger//VB|PRS|AKT//advcl//82 på//PP//case//89 en//DT|UTR|SIN|IND//det//89 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//89 tidsserie//NN|UTR|SIN|IND|NOM//obl//85 .//MAD//punct//1

Den enskilda mätningens standardfel SEM;De//DT|UTR/NEU|PLU|DEF//det//1 data//NN|NEU|PLU|IND|NOM//nsubj//13 som//HP|-|-|-//nsubj//3 utgjort//VB|SUP|AKT//acl:relcl//1 underlag//NN|NEU|SIN|IND|NOM//obj//3 för//PP//case//6 analysen//NN|UTR|SIN|DEF|NOM//nmod//4 av//PP//case//8 SEM//PM|NOM//nmod//6 i//PP//case//12 den//DT|UTR|SIN|DEF//det//12 här//AB//fixed//10 bilagan//NN|UTR|SIN|DEF|NOM//nmod//6 gäller//VB|PRS|AKT//ROOT//13 provet//NN|NEU|SIN|DEF|NOM//obj//13 i//PP//case//16 matematik//NN|UTR|SIN|IND|NOM//nmod//17 B//NN|NEU|SIN|IND|NOM//obl//13 vårterminen//NN|UTR|SIN|DEF|NOM//nsubj//17 2011//RG|NOM//nummod//18 .//MAD//punct//13
