
En kommunallag för framtiden;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 11//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nmod//0 2012//RG|NOM//nummod//5
7 Sammanfattande slutsatser;Så//AB//advmod//9 som//HA//mark//9 det//DT|NEU|SIN|DEF//det//5 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 upphandlingsrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 regelverket//NN|NEU|SIN|DEF|NOM//nsubj//9 i//PP//advmod//9 dag//NN|UTR|SIN|IND|NOM//fixed//6 är//VB|PRS|AKT//cop//9 utformat//PC|PRF|NEU|SIN|IND|NOM//advcl//10 har//VB|PRS|AKT//ROOT//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 ingen//DT|UTR|SIN|IND//det//13 betydelse//NN|UTR|SIN|IND|NOM//obj//10 för//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 slutsatser//NN|UTR|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj//18 framkommit//VB|SUP|AKT//acl:relcl//16 i//PP//case//20 utlåtandet//NN|NEU|SIN|DEF|NOM//obl//18 huruvida//SN//mark//24 en//DT|UTR|SIN|IND//det//23 upphandling//NN|UTR|SIN|IND|NOM//nsubj//24 avser//VB|PRS|AKT//advcl//18 ett//DT|NEU|SIN|IND//det//26 värde//NN|NEU|SIN|IND|NOM//obj//24 under//PP//case//28 tröskelvärden//NN|NEU|PLU|IND|NOM//obl//24 eller//KN//cc//32 om//SN//mark//32 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//32 avser//VB|PRS|AKT//conj//24 en//DT|UTR|SIN|IND//det//34 A-//NN|NEU|-|-|SMS//obj//32 eller//KN//cc//36 B-tjänst//NN|UTR|SIN|IND|NOM//conj//34 .//MID//punct//10
7 Sammanfattande slutsatser;Samtliga//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//46 i//PP//case//42 utlåtandet//NN|NEU|SIN|DEF|NOM//nmod//42 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 tilldelningar//NN|UTR|PLU|IND|NOM//nmod//38 av//PP//case//45 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 kontrakt//NN|NEU|PLU|IND|NOM//nmod//42 omfattas//VB|PRS|SFO//parataxis//10 av//PP//case//48 EU//PM|NOM//obl:agent//46 ://MID//punct//48 s//NN|AN//case//52 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 rättsprinciper//NN|UTR|PLU|IND|NOM//appos//48 ,//MID//punct//58 eftersom//SN//mark//58 den//DT|UTR|SIN|DEF//det//57 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 lagstiftaren//NN|UTR|SIN|DEF|NOM//nsubj//58 valt//VB|SUP|AKT//acl//52 att//IE//mark//60 låta//VB|INF|AKT//xcomp//58 principerna//NN|UTR|PLU|DEF|NOM//obj//60 omfatta//VB|INF|AKT//advcl//46 alla//DT|UTR/NEU|PLU|IND/DEF//det//64 kontrakt//NN|NEU|PLU|IND|NOM//obj//62 enligt//PP//case//66 LOU//PM|NOM//nmod//64 och//KN//cc//68 LOV//NN|AN//conj//66 .//MAD//punct//46
7 Sammanfattande slutsatser;I//PP//case//1 december//NN|UTR|SIN|IND|NOM//obl//3 2011//RG|NOM//nummod//1 presenterade//VB|PRT|AKT//amod//48 EU-kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//3 ett//DT|NEU|SIN|IND//det//7 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//7 förslag//NN|NEU|SIN|IND|NOM//obj//3 på//PP//case//9 direktiv//NN|NEU|PLU|IND|NOM//nmod//7 för//PP//case//13 den//DT|UTR|SIN|DEF//det//13 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 sektorn//NN|UTR|SIN|DEF|NOM//nmod//7 .//MAD//punct//3
7 Sammanfattande slutsatser;Även//AB//mark//18 om//SN//fixed//15 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//18 innehåller//VB|PRS|AKT//advcl//29 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//20 exempel//NN|NEU|PLU|IND|NOM//obj//18 på//PP//mark//25 vad//HP|NEU|SIN|IND//dislocated//25 som//HP|-|-|-//nsubj//25 kan//VB|PRS|AKT//aux//25 utgöra//VB|INF|AKT//acl//20 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 kontraktsvillkor//NN|UTR|PLU|IND|NOM//obj//25 ,//MID//punct//29 innehåller//VB|PRS|AKT//parataxis//3 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//29 inte//AB//advmod//29 några//DT|UTR/NEU|PLU|IND//det//33 förändringar//NN|UTR|PLU|IND|NOM//obj//29 i//PP//advmod//33 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//34 som//HP|-|-|-//nsubj//38 skulle//VB|PRT|AKT//aux//38 påverka//VB|INF|AKT//acl:relcl//33 slutsatserna//NN|UTR|PLU|DEF|NOM//obj//38 i//PP//case//42 detta//DT|NEU|SIN|DEF//det//42 utlåtande//NN|NEU|SIN|IND|NOM//nmod//39 .//MAD//punct//29
7 Sammanfattande slutsatser;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 f.n.//AB|AN//advmod//48 under//PP//case//48 förhandling//NN|UTR|SIN|IND|NOM//ROOT//48 och//KN//cc//50 förväntas//VB|PRS|SFO//conj//48 antas//VB|INF|SFO//xcomp//50 efter//PP//case//53 sommaren//NN|UTR|SIN|DEF|NOM//obl//51 2013//RG|NOM//nummod//53 .//MAD//punct//48
7 Sammanfattande slutsatser;Täby//PM|NOM//ROOT//0 som//KN//mark//2 ovan//AB//advmod//0
7 Sammanfattande slutsatser;Andrea//PM|NOM//ROOT//0 Sundstrand//PM|NOM//flat//0


7 Sammanfattande slutsatser / Artikel 47;Ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 och//KN//cc//2 finansiell//JJ|POS|UTR|SIN|IND|NOM//conj//0 ställning//NN|UTR|SIN|IND|NOM//nsubj:pass//35 a//NN|NEU|SIN|IND|NOM//case//3 )//PAD//punct//3 Lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 intyg//NN|NEU|PLU|IND|NOM//appos//3 från//PP//case//9 banker//NN|UTR|PLU|IND|NOM//nmod//7 eller//KN//cc//23 ,//MID//punct//14 i//PP//case//14 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 fall//NN|NEU|PLU|IND|NOM//conj//10 ,//MID//punct//16 bevis//NN|NEU|PLU|IND|NOM//conj//10 på//PP//case//19 relevant//JJ|POS|UTR|SIN|IND|NOM//amod//19 ansvarsförsäkring//NN|UTR|SIN|IND|NOM//nmod//16 för//PP//case//21 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//19 .//MID//punct//16
7 Sammanfattande slutsatser / Artikel 47;b//NN|NEU|SIN|IND|NOM//conj//7 )//PAD//punct//25 Balansräkningar//NN|UTR|PLU|IND|NOM//conj//7 eller//KN//cc//27 utdrag//NN|NEU|PLU|IND|NOM//conj//25 ur//PP//case//29 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//27 ,//MID//punct//25 om//PP//mark//32 offentliggörande//NN|NEU|SIN|IND|NOM//advcl//3 av//PP//case//34 balansräkningar//NN|UTR|PLU|IND|NOM//nmod//32 krävs//VB|PRS|SFO//ROOT//35 enligt//PP//case//37 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//35 i//PP//case//40 det//DT|NEU|SIN|DEF//det//40 land//NN|NEU|SIN|IND|NOM//nmod//37 där//HA//advmod//46 den//DT|UTR|SIN|DEF//det//44 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 aktören//NN|UTR|SIN|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 etablerad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//40 .//MID//punct//35
7 Sammanfattande slutsatser / Artikel 47;c//NN|NEU|SIN|IND|NOM//advmod//50 )//PAD//punct//50 Uppgift//NN|UTR|SIN|IND|NOM//appos//35 om//PP//case//54 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//54 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//54 omsättning//NN|UTR|SIN|IND|NOM//nmod//50 och//KN//cc//59 ,//MID//punct//59 i//PP//case//59 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 fall//NN|NEU|PLU|IND|NOM//conj//54 ,//MID//punct//61 omsättningen//NN|UTR|SIN|DEF|NOM//conj//50 för//PP//case//64 det//DT|NEU|SIN|DEF//det//64 verksamhetsområde//NN|NEU|SIN|IND|NOM//nmod//61 som//HP|-|-|-//obj//67 upphandlingen//NN|UTR|SIN|DEF|NOM//nsubj//67 gäller//VB|PRS|AKT//acl:relcl//64 ,//MID//punct//67 för//PP//case//74 maximalt//AB|POS//amod//74 de//DT|UTR/NEU|PLU|DEF//det//74 tre//RG|NOM//nummod//74 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//74 verksamhetsåren//NN|NEU|PLU|DEF|NOM//obl//67 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//77 på//PP//case//77 datum//NN|NEU|SIN|IND|NOM//nmod//74 för//PP//case//79 bildandet//NN|NEU|SIN|DEF|NOM//nmod//77 av//PP//case//81 företaget//NN|NEU|SIN|DEF|NOM//nmod//79 eller//KN//cc//87 då//HA//advmod//87 den//DT|UTR|SIN|DEF//det//86 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//86 aktören//NN|UTR|SIN|DEF|NOM//nsubj//87 inledde//VB|PRT|AKT//conj//50 sin//PS|UTR|SIN|DEF//nmod:poss//89 verksamhet//NN|UTR|SIN|IND|NOM//obj//87 ,//MID//punct//92 om//PP//case//92 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//97 om//PP//case//95 denna//DT|UTR|SIN|DEF//det//95 omsättning//NN|UTR|SIN|IND|NOM//nmod//92 är//VB|PRS|AKT//cop//97 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//87 .//MAD//punct//50

7 Sammanfattande slutsatser / Artikel 48;Teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//5 och//KN//cc//2 ///MID//conj//0 eller//KN//cc//4 yrkesmässig//JJ|POS|UTR|SIN|IND|NOM//conj//2 kapacitet//NN|UTR|SIN|IND|NOM//nsubj:pass//21 a//NN|NEU|SIN|IND|NOM//nmod//5 )//PAD//punct//5 i//PP//nmod//5 )//PAD//punct//5 En//DT|UTR|SIN|IND//det//11 förteckning//NN|UTR|SIN|IND|NOM//appos//5 över//PP//case//14 slutförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 byggentreprenader//NN|UTR|PLU|IND|NOM//nmod//11 under//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 fem//RG|NOM//nummod//19 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//19 åren//NN|NEU|PLU|DEF|NOM//nmod//11 ,//MID//punct//5 åtföljd//PC|PRF|UTR|SIN|IND|NOM//ROOT//21 av//PP//case//23 intyg//NN|NEU|SIN|IND|NOM//obl:agent//21 om//PP//mark//29 att//SN//mark//29 de//DT|UTR/NEU|PLU|DEF//det//28 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//28 byggentreprenaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//29 utförts//VB|SUP|SFO//acl//23 på//PP//case//33 ett//DT|NEU|SIN|IND//det//33 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 sätt//NN|NEU|SIN|IND|NOM//obl//29 .//MID//punct//21
7 Sammanfattande slutsatser / Artikel 48;Dessa//DT|UTR/NEU|PLU|DEF//det//36 intyg//NN|NEU|PLU|IND|NOM//nsubj//38 skall//VB|PRS|AKT//aux//38 ange//VB|INF|AKT//parataxis//21 värde//NN|NEU|SIN|IND|NOM//obj//38 ,//MID//punct//41 tidpunkt//NN|UTR|SIN|IND|NOM//conj//39 och//KN//cc//43 plats//NN|UTR|SIN|IND|NOM//conj//39 för//PP//case//45 utförandet//NN|NEU|SIN|DEF|NOM//nmod//43 av//PP//case//47 byggentreprenaderna//NN|UTR|PLU|DEF|NOM//nmod//45 och//KN//cc//51 huruvida//SN//mark//51 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//51 utfördes//VB|PRT|SFO//conj//38 enligt//PP//case//54 gängse//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 branschnormer//NN|UTR|PLU|IND|NOM//obl//51 och//KN//cc//56 slutfördes//VB|PRT|SFO//conj//38 på//PP//case//60 ett//DT|NEU|SIN|IND//det//60 korrekt//JJ|POS|NEU|SIN|IND|NOM//amod//60 sätt//NN|NEU|SIN|IND|NOM//obl//56 .//MID//punct//38
7 Sammanfattande slutsatser / Artikel 48;Om//SN//mark//65 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//65 är//VB|PRS|AKT//cop//65 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//70 skall//VB|PRS|AKT//aux//70 den//DT|UTR|SIN|DEF//det//69 behöriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//70 sända//VB|INF|AKT//conj//21 dessa//DT|UTR/NEU|PLU|DEF//det//72 intyg//NN|NEU|PLU|IND|NOM//obj//70 direkt//AB|POS//advmod//70 till//PP//case//77 den//DT|UTR|SIN|DEF//det//77 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 myndigheten//NN|UTR|SIN|DEF|NOM//obl//70 .//MAD//punct//70
7 Sammanfattande slutsatser / Artikel 48;ii//NN|NEU|SIN|IND|NOM//punct//70 )//PAD//punct//82 En//DT|UTR|SIN|IND//det//82 förteckning//NN|UTR|SIN|IND|NOM//conj//21 över//PP//case//86 de//DT|UTR/NEU|PLU|DEF//det//86 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//86 leveranser//NN|UTR|PLU|IND|NOM//nmod//82 eller//KN//cc//88 tjänster//NN|UTR|PLU|IND|NOM//conj//86 som//HP|-|-|-//nsubj:pass//90 utförts//VB|SUP|SFO//acl:relcl//88 under//PP//case//95 de//DT|UTR/NEU|PLU|DEF//det//95 tre//RG|NOM//nummod//95 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//95 åren//NN|NEU|PLU|DEF|NOM//obl//90 ,//MID//punct//82 med//PP//case//98 angivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//82 av//PP//case//100 värde//NN|NEU|SIN|IND|NOM//nmod//98 ,//MID//punct//102 tidpunkt//NN|UTR|SIN|IND|NOM//conj//100 och//KN//cc//107 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 eller//KN//cc//106 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 mottagare//NN|UTR|PLU|IND|NOM//conj//100 .//MAD//punct//82
7 Sammanfattande slutsatser / Artikel 48;Bevis//NN|NEU|SIN|IND|NOM//nsubj:pass//111 skall//VB|PRS|AKT//aux//111 lämnas//VB|INF|SFO//parataxis//82 på//PP//case//113 varuleveranserna//NN|UTR|PLU|DEF|NOM//obl//111 och//KN//cc//117 de//DT|UTR/NEU|PLU|DEF//det//117 utförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//117 tjänsterna//NN|UTR|PLU|DEF|NOM//conj//111 .//MAD//punct//82 –//RG|NOM//punct//123
7 Sammanfattande slutsatser / Artikel 48;i//PP//case//123 form//NN|UTR|SIN|IND|NOM//fixed//120 av//PP//fixed//120 intyg//NN|NEU|SIN|IND|NOM//nmod//82 som//HP|-|-|-//nsubj//127 skall//VB|PRS|AKT//aux//127 vara//VB|INF|AKT//cop//127 utfärdade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//123 eller//KN//cc//129 attesterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//127 av//PP//case//133 den//DT|UTR|SIN|DEF//det//133 behöriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//133 myndigheten//NN|UTR|SIN|DEF|NOM//obl//129 om//SN//case//135 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//127 gäller//VB|PRS|AKT//conj//21 köp//NN|NEU|SIN|IND|NOM//obj//136 av//PP//case//141 en//DT|UTR|SIN|IND//det//141 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//141 myndighet//NN|UTR|SIN|IND|NOM//nmod//137 ,//MID//punct//21 –//RG|NOM//punct//146 om//SN//mark//146 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//146 gäller//VB|PRS|AKT//advcl//21 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//148 köp//NN|NEU|PLU|IND|NOM//obj//146 ,//MID//punct//148 i//PP//case//153 form//NN|UTR|SIN|IND|NOM//fixed//150 av//PP//fixed//150 intyg//NN|NEU|SIN|IND|NOM//obl//146 från//PP//case//155 köparen//NN|UTR|SIN|DEF|NOM//nmod//153 eller//KN//cc//162 ,//MID//punct//162 om//SN//mark//162 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//162 inte//AB//advmod//162 är//VB|PRS|AKT//cop//162 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//146 ,//MID//punct//167 enbart//AB//advmod//167 genom//PP//case//167 en//DT|UTR|SIN|IND//det//167 försäkran//NN|UTR|SIN|IND|NOM//obl//162 från//PP//case//171 den//DT|UTR|SIN|DEF//det//171 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//171 aktören//NN|UTR|SIN|DEF|NOM//nmod//167 .//MAD//punct//167
7 Sammanfattande slutsatser / Artikel 48;b//NN|NEU|SIN|IND|NOM//conj//162 )//PAD//punct//173 Uppgifter//NN|UTR|PLU|IND|NOM//obj//146 om//PP//case//177 tekniker//NN|UTR|PLU|IND|NOM//nmod//175 och//KN//cc//180 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//180 organ//NN|NEU|PLU|IND|NOM//conj//177 ,//MID//punct//185 vare//KN//mark//185 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//182 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//185 tillhör//VB|PRS|AKT//conj//21 den//DT|UTR|SIN|DEF//det//188 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//188 aktörens//NN|UTR|SIN|DEF|GEN//nmod:poss//189 företag//NN|NEU|SIN|IND|NOM//obj//185 eller//KN//cc//225 inte//AB//advmod//225 ,//MID//punct//191 i//PP//advmod//196 synnerhet//NN|UTR|SIN|IND|NOM//fixed//193 om//PP//case//196 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//191 som//HP|-|-|-//nsubj//198 ansvarar//VB|PRS|AKT//acl:relcl//196 för//PP//case//200 kvalitetskontrollen//NN|UTR|SIN|DEF|NOM//obl//198 och//KN//cc//207 ,//MID//punct//207 i//PP//advmod//207 fråga//NN|UTR|SIN|IND|NOM//fixed//203 om//PP//case//207 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//207 byggentreprenader//NN|UTR|PLU|IND|NOM//conj//200 ,//MID//punct//209 uppgift//NN|UTR|SIN|IND|NOM//appos//196 om//PP//case//211 tekniker//NN|UTR|PLU|IND|NOM//nmod//209 och//KN//cc//214 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//214 organ//NN|NEU|PLU|IND|NOM//conj//211 som//HP|-|-|-//obl//218 entreprenören//NN|UTR|SIN|DEF|NOM//nsubj//218 kan//VB|PRS|AKT//aux//218 förfoga//VB|INF|AKT//acl:relcl//214 över//PL//compound:prt//218 för//PP//mark//222 att//IE//mark//222 genomföra//VB|INF|AKT//advcl//218 entreprenaden//NN|UTR|SIN|DEF|NOM//obj//222 .//MAD//punct//196
7 Sammanfattande slutsatser / Artikel 48;c//NN|NEU|SIN|IND|NOM//conj//21 )//PAD//punct//225 En//DT|UTR|SIN|IND//det//228 beskrivning//NN|UTR|SIN|IND|NOM//obj//21 av//PP//case//234 varuleverantörens//NN|UTR|SIN|DEF|GEN//nmod:poss//234 eller//KN//cc//232 tjänsteleverantörens//NN|UTR|SIN|DEF|GEN//conj//230 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//234 utrustning//NN|UTR|SIN|IND|NOM//nmod//228 och//KN//cc//238 av//PP//case//238 de//DT|UTR/NEU|PLU|DEF//det//238 metoder//NN|UTR|PLU|IND|NOM//conj//234 som//HP|-|-|-//obj//241 han//PN|UTR|SIN|DEF|SUB//nsubj//241 använder//VB|PRS|AKT//acl:relcl//238 för//PP//mark//244 att//IE//mark//244 säkra//VB|INF|AKT//advcl//241 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//244 samt//KN//cc//249 av//PP//case//249 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//249 undersöknings-//NN|UTR|-|-|SMS//conj//245 och//KN//cc//251 forskningsresurser//NN|UTR|PLU|IND|NOM//conj//249 .//MAD//punct//228
7 Sammanfattande slutsatser / Artikel 48;d//NN|NEU|SIN|IND|NOM//nmod//228 )//PAD//punct//228 Om//PP//mark//262 de//DT|UTR/NEU|PLU|DEF//det//258 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//258 varorna//NN|UTR|PLU|DEF|NOM//nsubj//262 eller//KN//cc//260 tjänsterna//NN|UTR|PLU|DEF|NOM//conj//258 är//VB|PRS|AKT//cop//262 komplexa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//228 eller//KN//cc//267 i//PP//case//265 undantagsfall//NN|NEU|PLU|IND|NOM//obl//267 är//VB|PRS|AKT//cop//267 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//262 för//PP//case//271 ett//DT|NEU|SIN|IND//det//271 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//271 ändamål//NN|NEU|SIN|IND|NOM//obl//267 ,//MID//punct//228 en//DT|UTR|SIN|IND//det//274 kontroll//NN|UTR|SIN|IND|NOM//conj//228 som//HP|-|-|-//obj//281 den//DT|UTR|SIN|DEF//det//278 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//278 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//281 själv//JJ|POS|UTR|SIN|IND|NOM//amod//278 skall//VB|PRS|AKT//aux//281 utföra//VB|INF|AKT//acl:relcl//274 eller//KN//cc//287 som//KN//nsubj:pass//287 på//PP//case//286 dennas//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//286 vägnar//NN|UTR|PLU|IND|NOM//obl//287 utförs//VB|PRS|SFO//conj//281 av//PP//case//291 ett//DT|NEU|SIN|IND//det//291 behörigt//JJ|POS|NEU|SIN|IND|NOM//amod//291 organ//NN|NEU|SIN|IND|NOM//obl:agent//287 i//PP//case//296 varuleverantörens//NN|UTR|SIN|DEF|GEN//nmod:poss//296 eller//KN//cc//295 tjänsteleverantörens//NN|UTR|SIN|DEF|GEN//conj//293 etableringsland//NN|NEU|SIN|IND|NOM//nmod//291 ,//MID//punct//302 förutsatt//AB//mark//302 att//SN//fixed//298 detta//DT|NEU|SIN|DEF//det//301 organ//NN|NEU|SIN|IND|NOM//nsubj//302 ger//VB|PRS|AKT//acl:relcl//228 sitt//PS|NEU|SIN|DEF//nmod:poss//304 samtycke//NN|NEU|SIN|IND|NOM//obj//302 .//MAD//punct//228
7 Sammanfattande slutsatser / Artikel 48;Kontrollerna//NN|UTR|PLU|DEF|NOM//nsubj//308 skall//VB|PRS|AKT//aux//308 utvisa//VB|INF|AKT//conj//21 varuleverantörens//NN|UTR|SIN|DEF|GEN//nmod:poss//310 tillverkningskapacitet//NN|UTR|SIN|IND|NOM//obj//308 eller//KN//cc//314 tjänsteleverantörens//NN|UTR|SIN|DEF|GEN//nmod:poss//314 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//314 kapacitet//NN|UTR|SIN|IND|NOM//conj//310 och//KN//cc//319 om//PP//case//319 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advmod//319 dennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//319 undersöknings-//NN|UTR|-|-|SMS//conj//310 och//KN//cc//321 forskningsresurser//NN|UTR|PLU|IND|NOM//conj//319 samt//KN//cc//323 resurser//NN|UTR|PLU|IND|NOM//conj//319 för//PP//case//325 kvalitetskontroll//NN|UTR|SIN|IND|NOM//nmod//323 .//MAD//punct//308
7 Sammanfattande slutsatser / Artikel 48;e//NN|NEU|SIN|IND|NOM//nummod//329 )//PAD//punct//327 Uppgifter//NN|UTR|PLU|IND|NOM//obl//308 om//PP//case//334 tjänsteleverantörens//NN|UTR|SIN|DEF|GEN//nmod:poss//334 eller//KN//cc//333 entreprenörens//NN|UTR|SIN|DEF|GEN//conj//331 utbildnings-//NN|UTR|-|-|SMS//nmod//329 och//KN//cc//336 yrkeskvalifikationer//NN|UTR|PLU|IND|NOM//conj//334 och//KN//cc//341 ///MID//case//341 eller//KN//cc//340 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//338 uppgifter//NN|UTR|PLU|IND|NOM//conj//334 om//PP//case//344 ledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//344 personer//NN|UTR|PLU|IND|NOM//nmod//341 i//PP//case//346 företaget//NN|NEU|SIN|DEF|NOM//nmod//344 ,//MID//punct//329 särskilt//AB//advmod//350 om//SN//case//350 den//PN|UTR|SIN|DEF|SUB/OBJ//appos//329 eller//KN//cc//352 dem//PN|UTR/NEU|PLU|DEF|OBJ//conj//350 som//HP|-|-|-//nsubj//355 skall//VB|PRS|AKT//aux//355 ansvara//VB|INF|AKT//acl:relcl//352 för//PP//mark//357 tillhandahållande//NN|NEU|SIN|IND|NOM//obl//355 av//PP//case//359 tjänsterna//NN|UTR|PLU|DEF|NOM//nmod//357 eller//KN//cc//361 leda//VB|INF|AKT//conj//355 byggentreprenaden//NN|UTR|SIN|DEF|NOM//obj//361 .//MAD//punct//329
