10 Förhållandet till yttrandefriheten ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 görs//VB|PRS|SFO//ccomp//1 ett//DT|NEU|SIN|IND//det//6 undantag//NN|NEU|SIN|IND|NOM//obj//4 i//PP//case//8 persondatalagen//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//12 all//DT|UTR|SIN|IND/DEF//det//12 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 behandling//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//14 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//12 som//HP|-|-|-//nsubj:pass//16 skyddas//VB|PRS|SFO//acl:relcl//12 av//PP//case//18 TF//PM|NOM//obl:agent//16 och//KN//cc//20 YGL//PM|NOM//conj//18 eller//KN//cc//22 utförs//VB|PRS|SFO//conj//16 som//KN//mark//25 ett//DT|NEU|SIN|IND//det//25 led//NN|NEU|SIN|IND|NOM//advcl//22 i//PP//case//28 konstnärligt//JJ|POS|NEU|SIN|IND|NOM//amod//28 skapande//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//1
12.12.2 Genomförandet av EG-direktivet;Ett//DT|NEU|SIN|IND//det//66 undantag//NN|NEU|SIN|IND|NOM//nsubj:pass//67 utgörs//VB|PRS|SFO//parataxis//39 dock//AB//advmod//67 som//HA//nsubj:pass//70 nämnts//VB|SUP|SFO//advcl//67 av//PP//case//75 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//75 icke//AB//advmod//74 automatiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 behandlingar//NN|UTR|PLU|IND|NOM//obl:agent//70 av//PP//case//78 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//75 för//PP//case//80 forsknings-//NN|UTR|-|-|SMS//nmod//78 eller//KN//cc//82 statistikändamål//NN|NEU|PLU|IND|NOM//conj//80 som//HP|-|-|-//nsubj:pass//84 utförs//VB|PRS|SFO//acl:relcl//75 utan//PP//case//86 samtycke//NN|NEU|SIN|IND|NOM//obl//84 av//PP//mark//89 de//DT|UTR/NEU|PLU|DEF//det//89 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//86 och//KN//cc//95 utan//PP//mark//95 att//SN//mark//95 projektet//NN|NEU|SIN|DEF|NOM//nsubj:pass//95 har//VB|PRS|AKT//aux//95 godkänts//VB|SUP|SFO//conj//67 av//PP//case//99 en//DT|UTR|SIN|IND//det//99 forskningsetisk//JJ|POS|UTR|SIN|IND|NOM//amod//99 kommitté//NN|UTR|SIN|IND|NOM//obl:agent//95 .//MAD//punct//22
12.12.2 Genomförandet av EG-direktivet;När//HA//mark//6 nu//AB//advmod//6 en//DT|UTR|SIN|IND//det//4 principiell//JJ|POS|UTR|SIN|IND|NOM//amod//4 anmälningsskyldighet//NN|UTR|SIN|IND|NOM//nsubj:pass//6 måste//VB|PRS|AKT//aux//6 införas//VB|INF|SFO//advcl//13 ,//MID//punct//13 är//VB|PRS|AKT//cop//13 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 enligt//PP//case//12 vår//PS|UTR|SIN|DEF//nmod:poss//12 mening//NN|UTR|SIN|IND|NOM//obl//13 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//13 att//SN//mark//24 de//DT|UTR/NEU|PLU|DEF//det//16 möjligheter//NN|UTR|PLU|IND|NOM//nsubj:pass//24 till//PP//case//20 undantag//NN|NEU|SIN|IND|NOM//fixed//17 från//PP//fixed//17 anmälningsskyldigheten//NN|UTR|SIN|DEF|NOM//nmod//16 som//HA//mark//22 EG-direktivet//NN|NEU|SIN|DEF|NOM//nmod//20 medger//VB|PRS|AKT//aux//24 utnyttjas//VB|INF|SFO//csubj//13 fullt//AB|POS//advmod//26 ut//AB//advmod//24 .//MAD//punct//13
12.12.2 Genomförandet av EG-direktivet;Hur//HA//advmod//32 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 lämpligen//AB//advmod//32 bör//VB|PRS|AKT//aux//32 ske//VB|INF|AKT//advcl//13 redogör//VB|PRS|AKT//xcomp//32 vi//PN|UTR|PLU|DEF|SUB//nsubj//33 för//PP//compound:prt//33 i//PP//case//38 det//DT|NEU|SIN|DEF//det//38 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//33 .//MAD//punct//13
12.12.2 Genomförandet av EG-direktivet;Anmälningsskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 för//PP//case//4 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//4 behandling//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//7 är//VB|PRS|AKT//cop//7 helt//AB|POS//acl:relcl//4 eller//KN//cc//10 delvis//AB//advmod//10 automatisk//JJ|POS|UTR|SIN|IND|NOM//conj//7 .//MAD//punct//1
12.12.2 Genomförandet av EG-direktivet;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//14 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//16 har//VB|PRS|AKT//aux//16 berörts//VB|SUP|SFO//parataxis//1 i//PP//case//19 avsnitt//NN|NEU|SIN|IND|NOM//nmod//19 12.2.12//RO|NOM//obl//16 .//MAD//punct//1
12.12.2 Genomförandet av EG-direktivet;Anmälan//NN|UTR|SIN|IND|NOM//nsubj:pass//23 skall//VB|PRS|AKT//aux//23 göras//VB|INF|SFO//conj//1 innan//SN//mark//26 behandlingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 genomförs//VB|PRS|SFO//advcl//23 .//MID//punct//1
12.12.2 Genomförandet av EG-direktivet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 går//VB|PRS|AKT//conj//1 bra//AB|POS//advmod//29 att//IE//mark//35 på//PP//case//34 en//DT|UTR|SIN|IND//det//34 gång//NN|UTR|SIN|IND|NOM//obl//35 anmäla//VB|INF|AKT//csubj//29 en//DT|UTR|SIN|IND//det//38 hel//JJ|POS|UTR|SIN|IND|NOM//amod//38 serie//NN|UTR|SIN|IND|NOM//amod//39 behandlingar//NN|UTR|PLU|IND|NOM//obj//35 som//HP|-|-|-//nsubj//41 har//VB|PRS|AKT//acl:relcl//39 samma//DT|UTR/NEU|SIN/PLU|IND//amod//45 eller//KN//cc//44 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//42 ändamål//NN|NEU|PLU|IND|NOM//obj//41 ,//MID//punct//39 t.ex.//AB|AN//advmod//49 alla//DT|UTR/NEU|PLU|IND/DEF//det//49 behandlingar//NN|UTR|PLU|IND|NOM//appos//39 som//HP|-|-|-//nsubj:pass//51 behövs//VB|PRS|SFO//acl:relcl//49 för//PP//mark//57 att//SN//mark//57 försäkringsavtal//NN|NEU|SIN|IND|NOM//nsubj:pass//57 skall//VB|PRS|AKT//aux//57 kunna//VB|INF|AKT//aux//57 ingås//VB|INF|SFO//advcl//51 och//KN//cc//59 hanteras//VB|INF|SFO//conj//57 .//MAD//punct//29
12.12.2 Genomförandet av EG-direktivet;Anmälan//NN|UTR|SIN|IND|NOM//nsubj:pass//2 skall//VB|PRS|AKT//aux//2 göras//VB|INF|SFO//ROOT//2 till//PP//case//4 Datainspektionen//PM|NOM//obl//2 och//KN//cc//13 skall//VB|PRS|AKT//aux//13 ,//MID//punct//10 enligt//PP//case//10 vårt//PS|NEU|SIN|DEF//nmod:poss//10 förslag//NN|NEU|SIN|IND|NOM//obl//13 ,//MID//punct//13 vara//VB|INF|AKT//cop//13 skriftlig//JJ|POS|UTR|SIN|IND|NOM//conj//2 .//MAD//punct//2
12.12.2 Genomförandet av EG-direktivet;"Enligt//PP//case//1 EG-direktivet//NN|NEU|SIN|DEF|NOM//obl//4 skall//VB|PRS|AKT//aux//4 anmälan//NN|UTR|SIN|DEF|NOM//nsubj//4 innehålla//VB|INF|AKT//ROOT//4 åtminstone//AB//advmod//4 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//4 i//PP//case//8 direktivet//NN|NEU|SIN|DEF|NOM//nmod//6 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 uppgifter//NN|UTR|PLU|IND|NOM//obj//4 ;//MID//punct//4"
12.12.2 Genomförandet av EG-direktivet;i//PP//advmod//17 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//12 är//VB|PRS|AKT//cop//17 det//PN|NEU|SIN|DEF|SUB/OBJ//det//16 medlemsstaternas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 skyldighet//NN|UTR|SIN|IND|NOM//conj//4 att//IE//mark//19 precisera//VB|INF|AKT//acl//17 vilka//HD|UTR/NEU|PLU|IND//det//21 uppgifter//NN|UTR|PLU|IND|NOM//obj//25 en//DT|UTR|SIN|IND//det//23 anmälan//NN|UTR|SIN|IND|NOM//nsubj//25 skall//VB|PRS|AKT//aux//25 innehålla//VB|INF|AKT//ccomp//19 och//KN//cc//31 vilka//HD|UTR/NEU|PLU|IND//det//28 villkor//NN|NEU|PLU|IND|NOM//dislocated//31 som//HP|-|-|-//nsubj//31 skall//VB|PRS|AKT//aux//31 gälla//VB|INF|AKT//conj//25 när//HA//mark//37 ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//37 i//PP//case//35 uppgifterna//NN|UTR|PLU|DEF|NOM//nmod//33 skall//VB|PRS|AKT//aux//37 anmälas//VB|INF|SFO//advcl//39 ,//MID//punct//39 se//VB|INF|AKT//conj//25 om//SN//case//41 reglerna//NN|UTR|PLU|DEF|NOM//obl//39 i//PP//case//43 EGdirektivet//NN|NEU|SIN|DEF|NOM//nmod//41 avsnitt//NN|NEU|SIN|IND|NOM//nmod//45 3.13.2//RG|NOM//nmod//41 .//MAD//punct//39
12.12.2 Genomförandet av EG-direktivet;Enligt//PP//case//49 vårt//PS|NEU|SIN|DEF//nmod:poss//49 förslag//NN|NEU|SIN|IND|NOM//obl//50 överlåts//VB|PRS|SFO//conj//39 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//50 åt//PP//case//53 regeringen//NN|UTR|SIN|DEF|NOM//obl//50 och//KN//cc//55 Datainspektionen//PM|NOM//conj//53 att//IE//mark//57 meddela//VB|INF|AKT//advcl//50 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//57 enligt//PP//case//60 EG-direktivet//NN|NEU|SIN|DEF|NOM//obl//57 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 detaljföreskrifter//NN|UTR|PLU|IND|NOM//obj//57 .//MAD//punct//4
12.12.2 Genomförandet av EG-direktivet;SOU//PM|NOM//ROOT//0 1997//RG|NOM//nummod//0 ://MID//punct//0
12.12.2 Genomförandet av EG-direktivet;39//RG|NOM//nummod//0
12.12.2 Genomförandet av EG-direktivet;Innehållet//NN|NEU|SIN|DEF|NOM//ROOT//0 i//PP//case//4 den//DT|UTR|SIN|DEF//det//4 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 persondatalagen//NN|UTR|SIN|DEF|NOM//nmod//0 425//RG|NOM//nummod//7 12.12.2.3//RG|NOM//nummod//7 Undantag//NN|NEU|PLU|IND|NOM//nmod//0 från//PP//case//9 anmälningsskyldigheten//NN|UTR|SIN|DEF|NOM//nmod//7
12.12.2 Genomförandet av EG-direktivet;Såsom//HA//advmod//1 närmare//AB|KOM//advmod//2 framgår//VB|PRS|AKT//advcl//6 av//PP//case//5 avsnitt//NN|NEU|SIN|IND|NOM//nmod//5 3.13.3//RG|NOM//obl//2 finns//VB|PRS|SFO//ROOT//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//6 för//PP//case//10 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//8 att//IE//mark//12 föreskriva//VB|INF|AKT//acl//8 undantag//NN|NEU|SIN|IND|NOM//obj//12 från//PP//case//15 anmälningsskyldigheten//NN|UTR|SIN|DEF|NOM//obl//12 a//NN|NEU|SIN|IND|NOM//obl//12 )//PAD//punct//6 när//HA//mark//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 inte//AB//advmod//22 är//VB|PRS|AKT//cop//22 sannolikt//JJ|POS|NEU|SIN|IND|NOM//advcl//6 att//SN//mark//27 den//DT|UTR|SIN|DEF//det//26 registrerades//VB|PRT|SFO//amod//26 rättigheter//NN|UTR|PLU|IND|NOM//nmod//27 kränks//VB|PRS|SFO//csubj//22 ,//MID//punct//29 b//NN|NEU|SIN|IND|NOM//conj//27 )//PAD//punct//29 när//HA//mark//35 ett//DT|NEU|SIN|IND//det//33 uppgiftsskyddsombud//NN|NEU|SIN|IND|NOM//nsubj:pass//35 har//VB|PRS|AKT//aux//35 utsetts//VB|SUP|SFO//advcl//27 ,//MID//punct//37 c//NN|NEU|SIN|IND|NOM//obl//35 )//PAD//punct//27 beträffande//PP//case//41 författningsreglerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//41 register//NN|NEU|SIN|IND|NOM//conj//27 för//PP//case//43 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//41 (//PAD//punct//45 se//VB|IMP|AKT//parataxis//6 avsnitt//NN|NEU|SIN|IND|NOM//nmod//47 3.13.3.4//RG|NOM//obj//45 )//PAD//punct//45 och//KN//cc//50 d//NN|NEU|SIN|IND|NOM//conj//45 )//PAD//punct//45 för//PP//case//54 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//54 behandling//NN|UTR|SIN|IND|NOM//obl//45 av//PP//case//57 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//54 om//PP//case//59 medlemmar//NN|UTR|PLU|IND|NOM//nmod//57 m.fl.//AB|AN//conj//54 som//KN//case//63 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 typer//NN|UTR|PLU|IND|NOM//nmod//54 av//PP//case//66 ideella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 organisationer//NN|UTR|PLU|IND|NOM//nmod//63 utför//VB|PRS|AKT//advcl//45 .//MAD//punct//6
12.12.2 Genomförandet av EG-direktivet;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 ,//MID//punct//1 som//HA//nsubj:pass//4 nämnts//VB|SUP|SFO//advcl//1 ,//MID//punct//1 att//SN//mark//12 dessa//DT|UTR/NEU|PLU|DEF//det//8 möjligheter//NN|UTR|PLU|IND|NOM//nsubj:pass//12 till//PP//case//10 undantag//NN|NEU|SIN|IND|NOM//nmod//8 bör//VB|PRS|AKT//aux//12 utnyttjas//VB|INF|SFO//ccomp//1 fullt//AB|POS//advmod//14 ut//AB//advmod//12 .//MAD//punct//1
12.12.2 Genomförandet av EG-direktivet;För//PP//mark//5 att//SN//fixed//0 undantag//NN|NEU|PLU|IND|NOM//nsubj:pass//5 skall//VB|PRS|AKT//aux//5 få//VB|INF|AKT//aux//5 göras//VB|INF|SFO//advcl//12 med//PP//case//7 stöd//NN|NEU|SIN|IND|NOM//obl//5 av//PP//case//9 punkt//NN|UTR|SIN|IND|NOM//nmod//7 a//PP//advmod//5 ovan//AB//fixed//10 krävs//VB|PRS|SFO//ROOT//12 enligt//PP//case//14 EGdirektivet//NN|NEU|SIN|DEF|NOM//obl//12 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 anges//VB|PRS|SFO//advcl//12 en//DT|UTR|SIN|IND//det//19 rad//NN|UTR|SIN|IND|NOM//nmod//20 uppgifter//NN|UTR|PLU|IND|NOM//obj//17 rörande//PP//case//24 den//DT|UTR|SIN|DEF//det//24 undantagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 typen//NN|UTR|SIN|DEF|NOM//obl//17 av//PP//case//26 behandling//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//12
12.12.2 Genomförandet av EG-direktivet;Sålunda//AB//advmod//32 måste//VB|PRS|AKT//aux//32 beträffande//PP//case//31 behandlingstypen//NN|UTR|SIN|DEF|NOM//obl//32 anges//VB|PRS|SFO//parataxis//12
12.12.2 Genomförandet av EG-direktivet;N//PM|NOM//ROOT//0  //_SP////0 behandlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 ändamål//NN|NEU|SIN|IND|NOM//nmod//0 ,//MID//punct//0
12.12.2 Genomförandet av EG-direktivet;N//PM|NOM//ROOT//0  //_SP////0 vilka//HD|UTR/NEU|PLU|IND//det//3 uppgifter//NN|UTR|PLU|IND|NOM//nmod//0 eller//KN//cc//5 kategorier//NN|UTR|PLU|IND|NOM//conj//3 av//PP//case//7 uppgifter//NN|UTR|PLU|IND|NOM//nmod//5 som//HP|-|-|-//nsubj:pass//9 behandlas//VB|PRS|SFO//acl:relcl//3 ,//MID//punct//11 N//PM|NOM//conj//3  //_SP////11 vilka//HD|UTR/NEU|PLU|IND//nsubj//14 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//11 eller//KN//cc//16 kategorier//NN|UTR|PLU|IND|NOM//conj//14 av//PP//case//18 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//14 som//HP|-|-|-//nsubj:pass//20 avses//VB|PRS|SFO//acl:relcl//11 ,//MID//punct//0
12.12.2 Genomförandet av EG-direktivet;N//PM|NOM//nsubj:pass//10  //_SP////0 till//PP//case//4 vilka//HD|UTR/NEU|PLU|IND//det//4 mottagare//NN|UTR|PLU|IND|NOM//nsubj:pass//10 eller//KN//cc//6 kategorier//NN|UTR|PLU|IND|NOM//conj//4 av//PP//case//9 mottagare//NN|UTR|PLU|IND|NOM//amod//9 uppgifterna//NN|UTR|PLU|DEF|NOM//nmod//6 lämnas//VB|PRS|SFO//ROOT//10 ut//PL//compound:prt//10 och//KN//punct//10
12.12.2 Genomförandet av EG-direktivet;N//PM|NOM//discourse//6  //_SP////0 hur//HA//advmod//3 länge//AB|POS//advmod//6 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//6 skall//VB|PRS|AKT//aux//6 bevaras//VB|INF|SFO//ROOT//6 .//MAD//punct//6
12.12.2 Genomförandet av EG-direktivet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 är//VB|PRS|AKT//cop//7 således//AB//advmod//6 en//DT|UTR|SIN|IND//det//6 ganska//AB//advmod//5 stor//JJ|POS|UTR|SIN|IND|NOM//amod//6 mängd//NN|UTR|SIN|IND|NOM//nmod//7 detaljuppgifter//NN|UTR|PLU|IND|NOM//ROOT//7 som//HP|-|-|-//nsubj:pass//10 måste//VB|PRS|AKT//aux//10 anges//VB|INF|SFO//acl:cleft//7 när//HA//mark//13 undantag//NN|NEU|PLU|IND|NOM//nsubj:pass//13 görs//VB|PRS|SFO//advcl//10 genom//PP//case//15 författning//NN|UTR|SIN|IND|NOM//obl//13 enligt//PP//case//18 punkt//NN|UTR|SIN|IND|NOM//nmod//18 a.//NN|UTR|SIN|IND|NOM//nmod//15 Att//IE//mark//20 införa//VB|INF|AKT//advcl//13 alla//DT|UTR/NEU|PLU|IND/DEF//det//24 dessa//DT|UTR/NEU|PLU|DEF//det//24 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 uppgifter//NN|UTR|PLU|IND|NOM//obj//20 i//PP//case//26 lagen//NN|UTR|SIN|DEF|NOM//obl//20 –//RG|NOM//punct//31 eller//KN//cc//31 i//PP//case//31 en//DT|UTR|SIN|IND//det//31 bilaga//NN|UTR|SIN|IND|NOM//conj//13 till//PP//case//33 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//31 –//NN|UTR|SIN|IND|NOM//punct//7 är//VB|PRS|AKT//amod//7 som//HA//obl//38 vi//PN|UTR|PLU|DEF|SUB//nsubj//38 ser//VB|PRS|AKT//acl:cleft//7 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//38 olämpligt//AB|POS//xcomp//38 .//MAD//punct//7
12.12.2 Genomförandet av EG-direktivet;Vi//PN|UTR|PLU|DEF|SUB//nsubj//43 har//VB|PRS|AKT//parataxis//7 därför//AB//advmod//43 –//RG|NOM//punct//43 och//KN//cc//55 då//HA//mark//55 vi//PN|UTR|PLU|DEF|SUB//nsubj//55 med//PP//case//54 hänsyn//NN|UTR|SIN|IND|NOM//fixed//49 till//PP//fixed//49 den//DT|UTR|SIN|DEF//det//54 korta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 utredningstiden//NN|UTR|SIN|DEF|NOM//obl//55 haft//VB|SUP|AKT//conj//43 svårt//AB|POS//obj//55 att//IE//mark//58 överblicka//VB|INF|AKT//advcl//55 alla//DT|UTR/NEU|PLU|IND/DEF//det//60 undantag//NN|NEU|PLU|IND|NOM//obj//58 som//HP|-|-|-//nsubj:pass//64 kan//VB|PRS|AKT//aux//64 få//VB|INF|AKT//aux//64 göras//VB|INF|SFO//acl:relcl//60 –//RG|NOM//punct//66 valt//VB|SUP|AKT//conj//55 att//IE//mark//74 i//PP//case//71 den//DT|UTR|SIN|DEF//det//71 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//71 lagen//NN|UTR|SIN|DEF|NOM//obl//74 i//PP//advmod//74 stället//NN|NEU|SIN|DEF|NOM//fixed//72 ta//VB|INF|AKT//ccomp//66 in//PL//compound:prt//74 ett//DT|NEU|SIN|IND//det//78 allmänt//JJ|POS|NEU|SIN|IND|NOM//advmod//78 bemyndigande//NN|NEU|SIN|IND|NOM//obj//74 för//PP//case//80 regeringen//NN|UTR|SIN|DEF|NOM//obl//78 och//KN//cc//82 Datainspektionen//PM|NOM//conj//80 att//IE//mark//84 föreskriva//VB|INF|AKT//advcl//74 undantag//NN|NEU|SIN|IND|NOM//obj//84 från//PP//case//87 anmälningsskyldigheten//NN|UTR|SIN|DEF|NOM//obl//84 för//PP//case//90 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//90 typer//NN|UTR|PLU|IND|NOM//nmod//87 av//PP//case//92 behandlingar//NN|UTR|PLU|IND|NOM//nmod//90 som//HP|-|-|-//nsubj//98 sannolikt//AB|POS//advmod//98 inte//AB//advmod//98 kommer//VB|PRS|AKT//aux//98 att//IE//mark//98 leda//VB|INF|AKT//acl:relcl//92 till//PP//case//101 otillbörligt//JJ|POS|NEU|SIN|IND|NOM//amod//101 intrång//NN|NEU|SIN|IND|NOM//obl//98 i//PP//case//105 den//DT|UTR|SIN|DEF//det//105 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//105 integriteten//NN|UTR|SIN|DEF|NOM//obl//98 .//MAD//punct//43
12.12.2 Genomförandet av EG-direktivet;Avsikten//NN|UTR|SIN|DEF|NOM//nmod//7 är//VB|PRS|AKT//cop//107 att//SN//mark//114 detta//DT|NEU|SIN|DEF//nsubj:pass//114 bemyndigande//NN|NEU|SIN|IND|NOM//acl//110 skall//VB|PRS|AKT//aux//114 kunna//VB|INF|AKT//aux//114 användas//VB|INF|SFO//csubj//107 också//AB//advmod//114 för//PP//mark//121 att//IE//mark//121 i//PP//case//120 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//120 fall//NN|NEU|PLU|IND|NOM//obl//121 föreskriva//VB|INF|AKT//advcl//114 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//124 tillåtna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//124 undantag//NN|NEU|PLU|IND|NOM//obj//121 som//HP|-|-|-//nsubj:pass//126 avses//VB|PRS|SFO//acl:relcl//124 i//PP//case//128 punkt//NN|UTR|SIN|IND|NOM//obl//126 c//NN|NEU|SIN|IND|NOM//obl//126 och//KN//cc//131 d//NN|NEU|SIN|IND|NOM//conj//126 ovan//AB//fixed//131 .//MAD//punct//107
12.12.2 Genomförandet av EG-direktivet;De//DT|UTR/NEU|PLU|DEF//det//135 behandlingar//NN|UTR|PLU|IND|NOM//nsubj:pass//153 som//HP|-|-|-//nsubj:pass//139 i//PP//advmod//139 dag//NN|UTR|SIN|IND|NOM//fixed//137 omfattas//VB|PRS|SFO//acl:relcl//135 av//PP//case//143 Datainspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//143 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//143 föreskrifter//NN|UTR|PLU|IND|NOM//obl:agent//139 eller//KN//cc//145 föreskrifter//NN|UTR|PLU|IND|NOM//conj//143 om//PP//case//149 ett//DT|NEU|SIN|IND//det//149 förenklat//PC|PRF|NEU|SIN|IND|NOM//amod//149 ansökningsförfarande//NN|NEU|SIN|IND|NOM//nmod//145 torde//VB|PRT|AKT//aux//153 exempelvis//AB//advmod//153 kunna//VB|INF|AKT//aux//153 undantas//VB|INF|SFO//parataxis//7 ,//MID//punct//153 liksom//PP//mark//156 behandlingar//NN|UTR|PLU|IND|NOM//advcl//153 som//HP|-|-|-//nsubj:pass//158 genomförs//VB|PRS|SFO//acl:relcl//156 inom//PP//case//163 ramen//NN|UTR|SIN|DEF|NOM//fixed//159 för//PP//fixed//159 ett//DT|NEU|SIN|IND//det//163 projekt//NN|NEU|SIN|IND|NOM//obl//158 som//HP|-|-|-//nsubj:pass//165 godkänts//VB|SUP|SFO//acl:relcl//163 av//PP//case//169 en//DT|UTR|SIN|IND//det//169 forskningsetisk//JJ|POS|UTR|SIN|IND|NOM//amod//169 kommitté//NN|UTR|SIN|IND|NOM//obl:agent//165 .//MID//punct//7
12.12.2 Genomförandet av EG-direktivet;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//172 exempel//NN|NEU|PLU|IND|NOM//nsubj//174 kan//VB|PRS|AKT//aux//174 vara//VB|INF|AKT//parataxis//7
12.12.2 Genomförandet av EG-direktivet;N//PM|NOM//ROOT//0  //_SP////0 framställning//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//4 korrespondens//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//0
12.12.2 Genomförandet av EG-direktivet;N//PM|NOM//ROOT//0  //_SP////0 framställning//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//4 promemorior//NN|UTR|PLU|IND|NOM//nmod//2 och//KN//cc//8 annan//JJ|POS|UTR|SIN|IND|NOM//amod//8 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 text//NN|UTR|SIN|IND|NOM//conj//4 ,//MID//punct//0
