Släpvagnskörning med B-körkort ;–//RG|NOM//punct//6 när//HA//advmod//6 kan//VB|PRS|AKT//aux//6 de//DT|UTR/NEU|PLU|DEF//det//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 EU-reglerna//NN|UTR|PLU|DEF|NOM//nsubj//6 börja//VB|INF|AKT//ROOT//6 tillämpas//VB|INF|SFO//xcomp//6 ?//MAD//punct//6
5 EU-harmonisering av körkortsbehörigheter;Provalternativet//NN|NEU|SIN|DEF|NOM//nsubj//70 är//VB|PRS|AKT//cop//70 därför//AB//advmod//70 ett//DT|NEU|SIN|IND//det//70 mer//AB|KOM//advmod//69 flexibelt//JJ|POS|NEU|SIN|IND|NOM//amod//70 system//NN|NEU|SIN|IND|NOM//parataxis//58 som//HP|-|-|-//nsubj:pass//73 kan//VB|PRS|AKT//aux//73 anpassas//VB|INF|SFO//acl:relcl//70 till//PP//case//76 de//DT|UTR/NEU|PLU|DEF//det//76 förkunskaper//NN|UTR|PLU|IND|NOM//obl//73 som//HP|-|-|-//obj//81 den//DT|UTR|SIN|DEF//det//79 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//81 kan//VB|PRS|AKT//aux//81 ha//VB|INF|AKT//acl:relcl//76 .//MAD//punct//70
5 EU-harmonisering av körkortsbehörigheter;övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 körkortsbehörigheterna//NN|UTR|PLU|DEF|NOM//appos//70 parallellt//JJ|POS|NEU|SIN|IND|NOM//advmod//86 system//NN|NEU|SIN|IND|NOM//nmod//84 med//PP//case//89 manuell//JJ|POS|UTR|SIN|IND|NOM//amod//89 inmatning//NN|UTR|SIN|IND|NOM//nmod//86 av//PP//case//91 uppgifter//NN|UTR|PLU|IND|NOM//nmod//89 från//PP//case//93 intyg//NN|NEU|SIN|IND|NOM//nmod//91 eller//KN//cc//95 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//93 .//MAD//punct//84
5 EU-harmonisering av körkortsbehörigheter;Tillgängligheten//NN|UTR|SIN|DEF|NOM//nsubj//104 till//PP//case//100 Vägverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//100 datasystem//NN|NEU|SIN|IND|NOM//nmod//97 är//VB|PRS|AKT//cop//104 av//PP//case//103 säkerhetsskäl//NN|NEU|PLU|IND|NOM//dep//104 förbehållen//PC|PRF|UTR|SIN|IND|NOM//conj//58 de//DT|UTR/NEU|PLU|DEF//det//106 provförrättare//NN|UTR|PLU|IND|NOM//obj//104 som//HP|-|-|-//obj//110 Vägverket//NN|NEU|SIN|DEF|NOM//nsubj//110 har//VB|PRS|AKT//aux//110 förordnat//VB|SUP|AKT//acl:relcl//106 .//MAD//punct//104
5 EU-harmonisering av körkortsbehörigheter;Praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 skäl//NN|NEU|PLU|IND|NOM//nsubj//116 och//KN//cc//115 effektivitetsskäl//NN|NEU|PLU|IND|NOM//conj//113 talar//VB|PRS|AKT//conj//104 för//PP//mark//128 att//SN//mark//128 ett//DT|NEU|SIN|IND//det//120 körprov//NN|NEU|SIN|IND|NOM//nsubj:pass//128 ,//MID//punct//120 om//SN//mark//125 den//DT|UTR|SIN|DEF//det//124 modellen//NN|UTR|SIN|DEF|NOM//nsubj:pass//125 väljs//VB|PRS|SFO//advcl//120 ,//MID//punct//120 skall//VB|PRS|AKT//aux//128 utföras//VB|INF|SFO//advcl//116 av//PP//case//130 Vägverket//PM|NOM//obl:agent//128 .//MAD//punct//34
5 EU-harmonisering av körkortsbehörigheter;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 1//RG|NOM//nummod//0

5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 30//RG|NOM//nummod//5 november//NN|UTR|SIN|IND|NOM//obl//0 2006//RG|NOM//nummod//5
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Sammanfattning//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//2 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//0
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj//4 skall//VB|PRS|AKT//aux//4 göra//VB|INF|AKT//ROOT//4 en//DT|UTR|SIN|IND//det//6 översyn//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//8 körkortsförfattningarna//NN|UTR|PLU|DEF|NOM//nmod//6 och//KN//cc//11 med//PP//case//11 dem//PN|UTR/NEU|PLU|DEF|OBJ//conj//8 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 författningar//NN|UTR|PLU|IND|NOM//conj//8 .//MAD//punct//4
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Reglerna//NN|UTR|PLU|DEF|NOM//nsubj//19 på//PP//case//18 detta//DT|NEU|SIN|DEF//det//18 område//NN|NEU|SIN|IND|NOM//nmod//15 berör//VB|PRS|AKT//parataxis//4 allmänheten//NN|UTR|SIN|DEF|NOM//obj//19 i//PP//case//23 stor//JJ|POS|UTR|SIN|IND|NOM//amod//23 utsträckning//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//28 bör//VB|PRS|AKT//aux//28 därför//AB//advmod//28 vara//VB|INF|AKT//cop//28 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//19 och//KN//cc//30 lättöverskådliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//28 .//MAD//punct//19
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;De//DT|UTR/NEU|PLU|DEF//det//33 begrepp//NN|NEU|PLU|IND|NOM//nsubj//40 och//KN//cc//35 definitioner//NN|UTR|PLU|IND|NOM//conj//33 som//HP|-|-|-//nsubj:pass//37 används//VB|PRS|SFO//acl:relcl//35 bör//VB|PRS|AKT//aux//40 vara//VB|INF|AKT//cop//40 enhetliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//19 .//MAD//punct//19
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//45 skall//VB|PRS|AKT//aux//45 särskilt//AB//advmod//45 uppmärksamma//VB|INF|AKT//conj//19 vilka//HD|UTR/NEU|PLU|IND//det//47 möjligheter//NN|UTR|PLU|IND|NOM//dislocated//49 som//HP|-|-|-//nsubj//49 finns//VB|PRS|SFO//ccomp//45 att//IE//mark//51 förenkla//VB|INF|AKT//xcomp//49 ,//MID//punct//53 förtydliga//VB|INF|AKT//conj//51 och//KN//cc//55 samordna//VB|INF|AKT//conj//51 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//55 på//PP//case//58 området//NN|NEU|SIN|DEF|NOM//obl//55 .//MID//punct//45
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Regler//NN|UTR|PLU|IND|NOM//parataxis//45 som//HP|-|-|-//nsubj//64 kan//VB|PRS|AKT//aux//64 vara//VB|INF|AKT//cop//64 krångliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//60 och//KN//cc//66 svårtillämpade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//64 för//PP//case//68 allmänhet//NN|UTR|SIN|IND|NOM//obl//66 och//KN//cc//70 myndigheter//NN|UTR|PLU|IND|NOM//conj//68 bör//VB|PRS|AKT//aux//76 så//AB//advmod//73 långt//AB|POS//advmod//76 som//KN//mark//75 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//76 undvikas//VB|INF|SFO//conj//64 .//MAD//punct//45
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 också//AB//advmod//3 analysera//VB|INF|AKT//ROOT//3 hur//HA//advmod//5 EG//PM|NOM//obj//3 ://MID//punct//5 s//PM|GEN//advmod//28 direktiv//NN|NEU|SIN|IND|NOM//fixed//7 om//PP//case//10 ändring//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//13 direktiv//NN|NEU|PLU|IND|NOM//amod//13 91/439//RG|NOM//nmod//10 ///MID//cc//15 EEG//NN|AN//conj//10 av//PP//case//19 den//DT|UTR|SIN|DEF//det//19 29//RG|NOM//nummod//19 juli//NN|UTR|SIN|IND|NOM//nmod//10 1991//RG|NOM//nummod//19 om//PP//case//22 körkort//NN|NEU|SIN|IND|NOM//nmod//10 (//PAD//punct//25 tredje//RO|NOM//amod//25 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//appos//22 )//PAD//punct//7 skall//VB|PRS|AKT//aux//28 genomföras//VB|INF|SFO//parataxis//5 i//PP//case//31 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//31 rätt//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//28
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Genom//PP//case//34 direktivet//NN|NEU|SIN|DEF|NOM//obl//35 införs//VB|PRS|SFO//conj//3 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 körkortskategorier//NN|UTR|PLU|IND|NOM//nsubj:pass//35 för//PP//case//39 mopeder//NN|UTR|PLU|IND|NOM//obl//35 (//PAD//punct//39 AM//PM|NOM//appos//39 )//PAD//punct//39 ,//MID//punct//45 för//PP//case//45 lastbilar//NN|UTR|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//47 väger//VB|PRS|AKT//acl:relcl//45 högst//AB|SUV//advmod//49 7//RG|NOM//nummod//50 500//RG|NOM//nummod//51 kg//NN|AN//obj//47 (//PAD//punct//51 C1//NN|AN//appos//51 )//PAD//punct//51 och//KN//cc//57 för//PP//case//57 bussar//NN|UTR|PLU|IND|NOM//conj//45 för//PP//case//61 maximalt//AB|POS//advmod//60 16//RG|NOM//nummod//61 passagerare//NN|UTR|PLU|IND|NOM//nmod//57 (//PAD//punct//61 D1//PM|NOM//appos//61 )//PAD//punct//61 .//MAD//punct//3
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Vidare//AB|KOM//advmod//67 införs//VB|PRS|SFO//conj//3 bland//PP//case//71 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//68 en//DT|UTR|SIN|IND//det//71 möjlighet//NN|UTR|SIN|IND|NOM//obl//67 att//IE//mark//73 använda//VB|INF|AKT//acl//71 microchip//NN|NEU|PLU|IND|NOM//obj//73 på//PP//case//76 körkorten//NN|NEU|PLU|DEF|NOM//obl//73 ,//MID//punct//81 den//DT|UTR|SIN|DEF//det//81 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//81 tillåtna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//81 totalvikten//NN|UTR|SIN|DEF|NOM//appos//71 för//PP//mark//86 att//IE//mark//86 med//PP//case//85 B-körkort//NN|NEU|SIN|IND|NOM//obl//86 köra//VB|INF|AKT//acl//81 dragbil//NN|UTR|SIN|IND|NOM//obj//86 och//KN//cc//89 släp//NN|NEU|SIN|IND|NOM//conj//87 höjs//VB|PRS|SFO//advcl//67 och//KN//cc//93 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//93 görs//VB|PRS|SFO//conj//67 ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//93 av//PP//case//96 utbytestiden//NN|NEU|PLU|DEF|NOM//nmod//94 för//PP//case//98 körkort//NN|NEU|SIN|IND|NOM//obl//93 med//PP//case//101 behörighet//NN|UTR|SIN|IND|NOM//nmod//101 C//PM|NOM//obl//93 och//KN//cc//103 D.//PM|NOM//conj//101 Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//105 görs//VB|PRS|SFO//conj//67 också//AB//advmod//105 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//105 av//PP//case//111 körkortskategorier//NN|UTR|PLU|IND|NOM//nmod//109 och//KN//cc//113 behörighetskrav//NN|NEU|PLU|IND|NOM//conj//111 i//PP//case//115 syfte//NN|NEU|SIN|IND|NOM//nmod//113 att//IE//mark//117 öka//VB|INF|AKT//acl//109 trafiksäkerheten//NN|UTR|SIN|DEF|NOM//obj//117 .//MAD//punct//67
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;I//PP//case//1 uppdraget//NN|NEU|SIN|DEF|NOM//obl//2 ingår//VB|PRS|AKT//ROOT//2 att//IE//mark//4 utreda//VB|INF|AKT//xcomp//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 frågor//NN|UTR|PLU|IND|NOM//obj//4 om//PP//case//8 förnyelse//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 utbyte//NN|NEU|SIN|IND|NOM//conj//8 av//PP//case//12 körkort//NN|NEU|SIN|IND|NOM//nmod//10 samt//KN//cc//15 att//IE//mark//15 analysera//VB|INF|AKT//conj//2 förslag//NN|NEU|PLU|IND|NOM//obj//15 till//PP//case//18 förändringar//NN|UTR|PLU|IND|NOM//nmod//16 av//PP//case//20 reglerna//NN|UTR|PLU|DEF|NOM//nmod//18 för//PP//case//23 nyblivna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 förare//NN|UTR|PLU|IND|NOM//nmod//20 under//PP//case//25 prövotiden//NN|UTR|SIN|DEF|NOM//obl//15 .//MAD//punct//2
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//30 skall//VB|PRS|AKT//aux//30 också//AB//advmod//30 se//VB|INF|AKT//parataxis//2 över//PL//compound:prt//30 systemet//NN|NEU|SIN|DEF|NOM//obj//30 med//PP//case//35 läkares//NN|UTR|SIN|IND|GEN//nmod:poss//35 anmälningsplikt//NN|UTR|SIN|IND|NOM//nmod//32 .//MAD//punct//30
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Vidare//AB|KOM//advmod//40 skall//VB|PRS|AKT//aux//40 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//40 analysera//VB|INF|AKT//parataxis//30 hur//HA//advmod//53 författningsändringarna//NN|UTR|PLU|DEF|NOM//nsubj//53 med//PP//case//44 anledning//NN|UTR|SIN|IND|NOM//nmod//42 av//PP//case//48 det//DT|NEU|SIN|DEF//det//48 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 yrkesförardirektivet//NN|NEU|SIN|DEF|NOM//nmod//44 och//KN//cc//53 det//DT|NEU|SIN|DEF//det//52 tredje//RO|NOM//amod//52 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//53 påverkar//VB|PRS|AKT//ccomp//40 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obj//53 .//MAD//punct//30
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 slutligen//AB//advmod//3 utarbeta//VB|INF|AKT//ROOT//3 de//DT|UTR/NEU|PLU|DEF//det//5 författningsförslag//NN|NEU|PLU|IND|NOM//obj//3 ,//MID//punct//5 med//PP//case//8 övergångsbestämmelser//NN|UTR|PLU|IND|NOM//obl//3 ,//MID//punct//8 som//HP|-|-|-//nsubj:pass//11 behövs//VB|PRS|SFO//acl:relcl//8 .//MAD//punct//3
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 skall//VB|PRS|AKT//aux//2 redovisas//VB|INF|SFO//ROOT//2 senast//AB|SUV//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 maj//NN|UTR|SIN|IND|NOM//obl//2 2008//RG|NOM//nummod//6 .//MAD//punct//2
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Den//DT|UTR|SIN|DEF//det//10 del//NN|UTR|SIN|IND|NOM//nsubj:pass//35 av//PP//case//12 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//10 som//HP|-|-|-//nsubj//14 avser//VB|PRS|AKT//acl:relcl//12 förändringar//NN|UTR|PLU|IND|NOM//obj//14 av//PP//case//20 den//DT|UTR|SIN|DEF//det//20 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 tillåtna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//20 totalvikten//NN|UTR|SIN|DEF|NOM//nmod//15 för//PP//mark//23 att//IE//mark//23 dra//VB|INF|AKT//acl//20 fordonskombinationer//NN|UTR|PLU|IND|NOM//obj//23 (//PAD//punct//24 dragbil//NN|UTR|SIN|IND|NOM//conj//24 och//KN//cc//28 släp//NN|NEU|SIN|IND|NOM//conj//26 )//PAD//punct//24 med//PP//case//31 körkortsbehörighet//NN|UTR|SIN|IND|NOM//nmod//32 B//NN|NEU|SIN|IND|NOM//obl//23 skall//VB|PRS|AKT//aux//35 dock//AB//advmod//35 redovisas//VB|INF|SFO//parataxis//2 senast//AB|SUV//case//39 den//DT|UTR|SIN|DEF//det//39 1//RO|NOM//nummod//39 maj//NN|UTR|SIN|IND|NOM//obl//35 2007//RG|NOM//nummod//39 .//MAD//punct//2
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Bakgrund//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 behovet//NN|NEU|SIN|DEF|NOM//conj//0 av//PP//case//5 en//DT|UTR|SIN|IND//det//5 utredning//NN|UTR|SIN|IND|NOM//nmod//2
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Behov//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//4 en//DT|UTR|SIN|IND//det//4 generell//JJ|POS|UTR|SIN|IND|NOM//amod//4 översyn//NN|UTR|SIN|IND|NOM//nmod//0
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//5 om//PP//case//2 körkort//NN|NEU|SIN|IND|NOM//nmod//0 och//KN//cc//4 förarbevis//NN|NEU|SIN|IND|NOM//conj//2 finns//VB|PRS|SFO//ROOT//5 huvudsakligen//AB//advmod//5 i//PP//case//8 körkortslagen//NN|UTR|SIN|DEF|NOM//obl//5 (//PAD//punct//10 1998:488//RG|NOM//appos//8 )//PAD//punct//10 ,//MID//punct//13 körkortsförordningen//NN|UTR|SIN|DEF|NOM//conj//8 (//PAD//punct//13 1998:980//RG|NOM//nummod//13 )//PAD//punct//13 ,//MID//punct//18 lagen//NN|UTR|SIN|DEF|NOM//conj//8 (//PAD//punct//20 1999:877//RG|NOM//nmod//18 )//PAD//punct//20 om//PP//case//23 förarbevis//NN|NEU|SIN|IND|NOM//obl//5 för//PP//case//25 moped//NN|UTR|SIN|IND|NOM//nmod//23 klass//NN|UTR|SIN|IND|NOM//obj//23 I//PP//nummod//23 och//KN//cc//30 för//PP//case//30 terrängskoter//NN|UTR|SIN|IND|NOM//conj//23 och//KN//cc//32 förordningen//NN|UTR|SIN|DEF|NOM//conj//30 (//PAD//punct//34 1999:991//RG|NOM//nmod//32 )//PAD//punct//34 om//PP//case//37 förarbevis//NN|NEU|SIN|IND|NOM//conj//23 för//PP//case//39 moped//NN|UTR|SIN|IND|NOM//nmod//40 klass//NN|UTR|SIN|IND|NOM//nmod//37 I//PP//case//44 och//KN//fixed//41 för//PP//fixed//41 terrängskoter//NN|UTR|PLU|IND|NOM//obl//37 .//MAD//punct//5
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Vägverket//NN|NEU|SIN|DEF|NOM//nsubj//47 har//VB|PRS|AKT//parataxis//5 med//PP//case//49 stöd//NN|NEU|SIN|IND|NOM//obl//47 av//PP//case//52 dessa//DT|UTR/NEU|PLU|DEF//det//52 författningar//NN|UTR|PLU|IND|NOM//nmod//49 utfärdat//VB|SUP|AKT//advcl//47 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 föreskrifter//NN|UTR|PLU|IND|NOM//obj//53 .//MAD//punct//47
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;En//DT|UTR|SIN|IND//det//58 rad//NN|UTR|SIN|IND|NOM//nmod//60 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 författningar//NN|UTR|PLU|IND|NOM//nsubj//61 handlar//VB|PRS|AKT//parataxis//47 också//AB//advmod//61 om//PP//compound:prt//61 eller//KN//cc//65 har//VB|PRS|AKT//conj//61 samband//NN|NEU|SIN|IND|NOM//obj//65 med//PP//case//68 körkortsfrågor//NN|UTR|PLU|IND|NOM//obl//65 .//MAD//punct//47
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 tillämpningsproblem//NN|NEU|PLU|IND|NOM//nsubj//73 har//VB|PRS|AKT//aux//73 uppstått//VB|SUP|AKT//parataxis//47 sedan//SN//mark//76 körkortslagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//76 tillkom//VB|PRT|AKT//advcl//73 och//KN//cc//79 de//DT|UTR/NEU|PLU|DEF//det//79 ändringar//NN|UTR|PLU|IND|NOM//conj//76 och//KN//cc//81 tillägg//NN|NEU|PLU|IND|NOM//conj//76 som//HP|-|-|-//nsubj:pass//84 har//VB|PRS|AKT//aux//84 gjorts//VB|SUP|SFO//acl:relcl//81 sedan//PP//mark//89 dess//AB//nsubj//89 har//VB|PRS|AKT//aux//89 också//AB//advmod//89 medfört//VB|SUP|AKT//advcl//84 ett//DT|NEU|SIN|IND//det//91 behov//NN|NEU|SIN|IND|NOM//obj//89 av//PP//mark//94 att//IE//mark//94 se//VB|INF|AKT//acl//91 över//PL//case//96 körkortslagstiftningen//NN|UTR|SIN|DEF|NOM//obl//94 och//KN//cc//98 författningar//NN|UTR|PLU|IND|NOM//conj//96 som//HP|-|-|-//nsubj//100 berör//VB|PRS|AKT//acl:relcl//98 körkortsfrågor//NN|UTR|PLU|IND|NOM//obj//100 generellt//AB|POS//advmod//100 .//MAD//punct//47
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Vidare//AB|KOM//advmod//105 finns//VB|PRS|SFO//parataxis//47 behov//NN|NEU|SIN|IND|NOM//nsubj//105 av//PP//mark//109 att//IE//mark//109 harmonisera//VB|INF|AKT//acl//106 den//DT|UTR|SIN|DEF//det//111 terminologi//NN|UTR|SIN|IND|NOM//obj//109 och//KN//cc//114 de//DT|UTR/NEU|PLU|DEF//det//114 definitioner//NN|UTR|PLU|IND|NOM//conj//111 som//HP|-|-|-//nsubj:pass//116 används//VB|PRS|SFO//acl:relcl//114 på//PP//case//118 området//NN|NEU|SIN|DEF|NOM//obl//116 .//MAD//punct//47
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Även//AB//advmod//2 de//DT|UTR/NEU|PLU|DEF//det//2 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//7 som//HP|-|-|-//nsubj//4 avser//VB|PRS|AKT//acl:relcl//2 trafikskolor//NN|UTR|PLU|IND|NOM//obj//4 behöver//VB|PRS|AKT//aux//7 ses//VB|INF|SFO//ROOT//7 över//PL//compound:prt//7 i//PP//case//11 detta//DT|NEU|SIN|DEF//det//11 sammanhang//NN|NEU|SIN|IND|NOM//obl//7 .//MAD//punct//7
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Anpassning//NN|UTR|SIN|IND|NOM//ROOT//0 till//PP//case//2 EG-direktivet//NN|NEU|SIN|DEF|NOM//nmod//0 om//PP//case//4 körkort//NN|NEU|SIN|IND|NOM//nmod//2
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;En//DT|UTR|SIN|IND//det//1 överenskommelse//NN|UTR|SIN|IND|NOM//nsubj:pass//26 om//PP//case//4 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 förslag//NN|NEU|SIN|IND|NOM//nmod//1 till//PP//case//6 EG-direktiv//NN|NEU|SIN|IND|NOM//nmod//4 om//PP//case//8 ändring//NN|UTR|SIN|IND|NOM//nmod//4 i//PP//case//12 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//12 direktiv//NN|NEU|SIN|IND|NOM//amod//12 91/439//RG|NOM//nmod//8 ///MID//cc//14 EEG//NN|AN//conj//12 om//SN//mark//17 körkort//NN|NEU|SIN|IND|NOM//nsubj:pass//17 nåddes//VB|PRT|SFO//acl:relcl//1 vid//PP//case//19 ministerrådet//NN|NEU|SIN|DEF|NOM//obl//17 den//DT|UTR|SIN|DEF//det//22 27//RG|NOM//nummod//22 mars//NN|UTR|SIN|IND|NOM//obl//17 2006//RG|NOM//nummod//22 .//MAD//punct//1
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Europaparlamentet//NN|NEU|SIN|DEF|NOM//nsubj:pass//26 förväntas//VB|PRS|SFO//ROOT//26 inom//PP//advmod//29 kort//AB//fixed//27 anta//VB|INF|AKT//advcl//26 direktivet//NN|NEU|SIN|DEF|NOM//obj//29 och//KN//cc//33 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//33 beräknas//VB|PRS|SFO//conj//26 kunna//VB|INF|AKT//aux//35 träda//VB|INF|AKT//xcomp//33 i//PP//compound:prt//35 kraft//NN|UTR|SIN|IND|NOM//obj//35 i//PP//case//39 slutet//NN|NEU|SIN|DEF|NOM//obl//35 av//PP//case//41 2006//RG|NOM//nmod//39 .//MAD//punct//26
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Därefter//AB//advmod//48 skall//VB|PRS|AKT//aux//48 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//48 i//PP//case//47 EG-direktivet//NN|NEU|SIN|DEF|NOM//nmod//45 införlivas//VB|PRS|SFO//parataxis//26 i//PP//case//52 de//DT|UTR/NEU|PLU|DEF//det//52 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 rättsordningarna//NN|UTR|PLU|DEF|NOM//obl//48 inom//PP//case//55 sex//RG|NOM//nummod//55 år//NN|NEU|PLU|IND|NOM//nmod//52 .//MAD//punct//26
5 EU-harmonisering av körkortsbehörigheter / Kommittédirektiv;Det//DT|NEU|SIN|DEF//det//2 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//3 innehåller//VB|PRS|AKT//ROOT//3 regler//NN|UTR|PLU|IND|NOM//obj//3 för//PP//mark//7 att//IE//mark//7 underlätta//VB|INF|AKT//advcl//3 den//DT|UTR|SIN|DEF//det//10 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 rörligheten//NN|UTR|SIN|DEF|NOM//obj//7 för//PP//case//12 fordonsförare//NN|UTR|PLU|IND|NOM//nmod//10 inom//PP//case//14 EU//PM|NOM//nmod//12 ,//MID//punct//16 stärka//VB|INF|AKT//conj//3 trafiksäkerheten//NN|UTR|SIN|DEF|NOM//obj//16 och//KN//cc//19 förhindra//VB|INF|AKT//conj//3 bedrägerier//NN|UTR|PLU|IND|NOM//obj//19 .//MAD//punct//3
