Etik och demokratisk statskonst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 15//RG|NOM//ROOT//3
3. Om koder och komplikationer;Sålunda//AB//advmod//146 avvisade//VB|PRT|AKT//parataxis//130 han//PN|UTR|SIN|DEF|SUB//nsubj//146 tanken//NN|UTR|SIN|DEF|NOM//obj//146 på//PP//case//150 existensen//NN|UTR|SIN|DEF|NOM//nmod//148 i//PP//case//153 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//153 tid//NN|UTR|SIN|IND|NOM//nmod//150 av//PP//case//159 en//DT|UTR|SIN|IND//det//159 mellanstatlig//JJ|POS|UTR|SIN|IND|NOM//amod//159 eller//KN//cc//158 internationell//JJ|POS|UTR|SIN|IND|NOM//conj//156 rätt//NN|UTR|SIN|IND|NOM//nmod//153 .//MAD//punct//130
3. Om koder och komplikationer;Det//DT|NEU|SIN|DEF//det//162 rättsmedvetande//NN|NEU|SIN|IND|NOM//nsubj//169 som//HP|-|-|-//nsubj//164 finns//VB|PRS|SFO//acl:relcl//162 utanför//PP//case//167 domstolars//NN|UTR|PLU|IND|GEN//nmod:poss//167 utslag//NN|NEU|SIN|IND|NOM//obl//164 är//VB|PRS|AKT//cop//169 irrelevant//JJ|POS|UTR|SIN|IND|NOM//parataxis//130 .//MAD//punct//169
3. Om koder och komplikationer;Idén//NN|UTR|SIN|DEF|NOM//mark//174 att//SN//mark//174 människor//NN|UTR|PLU|IND|NOM//nsubj//174 har//VB|PRS|AKT//advcl//169 rättigheter//NN|UTR|PLU|IND|NOM//obj//174 har//VB|PRS|AKT//aux//178 bara//AB//advmod//178 lett//VB|SUP|AKT//conj//130 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//178 till//PP//case//181 fanatism//NN|UTR|SIN|IND|NOM//obl//178 och//KN//cc//183 olycka//NN|UTR|SIN|IND|NOM//conj//181 ,//MID//punct//185 menade//VB|PRT|AKT//conj//130 Lundstedt//PM|NOM//nsubj//185 .//MAD//punct//130
3. Om koder och komplikationer;Uppsalaskolan//NN|UTR|SIN|DEF|NOM//nsubj//1 rensade//VB|PRT|AKT//ROOT//1 upp//PL//compound:prt//1 i//PP//case//5 ett//DT|NEU|SIN|IND//det//5 träsk//NN|NEU|SIN|IND|NOM//obl//1 av//PP//case//8 tysk//JJ|POS|UTR|SIN|IND|NOM//amod//8 romantik//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//11 grumlig//JJ|POS|UTR|SIN|IND|NOM//amod//11 konservatism//NN|UTR|SIN|IND|NOM//conj//8 i//PP//case//14 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 rättsväsende//NN|NEU|SIN|IND|NOM//nmod//11 .//MID//punct//1
3. Om koder och komplikationer;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 var//VB|PRT|AKT//cop//18 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//1 .//MID//punct//18
3. Om koder och komplikationer;Men//KN//cc//22 kuren//NN|UTR|SIN|DEF|NOM//nsubj//22 blev//VB|PRT|AKT//conj//18 för//AB//advmod//24 stark//JJ|POS|UTR|SIN|IND|NOM//xcomp//22 för//PP//case//26 patienten//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//22
3. Om koder och komplikationer;Avklädda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//22 och//KN//cc//31 nakna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//31 förlorade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//28 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 rättslärda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//34 självförtroendet//NN|NEU|SIN|DEF|NOM//obj//31 .//MID//punct//22
3. Om koder och komplikationer;Om//SN//mark//40 Justitsias//PM|GEN//nmod:poss//38 ideal//NN|NEU|PLU|IND|NOM//nsubj//40 var//VB|PRT|AKT//cop//40 vidskepelse//NN|UTR|SIN|IND|NOM//advcl//22 och//KN//cc//42 metafysik//NN|UTR|SIN|IND|NOM//conj//40 ,//MID//punct//44 fanns//VB|PRT|SFO//conj//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 då//AB//advmod//44 någon//DT|UTR|SIN|IND//det//49 fast//JJ|POS|UTR|SIN|IND|NOM//amod//49 mark//NN|UTR|SIN|IND|NOM//nsubj//44 för//PP//case//51 jurister//NN|UTR|PLU|IND|NOM//obl//44 ?//MID//punct//44
3. Om koder och komplikationer;Träsket//PM|NOM//nsubj:pass//56 hade//VB|PRT|AKT//aux//56 inte//AB//advmod//56 rensats//VB|SUP|SFO//conj//1 och//KN//cc//58 torrlagts//VB|SUP|SFO//conj//56 ,//MID//punct//62 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//62 hade//VB|PRT|AKT//aux//62 rensats//VB|SUP|SFO//conj//56 och//KN//cc//64 översköljts//VB|SUP|SFO//conj//62 av//PP//case//67 en//DT|UTR|SIN|IND//det//67 sjö//NN|UTR|SIN|IND|NOM//obl:agent//64 utan//PP//case//69 botten//NN|UTR|SIN|IND|NOM//nmod//67 för//PP//case//71 juristerna//NN|UTR|PLU|DEF|NOM//nmod//69 att//IE//mark//73 stå//VB|INF|AKT//xcomp//64 på//PP//case//73 .//MID//punct//1
3. Om koder och komplikationer;Visst//AB//advmod//1 kunde//VB|PRT|AKT//advcl//1 man//PN|UTR|SIN|IND|SUB//nsubj//77 som//KN//nsubj//81 förr//AB//advmod//81 tjäna//VB|INF|AKT//acl:relcl//78 staten//NN|UTR|SIN|DEF|NOM//obj//81 eller//KN//cc//84 kapitalet//NN|NEU|SIN|DEF|NOM//conj//82 .//MAD//punct//1
3. Om koder och komplikationer;Men//KN//cc//88 man//PN|UTR|SIN|IND|SUB//nsubj//88 hade//VB|PRT|AKT//conj//1 efter//PP//case//90 Hägerström//PM|NOM//obl//88 inga//DT|UTR/NEU|PLU|IND//det//93 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 värderingar//NN|UTR|PLU|IND|NOM//obj//88 att//IE//mark//95 försvara//VB|INF|AKT//xcomp//88 –//RG|NOM//punct//88 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//98 var//VB|PRT|AKT//cop//100 ju//AB//advmod//100 metafysik//NN|UTR|SIN|IND|NOM//parataxis//88 –//RG|NOM//punct//100 och//KN//cc//104 därför//AB//advmod//104 återstod//VB|PRT|AKT//conj//88 endast//AB//advmod//104 att//IE//mark//109 vara//VB|INF|AKT//cop//109 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//109 konsult//NN|UTR|SIN|IND|NOM//xcomp//104 .//MAD//punct//88
3. Om koder och komplikationer;Så//AB//advmod//112 blev//VB|PRT|AKT//conj//1 rätten//NN|UTR|SIN|DEF|NOM//nsubj//112 i//PP//case//115 Sverige//PM|NOM//nmod//113 reducerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//112 till//PP//case//119 ett//DT|NEU|SIN|IND//det//119 instrument//NN|NEU|SIN|IND|NOM//obl//116 för//PP//case//121 beslutsfattare//NN|UTR|PLU|IND|NOM//nmod//119 .//MAD//punct//1
3. Om koder och komplikationer;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//124 går//VB|PRS|AKT//conj//1 en//DT|UTR|SIN|IND//det//128 ganska//AB//advmod//127 rak//JJ|POS|UTR|SIN|IND|NOM//amod//128 linje//NN|UTR|SIN|IND|NOM//nsubj//124 från//PP//case//131 Lundstedts//PM|GEN//nmod:poss//131 skrivningar//NN|UTR|PLU|IND|NOM//nmod//128 till//PP//case//136 1970-talets//NN|NEU|SIN|DEF|GEN//nmod:poss//136 välartikulerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//136 socialdemokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//136 formuleringar//NN|UTR|PLU|IND|NOM//obl//124 av//PP//case//138 Carl//PM|NOM//nmod//136 Lidbom//PM|NOM//flat:name//138 att//SN//mark//148 lagen//NN|UTR|SIN|DEF|NOM//nsubj//148 rätt//AB//advmod//148 och//KN//cc//144 slätt//AB|POS//conj//142 är//VB|PRS|AKT//cop//148 ett//DT|NEU|SIN|IND//det//148 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//148 verktyg//NN|NEU|SIN|IND|NOM//acl//136 .//MAD//punct//1
3. Om koder och komplikationer;I//PP//case//1 Wien//PM|NOM//obl//3 i//PP//case//3 Österrike//PM|NOM//obl//9 och//KN//cc//6 i//PP//case//6 Cambridge//PM|NOM//conj//3 i//PP//case//8 England//PM|NOM//nmod//6 fanns//VB|PRT|SFO//ROOT//9 liksom//AB//advmod//13 i//PP//case//13 Uppsala//PM|GEN//nmod//13 filosofer//NN|UTR|PLU|IND|NOM//obl//9 som//HP|-|-|-//nsubj//15 punkterade//VB|PRT|AKT//acl:relcl//13 de//DT|UTR/NEU|PLU|DEF//det//18 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 omdömenas//NN|UTR|PLU|DEF|GEN//nmod:poss//19 pretentioner//NN|UTR|PLU|IND|NOM//obj//15 och//KN//cc//21 nationalromantisk//JJ|POS|UTR|SIN|IND|NOM//conj//19 och//KN//cc//23 naturrättslig//JJ|POS|UTR|SIN|IND|NOM//conj//19 juridik//NN|UTR|SIN|IND|NOM//conj//19 .//MAD//punct//9
3. Om koder och komplikationer;Men//KN//cc//28 därmed//AB//advmod//28 förlorade//VB|PRT|AKT//conj//9 inte//AB//advmod//28 de//DT|UTR/NEU|PLU|DEF//det//32 rättslärda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//32 självförtroendet//NN|NEU|SIN|DEF|NOM//obj//28 och//KN//cc//34 traditionen//NN|UTR|SIN|DEF|NOM//conj//32 att//IE//mark//36 upprätthålla//VB|INF|AKT//advcl//28 rätten//NN|UTR|SIN|DEF|NOM//obj//36 som//KN//mark//42 en//DT|UTR|SIN|IND//det//42 helt//AB|POS//advmod//41 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//42 kraft//NN|UTR|SIN|IND|NOM//nmod//37 i//PP//case//44 samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//nmod//42 .//MID//punct//28
3. Om koder och komplikationer;Alfred//PM|NOM//parataxis//28 Verdross//PM|NOM//flat//46 ,//MID//punct//46 som//HP|-|-|-//obj//51 vi//PN|UTR|PLU|DEF|SUB//nsubj//51 använt//VB|SUP|AKT//acl:relcl//46 som//KN//mark//53 exempel//NN|NEU|SIN|IND|NOM//xcomp//51 ,//MID//punct//55 hade//VB|PRT|AKT//conj//9 inga//DT|UTR/NEU|PLU|IND//det//58 filosofiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 svårigheter//NN|UTR|PLU|IND|NOM//obj//55 att//IE//mark//60 hävda//VB|INF|AKT//acl//58 att//SN//mark//65 ett//DT|NEU|SIN|IND//det//63 samhälle//NN|NEU|SIN|IND|NOM//nsubj//65 måste//VB|PRS|AKT//aux//65 erkänna//VB|INF|AKT//ccomp//60 hos//PP//case//68 varje//DT|UTR/NEU|SIN|IND//det//68 individ//NN|UTR|SIN|IND|NOM//obl//65 en//DT|UTR|SIN|IND//det//70 sfär//NN|UTR|SIN|IND|NOM//obj//65 i//PP//case//72 vilken//HP|UTR|SIN|IND//obl//74 man//PN|UTR|SIN|IND|SUB//nsubj//74 handlar//VB|PRS|AKT//acl:relcl//70 som//KN//case//80 en//DT|UTR|SIN|IND//det//80 fri//JJ|POS|UTR|SIN|IND|NOM//amod//80 och//KN//cc//79 ansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//77 person//NN|UTR|SIN|IND|NOM//obl//74 .//MAD//punct//9
3. Om koder och komplikationer;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 skulle//VB|PRT|AKT//aux//3 gärna//AB|POS//advmod//3 se//VB|INF|AKT//ROOT//3 att//SN//mark//6 rätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 återupprättas//VB|PRS|SFO//ccomp//3 som//KN//case//10 en//DT|UTR|SIN|IND//det//10 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//10 kraft//NN|UTR|SIN|IND|NOM//obl//6 i//PP//case//14 den//DT|UTR|SIN|DEF//det//14 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//3
3. Om koder och komplikationer;Vi//PN|UTR|PLU|DEF|SUB//nsubj//17 behöver//VB|PRS|AKT//parataxis//3 en//DT|UTR|SIN|IND//det//23 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//23 ,//MID//punct//19 mer//AB|KOM//advmod//22 kämpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 juridik//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//17
3. Om koder och komplikationer;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//26 behövs//VB|PRS|SFO//parataxis//17 för//PP//case//28 skyddet//NN|NEU|SIN|DEF|NOM//obl//26 av//PP//case//31 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//31 frihet//NN|UTR|SIN|IND|NOM//nmod//28 och//KN//cc//33 rättigheter//NN|UTR|PLU|IND|NOM//conj//31 .//MAD//punct//17
3. Om koder och komplikationer;Vi//PN|UTR|PLU|DEF|SUB//nsubj//36 behöver//VB|PRS|AKT//parataxis//17 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//36 i//PP//case//39 värnet//NN|NEU|SIN|DEF|NOM//obl//36 om//PP//case//41 miljön//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//17
3. Om koder och komplikationer;Vi//PN|UTR|PLU|DEF|SUB//nsubj//44 behöver//VB|PRS|AKT//parataxis//17 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//44 när//HA//mark//48 skattemyndigheter//NN|UTR|PLU|IND|NOM//nsubj//48 överväldigar//VB|PRS|AKT//advcl//44 medborgare//NN|UTR|PLU|IND|NOM//obj//48 .//MAD//punct//44
3. Om koder och komplikationer;Vi//PN|UTR|PLU|DEF|SUB//nsubj//52 behöver//VB|PRS|AKT//parataxis//44 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//52 för//PP//mark//59 att//SN//mark//59 mänsklig//JJ|POS|UTR|SIN|IND|NOM//amod//57 värdighet//NN|UTR|SIN|IND|NOM//nsubj//59 skall//VB|PRS|AKT//aux//59 styra//VB|INF|AKT//advcl//52 vår//PS|UTR|SIN|DEF//nmod:poss//61 behandling//NN|UTR|SIN|IND|NOM//obj//59 av//PP//case//63 varandra//PN|UTR/NEU|PLU|DEF|OBJ//nmod//61 ,//MID//punct//68 inte//AB//advmod//68 minst//AB|SUV//advmod//68 av//PP//case//68 barn//NN|NEU|PLU|IND|NOM//obl//59 ,//MID//punct//70 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//68 ,//MID//punct//72 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//68 ,//MID//punct//75 och//KN//cc//75 invandrare//NN|UTR|PLU|IND|NOM//conj//68 .//MAD//punct//52
3. Om koder och komplikationer;Men//KN//cc//89 den//DT|UTR|SIN|DEF//det//80 intellektuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//80 basen//NN|UTR|SIN|DEF|NOM//nsubj//89 för//PP//case//84 en//DT|UTR|SIN|IND//det//84 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//84 renässans//NN|UTR|SIN|IND|NOM//nmod//80 kan//VB|PRS|AKT//aux//89 inte//AB//advmod//89 bara//AB//advmod//89 vara//VB|INF|AKT//cop//89 teologi//NN|UTR|SIN|IND|NOM//conj//52 eller//KN//cc//91 spekulation//NN|UTR|SIN|IND|NOM//conj//89 utan//KN//cc//97 måste//VB|PRS|AKT//aux//97 också//AB//advmod//97 vara//VB|INF|AKT//cop//97 empirisk//JJ|POS|UTR|SIN|IND|NOM//amod//97 forskning//NN|UTR|SIN|IND|NOM//conj//89 .//MAD//punct//52
3. Om koder och komplikationer;Vad//HP|NEU|SIN|IND//dislocated//3 som//HP|-|-|-//nsubj//3 är//VB|PRS|AKT//cop//3 väsentligt//JJ|POS|NEU|SIN|IND|NOM//csubj//10 för//PP//case//5 forskaren//NN|UTR|SIN|DEF|NOM//obl//3 är//VB|PRS|AKT//cop//10 huruvida//SN//mark//10 den//DT|UTR|SIN|DEF//det//10 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 omfattningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 av//PP//case//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 normer//NN|UTR|PLU|IND|NOM//nmod//10 ,//MID//punct//15 värderingar//NN|UTR|PLU|IND|NOM//conj//13 ,//MID//punct//17 dygder//NN|UTR|PLU|IND|NOM//nsubj:pass//19 kan//VB|PRS|AKT//aux//19 beläggas//VB|INF|SFO//ROOT//19 .//MAD//punct//19
3. Om koder och komplikationer;Bara//AB//advmod//22 forskning//NN|UTR|SIN|IND|NOM//parataxis//19 ,//MID//punct//22 inte//AB//advmod//25 spekulation//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//22 kan//VB|PRS|AKT//aux//28 svara//VB|INF|AKT//conj//19 på//PP//case//30 frågorna//NN|UTR|PLU|DEF|NOM//obl//28 ://MID//punct//19
3. Om koder och komplikationer;Finns//VB|PRS|SFO//parataxis//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 spelregler//NN|UTR|PLU|IND|NOM//nsubj//32 för//PP//case//37 samhällelig//JJ|POS|UTR|SIN|IND|NOM//amod//37 överlevnad//NN|UTR|SIN|IND|NOM//nmod//34 ?//MID//punct//32
3. Om koder och komplikationer;Om//SN//mark//41 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 finns//VB|PRS|SFO//advcl//32 spelregler//NN|UTR|PLU|IND|NOM//nsubj//41 för//PP//case//44 överlevnad//NN|UTR|SIN|IND|NOM//nmod//42 ,//MID//punct//49 på//PP//case//48 vilken//HD|UTR|SIN|IND//det//48 nivå//NN|UTR|SIN|IND|NOM//obl//49 finns//VB|PRS|SFO//advcl//41 i//PP//advmod//49 så//AB//fixed//50 fall//NN|NEU|SIN|IND|NOM//fixed//50 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//49 ?//MID//punct//57
3. Om koder och komplikationer;Är//VB|PRS|AKT//cop//57 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//57 universella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//19 ?//MAD//punct//57
3. Om koder och komplikationer;Eller//KN//cc//2 enbart//AB//advmod//2 giltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//2 inom//PP//case//5 en//DT|UTR|SIN|IND//det//5 civilisation//NN|UTR|SIN|IND|NOM//obl//2 ?//MID//punct//2
3. Om koder och komplikationer;Giltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 inom//PP//case//10 ett//DT|NEU|SIN|IND//det//10 samhälle//NN|NEU|SIN|IND|NOM//obl//7 ?//MID//punct//2
3. Om koder och komplikationer;Eller//KN//cc//13 giltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//2 inom//PP//case//16 ett//DT|NEU|SIN|IND//det//16 livsområde//NN|NEU|SIN|IND|NOM//obl//13 ?//MID//punct//2
3. Om koder och komplikationer;Och//KN//cc//21 kan//VB|PRS|AKT//aux//21 vi//PN|UTR|PLU|DEF|SUB//nsubj//21 belägga//VB|INF|AKT//conj//2 att//SN//mark//28 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//28 inte//AB//advmod//28 enbart//AB//advmod//28 är//VB|PRS|AKT//cop//28 fagert//JJ|POS|NEU|SIN|IND|NOM//amod//28 tal//NN|NEU|SIN|IND|NOM//ccomp//21 av//PP//case//31 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 talesmän//NN|UTR|PLU|IND|NOM//nmod//28 utan//KN//cc//34 verkligen//AB//advmod//34 gäller//VB|PRS|AKT//conj//28 när//HA//mark//38 vanligt//JJ|POS|NEU|SIN|IND|NOM//amod//37 folk//NN|NEU|SIN|IND|NOM//nsubj//38 agerar//VB|PRS|AKT//advcl//34 ?//MAD//punct//2
3. Om koder och komplikationer;Omkring//PP//nmod//1 1970//RG|NOM//obl//2 gick//VB|PRT|AKT//ROOT//2 opinionsforskare//AB|KOM//nsubj//2 ut//PL//advmod//2 till//PP//case//7 representativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 urval//NN|NEU|PLU|IND|NOM//obl//2 av//PP//case//9 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 länder//NN|NEU|PLU|IND|NOM//nmod//9 i//PP//case//14 Europa//PM|NOM//nmod//12 och//KN//cc//16 läste//VB|PRT|AKT//conj//2 upp//PL//compound:prt//16 tio//RG|NOM//nummod//20 Guds//PM|GEN//nmod:poss//20 bud//NN|NEU|PLU|IND|NOM//obj//16 .//MAD//punct//20
3. Om koder och komplikationer;Ett//RG|NEU|SIN|IND|NOM//obl//16 och//KN//cc//25 ett//PN|NEU|SIN|IND|SUB/OBJ//det//25 läste//VB|PRT|AKT//conj//16 intervjuare//NN|UTR|PLU|IND|NOM//advmod//25 upp//PL//advmod//25 buden//NN|NEU|PLU|DEF|NOM//obj//25 och//KN//cc//30 frågade//VB|PRT|AKT//conj//16 ,//MID//punct//33 efter//PP//case//33 var//PN|UTR|SIN|IND|SUB/OBJ//obl//30 och//KN//fixed//33 ett//PN|NEU|SIN|IND|SUB/OBJ//fixed//33 ,//MID//punct//33 om//SN//mark//39 man//PN|UTR|SIN|IND|SUB//nsubj//39 tyckte//VB|PRT|AKT//advcl//33 att//SN//mark//42 budet//NN|NEU|SIN|DEF|NOM//nsubj//42 gällde//VB|PRT|AKT//ccomp//39 .//MAD//punct//42
3. Om koder och komplikationer;I//PP//case//45 tabellen//NN|UTR|SIN|DEF|NOM//obl//46 redovisas//VB|PRS|SFO//conj//42 endast//AB//advmod//48 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//46 som//HP|-|-|-//nsubj//50 säger//VB|PRS|AKT//acl:relcl//48 att//SN//mark//53 budet//NN|NEU|SIN|DEF|NOM//nsubj//53 gäller//VB|PRS|AKT//ccomp//50 helt//AB|POS//advmod//53 och//KN//cc//56 fullt//AB|POS//conj//54 i//PP//advmod//53 dag//NN|UTR|SIN|IND|NOM//fixed//57 .//MAD//punct//2
3. Om koder och komplikationer;De//DT|UTR/NEU|PLU|DEF//det//3 tre//RG|NOM//nummod//3 första//RO|NOM//amod//3 buden//NN|NEU|PLU|DEF|NOM//nsubj//4 har//VB|PRS|AKT//ROOT//4 religiöst//JJ|POS|NEU|SIN|IND|NOM//amod//6 innehåll//NN|NEU|SIN|IND|NOM//obj//4 .//MAD//punct//4
3. Om koder och komplikationer;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//9 handlar//VB|PRS|AKT//parataxis//4 om//PP//case//11 monoteism//NN|UTR|SIN|IND|NOM//obl//9 ,//MID//punct//13 besvärjelse//NN|UTR|SIN|IND|NOM//conj//11 och//KN//cc//15 sabbat//NN|UTR|SIN|IND|NOM//conj//11 .//MAD//punct//9
3. Om koder och komplikationer;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//18 har//VB|PRS|AKT//conj//4 mycket//AB|POS//advmod//20 låg//JJ|POS|UTR|SIN|IND|NOM//amod//21 acceptans//NN|UTR|SIN|IND|NOM//obj//18 i//PP//advmod//18 dag//NN|UTR|SIN|IND|NOM//fixed//22 utanför//PP//case//26 katolska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 Italien//PM|NOM//obl//18 och//KN//cc//28 Irland//PM|NOM//conj//26 .//MAD//punct//4
3. Om koder och komplikationer;Siffrorna//NN|UTR|PLU|DEF|NOM//nsubj//31 bekräftar//VB|PRS|AKT//parataxis//4 att//SN//mark//40 Sverige//PM|NOM//nsubj//40 och//KN//cc//35 Frankrike//PM|NOM//conj//33 är//VB|PRS|AKT//cop//40 Europas//PM|GEN//nmod:poss//40 mest//AB|SUV//advmod//39 avkristnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 länder//NN|NEU|PLU|IND|NOM//obj//31 .//MAD//punct//4
3. Om koder och komplikationer;Fjärde//RO|NOM//amod//7 ,//MID//punct//2 sjätte//RO|NOM//amod//7 ,//MID//punct//4 nionde//RO|NOM//conj//2 och//KN//cc//6 tionde//RO|NOM//conj//2 buden//NN|NEU|PLU|DEF|NOM//nsubj//8 har//VB|PRS|AKT//ROOT//8 familjemoraliskt//JJ|POS|NEU|SIN|IND|NOM//amod//10 innehåll//NN|NEU|SIN|IND|NOM//obj//8 .//MAD//punct//8
3. Om koder och komplikationer;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//13 handlar//VB|PRS|AKT//parataxis//8 om//PP//case//15 relationer//NN|UTR|PLU|IND|NOM//obl//13 till//PP//case//17 föräldrar//NN|UTR|PLU|IND|NOM//nmod//15 ,//MID//punct//19 make//NN|UTR|SIN|IND|NOM//conj//17 ///MID//cc//21 maka//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//24 om//PP//case//24 begärelse//NN|UTR|SIN|IND|NOM//conj//15 till//PP//case//27 andras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//27 hustrur//NN|UTR|PLU|IND|NOM//obl//24 –//RG|NOM//punct//13 och//KN//cc//30 tjänstefolk//NN|NEU|PLU|IND|NOM//conj//13 .//MAD//punct//13
3. Om koder och komplikationer;Dessa//DT|UTR/NEU|PLU|DEF//det//33 moralbud//NN|NEU|PLU|IND|NOM//nsubj:pass//34 accepteras//VB|PRS|SFO//parataxis//13 av//PP//case//37 en//DT|UTR|SIN|IND//det//37 majoritet//NN|UTR|SIN|IND|NOM//obl:agent//34 som//HP|-|-|-//nsubj//39 giltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//37 men//KN//cc//42 är//VB|PRS|AKT//cop//42 kontroversiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//39 hos//PP//case//46 en//DT|UTR|SIN|IND//det//46 stor//JJ|POS|UTR|SIN|IND|NOM//amod//46 minoritet//NN|UTR|SIN|IND|NOM//nmod//42 .//MAD//punct//13
3. Om koder och komplikationer;Aquinos//PM|NOM//nsubj//52 skulle//VB|PRT|AKT//aux//52 nog//AB//advmod//52 bli//VB|INF|AKT//aux:pass//52 förskräckt//PC|PRF|UTR|SIN|IND|NOM//parataxis//13 över//PP//mark//57 att//SN//mark//57 var//DT|UTR|SIN|IND//cop//57 tredje//RO|NOM//amod//57 europé//NN|UTR|SIN|IND|NOM//advcl//52 i//PP//advmod//61 dag//NN|UTR|SIN|IND|NOM//fixed//58 inte//AB//advmod//61 anser//VB|PRS|AKT//advcl//52 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//61 helt//AB|POS//advmod//64 giltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//61 .//MAD//punct//8
3. Om koder och komplikationer;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
3. Om koder och komplikationer;First//PM|NOM//amod//4 European//PM|NOM//amod//4 Values//PM|NOM//nmod:poss//5 Survey//PM|NOM//appos//0 .//MAD//punct//0
