Skyddet för den personliga integriteten;Kartläggning//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 analys//NN|UTR|SIN|IND|NOM//conj//0
36.2 Insamling av uppgifter om forskningspersoner;Exempelvis//AB//advmod//37 finns//VB|PRS|SFO//parataxis//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 inte//AB//advmod//37 någon//DT|UTR|SIN|IND//det//42 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//42 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//37 för//PP//case//44 uppgifter//NN|UTR|PLU|IND|NOM//obl//37 inom//PP//case//46 hälso-//NN|UTR|-|-|SMS//obl//37 och//KN//cc//48 sjukvården//NN|UTR|SIN|DEF|NOM//conj//46 ,//MID//punct//37 utan//KN//cc//52 här//AB//advmod//52 gäller//VB|PRS|AKT//conj//37 överlag//AB//advmod//52 samma//DT|UTR/NEU|SIN/PLU|IND//det//56 stränga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 sekretess//NN|UTR|SIN|IND|NOM//obj//52 (//PAD//punct//56 med//PP//case//61 ett//DT|NEU|SIN|IND//det//61 visst//JJ|POS|NEU|SIN|IND|NOM//amod//61 undantag//NN|NEU|SIN|IND|NOM//obl//52 som//HP|-|-|-//nsubj//63 avser//VB|PRS|AKT//acl:relcl//61 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//63 till//PP//case//68 s.k.//AB|AN//amod//68 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 kvalitetsregister//NN|NEU|PLU|IND|NOM//obl//64 )//PAD//punct//37 .//MAD//punct//17
36.2 Insamling av uppgifter om forskningspersoner;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//83 om//PP//mark//74 huruvida//SN//mark//74 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//71 av//PP//case//76 uppgifter//NN|UTR|PLU|IND|NOM//obl//74 från//PP//case//78 hälso-//NN|UTR|-|-|SMS//obl//74 och//KN//cc//80 sjukvården//NN|UTR|SIN|DEF|NOM//conj//78 till//PP//case//82 forskningen//NN|UTR|SIN|DEF|NOM//obl//74 sker//VB|PRS|AKT//parataxis//17 i//PP//case//86 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 utsträckning//NN|UTR|SIN|IND|NOM//obl//83 än//KN//mark//88 vad//HP|NEU|SIN|IND//obl//92 sekretessreglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//92 torde//VB|PRT|AKT//aux//92 medge//VB|INF|AKT//aux//92 behandlas//VB|INF|SFO//advcl//83 i//PP//case//95 kapitel//NN|NEU|SIN|IND|NOM//nmod//95 17//RG|NOM//obl//92 .//MAD//punct//1
36.2 Insamling av uppgifter om forskningspersoner;Som//KN//case//1 exempel//NN|NEU|SIN|IND|NOM//nsubj:pass//13 på//PP//case//3 sekretessbestämmelser//NN|UTR|PLU|IND|NOM//nmod//1 som//HP|-|-|-//nsubj//6 särskilt//AB//advmod//6 tar//VB|PRS|AKT//acl:relcl//1 sikte//NN|NEU|SIN|IND|NOM//obj//6 på//PP//case//9 utlämnande//NN|NEU|SIN|IND|NOM//obl//6 till//PP//case//11 forskning//NN|UTR|SIN|IND|NOM//nmod//9 kan//VB|PRS|AKT//aux//13 nämnas//VB|INF|SFO//ROOT//13 9//RG|NOM//nummod//15 kap.//NN|AN//nmod//18 4//RG|NOM//nummod//17 §//NN|AN//nmod//18 SekrL//PM|NOM//obl//13 ,//MID//punct//21 som//HP|-|-|-//nsubj//21 avser//VB|PRS|AKT//acl:relcl//18 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//21 från//PP//case//24 statistikverksamhet//NN|UTR|SIN|IND|NOM//obl//22 ,//MID//punct//21 t.ex.//AB|AN//advmod//29 hos//PP//case//29 Statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 centralbyrån//NN|UTR|SIN|DEF|NOM//obl//21 eller//KN//cc//31 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//conj//29 ,//MID//punct//34 för//PP//case//34 forsknings-//NN|UTR|-|-|SMS//conj//29 eller//KN//cc//36 statistikändamål//NN|NEU|SIN|IND|NOM//conj//34 .//MAD//punct//13
36.2 Insamling av uppgifter om forskningspersoner;I//PP//case//2 14//RG|NOM//nummod//2 kap.//NN|AN//obl//4 3//RG|NOM//nummod//4 §//NN|AN//nmod//5 SekrL//PM|NOM//nsubj//6 finns//VB|PRS|SFO//ROOT//6 den//DT|UTR|SIN|DEF//det//9 s.k.//AB|AN//amod//9 generalklausulen//NN|UTR|SIN|DEF|NOM//nsubj//6 ,//MID//punct//9 som//HP|-|-|-//nsubj//12 medger//VB|PRS|AKT//acl:relcl//9 att//SN//mark//16 sekretessbelagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//16 lämnas//VB|PRS|SFO//ccomp//12 till//PP//case//20 en//DT|UTR|SIN|IND//det//20 annan//JJ|POS|UTR|SIN|IND|NOM//amod//20 myndighet//NN|UTR|SIN|IND|NOM//obl//16 efter//PP//case//23 en//DT|UTR|SIN|IND//det//23 intresseavvägning//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//6
36.2 Insamling av uppgifter om forskningspersoner;Denna//DT|UTR|SIN|DEF//det//26 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//29 är//VB|PRS|AKT//cop//29 alltså//AB//advmod//29 möjlig//JJ|POS|UTR|SIN|IND|NOM//conj//6 att//IE//mark//31 tillämpa//VB|INF|AKT//acl//29 vid//PP//case//33 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//31 av//PP//case//35 uppgifter//NN|UTR|PLU|IND|NOM//nmod//33 till//PP//case//37 forskning//NN|UTR|SIN|IND|NOM//obl//31 som//HP|-|-|-//nsubj:pass//39 bedrivs//VB|PRS|SFO//acl:relcl//37 hos//PP//case//43 en//DT|UTR|SIN|IND//det//43 annan//JJ|POS|UTR|SIN|IND|NOM//amod//43 myndighet//NN|UTR|SIN|IND|NOM//obl//39 ,//MID//punct//50 men//KN//cc//50 inte//AB//advmod//50 till//PP//case//50 enskilt//AB|POS//advmod//49 bedriven//PC|PRF|UTR|SIN|IND|NOM//amod//50 forskningsverksamhet//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//6
36.2 Insamling av uppgifter om forskningspersoner;Enligt//PP//case//4 14//RG|NOM//nummod//2 kap.//NN|AN//nmod//4 8//RG|NOM//nummod//4 §//NN|AN//nmod//5 SekrL//PM|NOM//nsubj//6 får//VB|PRS|AKT//aux//11 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//11 för//PP//case//10 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//10 fall//NN|NEU|SIN|IND|NOM//obl//11 förordna//VB|INF|AKT//ROOT//11 om//SN//case//13 undantag//NN|NEU|PLU|IND|NOM//obl//11 från//PP//case//15 sekretess//NN|UTR|SIN|IND|NOM//nmod//13 när//HA//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 är//VB|PRS|AKT//cop//19 påkallat//PC|PRF|NEU|SIN|IND|NOM//advcl//11 av//PP//case//22 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 skäl//NN|NEU|PLU|IND|NOM//obl//19 .//MAD//punct//11
36.2 Insamling av uppgifter om forskningspersoner;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//25 har//VB|PRS|AKT//aux//29 i//PP//case//28 åtskilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 fall//NN|NEU|PLU|IND|NOM//obl//29 haft//VB|SUP|AKT//parataxis//11 att//IE//mark//31 ta//VB|INF|AKT//xcomp//29 ställning//NN|UTR|SIN|IND|NOM//obj//31 till//PP//compound:prt//31 om//SN//case//35 dispens//NN|UTR|SIN|IND|NOM//obl//31 borde//VB|PRT|AKT//aux//37 meddelas//VB|INF|SFO//advcl//29 för//PP//case//39 forskningsändamål//NN|NEU|PLU|IND|NOM//obl//37 (//PAD//punct//11 se//VB|IMP|AKT//parataxis//11 Regner//PM|NOM//obj//41 m.fl.//AB|AN//obj//41 ,//MID//punct//46 s.//NN|AN//nmod//46 14:58//RG|NOM//nmod//43 )//PAD//punct//41 .//MAD//punct//11
36.2 Insamling av uppgifter om forskningspersoner;I//PP//case//5 14//RG|NOM//nummod//2 kap.//NN|AN//obl//4 9//RG|NOM//nummod//4 §//NN|AN//nmod//5 SekrL//PM|NOM//obl//6 finns//VB|PRS|SFO//ROOT//6 regler//NN|UTR|PLU|IND|NOM//nsubj//6 om//PP//case//9 förbehåll//NN|NEU|SIN|IND|NOM//obl//6 vid//PP//case//11 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//9 av//PP//case//13 uppgifter//NN|UTR|PLU|IND|NOM//nmod//11 som//HP|-|-|-//nsubj:pass//15 omfattas//VB|PRS|SFO//acl:relcl//13 av//PP//case//17 sekretess//NN|UTR|SIN|IND|NOM//obl:agent//15 .//MID//punct//6
36.2 Insamling av uppgifter om forskningspersoner;Om//SN//mark//21 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//21 finner//VB|PRS|AKT//advcl//6 att//SN//mark//46 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//24 risk//NN|UTR|SIN|IND|NOM//nsubj:pass//46 för//PP//case//26 skada//NN|UTR|SIN|IND|NOM//nmod//24 ,//MID//punct//31 men//KN//cc//31 eller//KN//cc//31 annan//JJ|POS|UTR|SIN|IND|NOM//amod//31 olägenhet//NN|UTR|SIN|IND|NOM//conj//24 som//HP|-|-|-//nsubj//36 enligt//PP//case//35 en//DT|UTR|SIN|IND//det//35 sekretessbestämmelse//NN|UTR|SIN|IND|NOM//obl//36 utgör//VB|PRS|AKT//acl:relcl//31 hinder//NN|NEU|PLU|IND|NOM//obj//36 mot//PP//mark//40 att//IE//mark//40 lämna//VB|INF|AKT//advcl//36 uppgift//NN|UTR|SIN|IND|NOM//obj//40 till//PP//case//43 enskild//JJ|POS|UTR|SIN|IND|NOM//obl//40 ,//MID//punct//46 kan//VB|PRS|AKT//aux//46 undanröjas//VB|INF|SFO//ccomp//21 genom//PP//case//48 förbehåll//NN|NEU|SIN|IND|NOM//obl//46 som//HP|-|-|-//nsubj//50 inskränker//VB|PRS|AKT//acl:relcl//48 den//DT|UTR|SIN|DEF//det//52 enskildes//JJ|POS|MAS|SIN|DEF|GEN//obj//50 rätt//NN|UTR|SIN|IND|NOM//obj//50 att//IE//mark//55 lämna//VB|INF|AKT//acl//53 uppgiften//NN|UTR|SIN|DEF|NOM//obj//55 vidare//AB|KOM//advmod//55 eller//KN//cc//59 utnyttja//VB|INF|AKT//conj//50 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//59 ,//MID//punct//6 skall//VB|PRS|AKT//aux//64 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//64 uppställa//VB|INF|AKT//conj//6 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//66 förbehåll//NN|NEU|SIN|IND|NOM//obj//64 när//HA//mark//69 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj:pass//69 lämnas//VB|PRS|SFO//advcl//64 till//PP//case//71 honom//PN|UTR|SIN|DEF|OBJ//obl//69 .//MAD//punct//6
36.2 Insamling av uppgifter om forskningspersoner;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//74 gäller//VB|PRS|AKT//parataxis//6 om//SN//case//77 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//77 samtycker//NN|UTR|SIN|IND|NOM//obl//74 till//PP//mark//84 att//SN//mark//84 sekretessbelagd//PC|PRF|UTR|SIN|IND|NOM//amod//81 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//84 om//SN//mark//84 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj:pass//84 lämnas//VB|PRS|SFO//acl//77 ut//PL//compound:prt//84 under//PP//case//87 förutsättning//NN|UTR|SIN|IND|NOM//obl//84 av//PP//case//90 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//90 förbehåll//NN|NEU|SIN|IND|NOM//nmod//87 .//MAD//punct//6
36.2 Insamling av uppgifter om forskningspersoner;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//9 om//PP//case//2 förbehåll//NN|NEU|SIN|IND|NOM//nmod//0 i//PP//case//5 14//RG|NOM//nummod//5 kap.//NN|AN//nmod//2 9//RG|NOM//nummod//7 §//NN|AN//nmod//2 SekrL//PM|NOM//nmod//2 gäller//VB|PRS|AKT//ROOT//9 alltså//AB//advmod//9 bara//AB//advmod//9 vid//PP//case//13 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//9 till//PP//case//15 enskild//JJ|POS|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//22 och//KN//cc//22 inte//AB//advmod//22 till//PP//case//22 en//DT|UTR|SIN|IND//det//22 annan//JJ|POS|UTR|SIN|IND|NOM//amod//22 myndighet//NN|UTR|SIN|IND|NOM//conj//9 .//MID//punct//22
36.2 Insamling av uppgifter om forskningspersoner;36.2.2//RG|NOM//nummod//26 Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 regler//NN|UTR|PLU|IND|NOM//appos//22 om//PP//mark//28 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//26 av//PP//case//30 uppgifter//NN|UTR|PLU|IND|NOM//nmod//28 för//PP//case//32 forskningsändamål//NN|NEU|PLU|IND|NOM//nmod//30
36.2 Insamling av uppgifter om forskningspersoner;I//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 fall//NN|NEU|PLU|IND|NOM//obl//5 sekretesslagen//NN|UTR|SIN|DEF|NOM//nsubj//5 inte//AB//advmod//5 hindrar//VB|PRS|AKT//ROOT//5 att//SN//mark//10 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//10 om//PP//case//9 personer//NN|UTR|PLU|IND|NOM//nmod//7 lämnas//VB|PRS|SFO//ccomp//5 ut//PL//compound:prt//10 från//PP//case//14 en//DT|UTR|SIN|IND//det//14 myndighet//NN|UTR|SIN|IND|NOM//obl//10 för//PP//mark//17 att//IE//mark//17 användas//VB|INF|SFO//acl//14 i//PP//case//20 ett//DT|NEU|SIN|IND//det//20 forskningsprojekt//NN|NEU|SIN|IND|NOM//obl//17 och//KN//cc//23 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//23 behandlar//VB|PRS|AKT//conj//17 uppgifterna//NN|UTR|PLU|DEF|NOM//obj//23 på//PP//case//28 ett//DT|NEU|SIN|IND//det//28 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//28 sätt//NN|NEU|SIN|IND|NOM//nmod//24 som//HP|-|-|-//nsubj:pass//30 avses//VB|PRS|SFO//acl:relcl//28 i//PP//case//32 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//obl//30 ,//MID//punct//37 måste//VB|PRS|AKT//aux//37 utlämnandet//NN|NEU|SIN|DEF|NOM//nsubj//37 vara//VB|INF|AKT//cop//37 förenligt//JJ|POS|NEU|SIN|IND|NOM//conj//5 också//AB//advmod//37 med//PP//case//40 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//37 i//PP//case//43 den//DT|UTR|SIN|DEF//det//43 lagen//NN|UTR|SIN|DEF|NOM//nmod//40 .//MAD//punct//5
36.2 Insamling av uppgifter om forskningspersoner;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//46 gäller//VB|PRS|AKT//parataxis//5 i//PP//case//50 de//DT|UTR/NEU|PLU|DEF//det//49 fall//NN|NEU|PLU|IND|NOM//fixed//47 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//51 lämnas//VB|PRS|SFO//xcomp//46 ut//PL//compound:prt//51 från//PP//case//55 en//DT|UTR|SIN|IND//det//55 enskild//JJ|POS|UTR|SIN|IND|NOM//obl//51 som//HP|-|-|-//nsubj//57 behandlar//VB|PRS|AKT//acl:relcl//55 uppgifter//NN|UTR|PLU|IND|NOM//obj//57 på//PP//case//61 det//DT|NEU|SIN|DEF//det//61 sätt//NN|NEU|SIN|IND|NOM//obl//57 som//HP|-|-|-//nsubj:pass//63 omfattas//VB|PRS|SFO//acl:relcl//61 av//PP//case//65 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//obl//63 .//MAD//punct//5
36.2 Insamling av uppgifter om forskningspersoner;Av//PP//case//3 10//RG|NOM//nummod//2 §//NN|AN//nmod//3 PuL//PM|NOM//obl//4 framgår//VB|PRS|AKT//ROOT//4 att//SN//mark//8 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//8 kan//VB|PRS|AKT//aux//8 lämnas//VB|INF|SFO//ccomp//4 ut//PL//compound:prt//8 efter//PP//case//11 samtycke//NN|NEU|SIN|IND|NOM//obl//8 från//PP//case//15 den//DT|UTR|SIN|DEF//det//15 berörda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 personen//NN|UTR|SIN|DEF|NOM//nmod//11 .//MAD//punct//4
36.2 Insamling av uppgifter om forskningspersoner;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 gäller//VB|PRS|AKT//parataxis//4 även//AB//mark//23 om//SN//fixed//19 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//18 (//PAD//punct//23 15//RG|NOM//nummod//26 §//NN|AN//appos//23 )//PAD//punct//18 .//MAD//punct//18
36.2 Insamling av uppgifter om forskningspersoner;Även//AB//mark//4 om//SN//fixed//0 samtycke//NN|NEU|SIN|IND|NOM//nsubj:pass//4 inte//AB//advmod//4 lämnas//VB|PRS|SFO//advcl//8 ,//MID//punct//4 kan//VB|PRS|AKT//aux//8 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//8 lämnas//VB|INF|SFO//ROOT//8 ut//PL//compound:prt//8 efter//PP//case//12 en//DT|UTR|SIN|IND//det//12 intresseavvägning//NN|UTR|SIN|IND|NOM//obl//8 (//PAD//punct//12 10//RG|NOM//nummod//15 §//NN|AN//appos//12 f//NN|NEU|SIN|IND|NOM//nummod//15 )//PAD//punct//12 .//MAD//punct//8
36.2 Insamling av uppgifter om forskningspersoner;Uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//22 kan//VB|PRS|AKT//aux//22 då//AB//advmod//22 lämnas//VB|INF|SFO//parataxis//8 ut//PL//compound:prt//22 om//SN//mark//27 utlämnandet//NN|NEU|SIN|DEF|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//22 för//PP//mark//45 att//SN//mark//45 ett//DT|NEU|SIN|IND//det//31 ändamål//NN|NEU|SIN|IND|NOM//nsubj:pass//45 som//HP|-|-|-//nsubj//33 rör//VB|PRS|AKT//acl:relcl//31 ett//DT|NEU|SIN|IND//det//36 berättigat//PC|PRF|NEU|SIN|IND|NOM//amod//36 intresse//NN|NEU|SIN|IND|NOM//obj//33 hos//PP//case//39 tredje//RO|NOM//amod//39 man//NN|UTR|SIN|IND|NOM//nmod//36 (//PAD//punct//31 forskningshuvudmannen//NN|UTR|SIN|DEF|NOM//appos//31 )//PAD//punct//31 skall//VB|PRS|AKT//aux//45 kunna//VB|INF|AKT//aux//45 tillgodoses//VB|INF|SFO//advcl//27 och//KN//cc//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 väger//VB|PRS|AKT//conj//45 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//48 än//KN//case//53 den//DT|UTR|SIN|DEF//det//53 registrerades//PC|PRF|MAS|SIN|DEF|GEN//amod//53 intresse//NN|NEU|SIN|IND|NOM//obl//48 av//PP//case//55 skydd//NN|NEU|SIN|IND|NOM//nmod//53 mot//PP//case//57 kränkning//NN|UTR|SIN|IND|NOM//nmod//53 av//PP//case//61 den//DT|UTR|SIN|DEF//det//61 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//61 integriteten//NN|UTR|SIN|DEF|NOM//nmod//57 .//MAD//punct//22
36.2 Insamling av uppgifter om forskningspersoner;Utlämnande//NN|NEU|SIN|IND|NOM//nsubj//71 efter//PP//case//67 en//DT|UTR|SIN|IND//det//67 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//67 intresseavvägning//NN|UTR|SIN|IND|NOM//nmod//63 är//VB|PRS|AKT//cop//71 dock//AB//advmod//71 bara//AB//advmod//71 möjlig//JJ|POS|UTR|SIN|IND|NOM//parataxis//22 i//PP//case//75 fråga//NN|UTR|SIN|IND|NOM//fixed//72 om//PP//fixed//72 uppgifter//NN|UTR|PLU|IND|NOM//obl//71 som//HP|-|-|-//nsubj//79 inte//AB//advmod//79 är//VB|PRS|AKT//cop//79 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//75 .//MAD//punct//22
36.2 Insamling av uppgifter om forskningspersoner;Möjligen//AB//advmod//3 kan//VB|PRS|AKT//aux//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 vara//VB|INF|AKT//cop//4 så//AB//advmod//120 att//SN//mark//8 lagstiftaren//NN|UTR|SIN|DEF|NOM//nsubj//8 har//VB|PRS|AKT//aux//8 tagit//VB|SUP|AKT//csubj//4 ställning//NN|UTR|SIN|IND|NOM//obj//8 till//PP//mark//17 hur//HA//advmod//17 den//DT|UTR|SIN|DEF//det//15 ovan//AB//advmod//14 beskrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 intresseavvägning//NN|UTR|SIN|IND|NOM//nsubj:pass//17 skall//VB|PRS|AKT//aux//17 göras//VB|INF|SFO//advcl//8 när//HA//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 gäller//VB|PRS|AKT//advcl//17 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//20 av//PP//case//23 uppgifter//NN|UTR|PLU|IND|NOM//nmod//21 om//PP//case//25 personer//NN|UTR|PLU|IND|NOM//nmod//23 för//PP//case//27 forskningsändamål//NN|NEU|PLU|IND|NOM//nmod//25 .//MAD//punct//8
36.2 Insamling av uppgifter om forskningspersoner;I//PP//case//34 vart//DT|NEU|SIN|IND//advmod//34 fall//NN|NEU|SIN|IND|NOM//fixed//30 var//VB|PRT|AKT//cop//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 tidigare//AB|KOM//advmod//85 så//AB//advmod//34 ,//MID//punct//35 då//HA//advmod//45 det//PN|NEU|SIN|DEF|SUB/OBJ//det//44 i//PP//case//41 19//RG|NOM//nummod//41 §//NN|AN//nmod//43 tredje//RO|NOM//amod//43 stycket//NN|NEU|SIN|DEF|NOM//nmod//44 PuL//PM|NOM//nsubj:pass//45 stadgades//VB|PRT|SFO//advcl//35 att//SN//mark//49 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//49 fick//VB|PRT|AKT//aux//49 lämnas//VB|INF|SFO//ccomp//45 ut//PL//compound:prt//49 för//PP//nsubj:pass//52 användas//VB|INF|SFO//obl//49 i//PP//case//55 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//55 forskning//NN|UTR|SIN|IND|NOM//obl//52 som//HP|-|-|-//nsubj:pass//57 avsågs//VB|PRT|SFO//acl:relcl//55 i//PP//case//60 19//RG|NOM//nummod//60 §//NN|AN//obl//57 första//RO|NOM//amod//64 och//KN//cc//63 andra//RO|NOM//conj//61 styckena//NN|NEU|PLU|DEF|NOM//obl//57 ,//MID//punct//64 om//SN//mark//70 inte//AB//advmod//70 något//DT|NEU|SIN|IND//det//69 annat//JJ|POS|NEU|SIN|IND|NOM//nsubj//70 följde//VB|PRT|AKT//conj//49 av//PL//case//72 regler//NN|UTR|PLU|IND|NOM//obl//70 om//PP//case//74 sekretess//NN|UTR|SIN|IND|NOM//nmod//72 och//KN//cc//76 tystnadsplikt//NN|UTR|SIN|IND|NOM//conj//74 .//MAD//punct//70
36.2 Insamling av uppgifter om forskningspersoner;Som//HP|-|-|-//mark//79 redovisats//VB|SUP|SFO//advcl//70 ovan//AB//advmod//79 har//VB|PRS|AKT//aux//85 denna//DT|UTR|SIN|DEF//det//83 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//85 nu//AB//advmod//85 flyttats//VB|SUP|SFO//advcl//8 till//PP//case//89 12//RG|NOM//nummod//88 §//NN|AN//nmod//89 etikprövningslagen//NN|UTR|SIN|DEF|NOM//obl//85 ,//MID//punct//89 där//HA//advmod//93 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//93 föreskrivs//VB|PRS|SFO//acl:relcl//89 att//SN//mark//97 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//97 får//VB|PRS|AKT//aux//97 lämnas//VB|INF|SFO//ccomp//93 ut//PL//compound:prt//97 för//PP//mark//101 att//IE//mark//101 användas//VB|INF|SFO//advcl//97 i//PP//case//103 forskning//NN|UTR|SIN|IND|NOM//obl//101 ,//MID//punct//89 om//SN//mark//109 inte//AB//advmod//109 något//DT|NEU|SIN|IND//det//108 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//109 följer//VB|PRS|AKT//advcl//120 av//PP//case//111 regler//NN|UTR|PLU|IND|NOM//obl//109 om//PP//case//113 sekretess//NN|UTR|SIN|IND|NOM//nmod//111 och//KN//cc//115 tystnadsplikt//NN|UTR|SIN|IND|NOM//conj//113 .//MAD//punct//109
36.2 Insamling av uppgifter om forskningspersoner;Enligt//PP//case//119 sin//PS|UTR|SIN|DEF//nmod:poss//119 lydelse//NN|UTR|SIN|IND|NOM//obl//120 innebär//VB|PRS|AKT//advcl//164 regeln//NN|UTR|SIN|DEF|NOM//obj//120 att//SN//mark//123 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//121 av//PP//case//125 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//123 för//PP//case//127 forskning//NN|UTR|SIN|IND|NOM//obl//123 är//VB|PRS|AKT//cop//130 generellt//AB|POS//advmod//130 tillåtet//PC|PRF|NEU|SIN|IND|NOM//xcomp//120 ,//MID//punct//130 både//KN//cc//136 då//HA//case//136 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//135 gäller//VB|PRS|AKT//fixed//133 personuppgifter//NN|UTR|PLU|IND|NOM//conj//130 ,//MID//punct//138 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//136 eller//KN//cc//140 ej//AB//conj//136 ,//MID//punct//140 som//HP|-|-|-//nsubj:pass//143 behandlas//VB|PRS|SFO//acl:relcl//140 på//PP//case//146 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//146 sätt//NN|NEU|SIN|IND|NOM//obl//143 som//HP|-|-|-//nsubj:pass//148 avses//VB|PRS|SFO//acl:relcl//146 i//PP//case//150 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//obl//148 och//KN//cc//152 uppgifter//NN|UTR|PLU|IND|NOM//conj//150 som//HP|-|-|-//nsubj:pass//154 hanteras//VB|PRS|SFO//acl:relcl//152 på//PP//case//157 annat//JJ|POS|NEU|SIN|IND|NOM//amod//157 sätt//NN|NEU|SIN|IND|NOM//obl//154 .//MAD//punct//140
