F-skatt åt flera ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
9 Konsekvensbedömningar;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//2 kommer//VB|PRS|AKT//aux//2 sannolikt//AB|POS//ROOT//2 att//IE//mark//4 leda//VB|INF|AKT//acl//2 till//PP//case//7 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 ansökningar//NN|UTR|PLU|IND|NOM//obl//4 om//PP//case//9 F-skattsedel//NN|UTR|SIN|IND|NOM//obl//4 vilket//HP|NEU|SIN|IND//nsubj//13 i//PP//case//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//13 innebär//VB|PRS|AKT//acl:relcl//9 en//DT|UTR|SIN|IND//det//16 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//16 arbetsbelastning//NN|UTR|SIN|IND|NOM//obj//13 för//PP//case//18 Skatteverket//PM|NOM//nmod//16 .//MID//punct//2
9 Konsekvensbedömningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 är//VB|PRS|AKT//cop//22 troligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//26 ökningen//NN|UTR|SIN|DEF|NOM//nsubj//26 inte//AB//advmod//26 blir//VB|PRS|AKT//csubj//22 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//26 än//KN//mark//32 att//SN//mark//32 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//32 kan//VB|PRS|AKT//aux//32 hanteras//VB|INF|SFO//advcl//26 inom//PP//case//37 den//DT|UTR|SIN|DEF//det//37 normalt//AB|POS//advmod//36 bedrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//37 verksamheten//NN|UTR|SIN|DEF|NOM//obl//32 och//KN//cc//41 således//AB//advmod//41 inte//AB//advmod//41 påverkar//VB|PRS|AKT//conj//26 Skatteverkets//PM|GEN//nmod:poss//43 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//41 på//PP//case//48 ett//DT|NEU|SIN|IND//det//48 mer//AB|KOM//advmod//47 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 sätt//NN|NEU|SIN|IND|NOM//obl//41 .//MID//punct//22
9 Konsekvensbedömningar;Dessutom//AB//advmod//53 är//VB|PRS|AKT//cop//53 Skatteverkets//PM|GEN//nmod:poss//53 beslut//NN|NEU|SIN|IND|NOM//parataxis//22 om//PP//case//55 tilldelning//NN|UTR|SIN|IND|NOM//nmod//53 av//PP//case//57 F-skattsedel//NN|UTR|SIN|IND|NOM//nmod//55 en//DT|UTR|SIN|IND//det//60 preliminär//JJ|POS|UTR|SIN|IND|NOM//amod//60 bedömning//NN|UTR|SIN|IND|NOM//obj//53 vilken//HP|UTR|SIN|IND//nsubj//64 inte//AB//advmod//64 torde//VB|PRT|AKT//aux//64 kräva//VB|INF|AKT//acl:relcl//60 alltför//AB//advmod//66 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 utredningar//NN|UTR|PLU|IND|NOM//obj//64 .//MAD//punct//22
9 Konsekvensbedömningar;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 medför//VB|PRS|AKT//ROOT//1 även//AB//advmod//1 en//DT|UTR|SIN|IND//det//5 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//5 risk//NN|UTR|SIN|IND|NOM//obj//1 för//PP//case//7 skattefel//NN|NEU|PLU|IND|NOM//nmod//5 inklusive//PP//case//9 skatteundandraganden//NN|UTR|SIN|DEF|NOM//nmod//7 .//MAD//punct//1
9 Konsekvensbedömningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 betyder//VB|PRS|AKT//parataxis//1 att//SN//mark//16 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 kan//VB|PRS|AKT//aux//16 finnas//VB|INF|SFO//ccomp//12 behov//NN|NEU|SIN|IND|NOM//obj//16 för//PP//case//19 Skatteverket//PM|NOM//nmod//17 att//IE//mark//21 lägga//VB|INF|AKT//acl//17 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 resurser//NN|UTR|PLU|IND|NOM//obj//21 på//PP//case//25 kontroll//NN|UTR|SIN|IND|NOM//obl//21 av//PP//case//28 denna//DT|UTR|SIN|DEF//det//28 typ//NN|UTR|SIN|IND|NOM//nmod//25 av//PP//case//30 inkomster//NN|UTR|PLU|IND|NOM//nmod//28 .//MAD//punct//12
9 Konsekvensbedömningar;Vidare//AB|KOM//advmod//12 är//VB|PRS|AKT//cop//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 ofta//AB|POS//advmod//51 först//AB//advmod//35 i//PP//case//38 efterhand//AB//fixed//36 som//HA//mark//41 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 går//VB|PRS|AKT//advcl//35 att//IE//mark//43 bedöma//VB|INF|AKT//xcomp//41 om//SN//case//46 den//DT|UTR|SIN|DEF//det//46 verksamhet//NN|UTR|SIN|IND|NOM//obl//43 som//HP|-|-|-//nsubj:pass//48 bedrivits//VB|SUP|SFO//acl:relcl//46 är//VB|PRS|AKT//cop//51 att//IE//mark//51 anse//VB|INF|AKT//ccomp//1 som//KN//mark//53 näringsverksamhet//NN|UTR|SIN|IND|NOM//xcomp//51 .//MAD//punct//1
9 Konsekvensbedömningar;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 således//AB//advmod//1 att//SN//mark//8 administrationskostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//8 kan//VB|PRS|AKT//aux//8 komma//VB|INF|AKT//aux//8 att//IE//mark//8 öka//VB|INF|AKT//ccomp//1 av//PP//case//11 två//RG|NOM//nummod//11 skäl//NN|NEU|PLU|IND|NOM//obl//8 ,//MID//punct//8 dels//KN//advmod//21 för//PP//mark//21 att//SN//fixed//14 den//DT|UTR|SIN|DEF//det//18 administrativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 grundhanteringen//NN|UTR|SIN|DEF|NOM//nsubj//21 kommer//VB|PRS|AKT//aux//21 att//IE//mark//21 öka//VB|INF|AKT//conj//8 ,//MID//punct//28 dels//KN//advmod//28 för//PP//mark//28 att//SN//fixed//24 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 kan//VB|PRS|AKT//aux//28 finnas//VB|INF|SFO//conj//21 behov//NN|NEU|SIN|IND|NOM//obj//28 av//PP//case//32 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//32 kontroll//NN|UTR|SIN|IND|NOM//nmod//29 .//MAD//punct//1
9 Konsekvensbedömningar;Enligt//PP//case//36 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 uppfattning//NN|UTR|SIN|IND|NOM//obl//42 torde//VB|PRT|AKT//aux//42 Skatteverket//PM|NOM//nsubj//42 inom//PP//case//41 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 resurser//NN|UTR|PLU|IND|NOM//obl//42 klara//VB|INF|AKT//parataxis//1 de//DT|UTR/NEU|PLU|DEF//det//47 eventuellt//AB|POS//advmod//45 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//42 .//MAD//punct//42
9 Konsekvensbedömningar;9.3//RG|NOM//nmod//50 Konsekvenser//NN|UTR|PLU|IND|NOM//obj//42 för//PP//case//54 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 företags//NN|NEU|PLU|IND|GEN//nmod:poss//54 villkor//NN|NEU|PLU|IND|NOM//nmod//50
9 Konsekvensbedömningar;Huvudsyftet//NN|NEU|SIN|DEF|NOM//nsubj//3 med//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//ROOT//3 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 ska//VB|PRS|AKT//aux//7 bli//VB|INF|AKT//advcl//34 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//7 att//IE//mark//10 starta//VB|INF|AKT//acl//8 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//10 vilket//HP|NEU|SIN|IND//nsubj//15 kommer//VB|PRS|AKT//aux//15 att//IE//mark//15 leda//VB|INF|AKT//acl:relcl//11 till//PP//case//19 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 företag//NN|NEU|PLU|IND|NOM//obl//15 och//KN//cc//22 framför//PP//case//22 allt//PN|NEU|SIN|IND|SUB/OBJ//conj//19 inom//PP//case//24 tjänstesektorn//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//7
9 Konsekvensbedömningar;Som//HP|-|-|-//mark//27 framgått//VB|SUP|AKT//advcl//7 av//PP//case//30 avsnitt//NN|NEU|SIN|IND|NOM//nmod//30 6.6.1//RG|NOM//obl//27 har//VB|PRS|AKT//aux//34 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//34 inte//AB//advmod//34 funnit//VB|SUP|AKT//ccomp//3 anledning//NN|UTR|SIN|IND|NOM//obj//34 att//IE//mark//37 föreslå//VB|INF|AKT//acl//35 införande//NN|NEU|SIN|IND|NOM//xcomp//37 av//PP//case//40 kontrollmöjligheter//NN|UTR|PLU|IND|NOM//nmod//38 som//KN//nsubj//44 t.ex.//AB|AN//advmod//44 utvidgad//PC|PRF|UTR|SIN|IND|NOM//amod//44 uppgiftsskyldighet//NN|UTR|SIN|IND|NOM//obl//34 .//MAD//punct//34
9 Konsekvensbedömningar;Regelförändringen//NN|UTR|SIN|DEF|NOM//nsubj//50 kommer//VB|PRS|AKT//aux//50 således//AB//advmod//50 varken//KN//cc//50 innebära//VB|INF|AKT//parataxis//34 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//55 eller//KN//cc//53 ökade//VB|PRT|AKT//conj//51 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 kostnader//NN|UTR|PLU|IND|NOM//obj//50 för//PP//case//57 företagen//NN|NEU|PLU|DEF|NOM//nmod//55 .//MAD//punct//34
9 Konsekvensbedömningar;9.4//RG|NOM//nummod//60 Konsekvenser//NN|UTR|PLU|IND|NOM//appos//34 för//PP//case//62 jämställdhet//NN|UTR|SIN|IND|NOM//nmod//60 mellan//PP//case//64 kvinnor//NN|UTR|PLU|IND|NOM//nmod//62 och//KN//cc//66 män//NN|UTR|PLU|IND|NOM//conj//64
9 Konsekvensbedömningar;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 att//SN//mark//18 såväl//KN//advmod//4 kvinnor//NN|UTR|PLU|IND|NOM//dislocated//18 som//KN//obj//8 män//NN|UTR|PLU|IND|NOM//nsubj//8 kommer//VB|PRS|AKT//aux//8 få//JJ|POS|UTR/NEU|PLU|IND|NOM//acl:relcl//4 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 möjligheter//NN|UTR|PLU|IND|NOM//obj//8 att//IE//mark//12 bedriva//VB|INF|AKT//acl//10 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//12 .//MAD//punct//4
9 Konsekvensbedömningar;Tjänstesektorn//NN|UTR|SIN|DEF|NOM//dep//18 är//VB|PRS|AKT//cop//18 den//DT|UTR|SIN|DEF//det//18 sektor//NN|UTR|SIN|IND|NOM//obj//1 som//HP|-|-|-//nsubj//20 expanderat//VB|SUP|AKT//acl:relcl//18 mest//AB|SUV//advmod//20 under//PP//case//24 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 år//NN|NEU|PLU|IND|NOM//obl//20 och//KN//cc//28 av//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 företag//NN|NEU|PLU|IND|NOM//conj//24 som//HP|-|-|-//nsubj:pass//30 startades//VB|PRT|SFO//acl:relcl//28 under//PP//case//32 2006//RG|NOM//obl//30 återfanns//VB|PRT|SFO//ccomp//1 fyra//RG|NOM//nsubj//33 av//PP//case//36 fem//RG|NOM//nmod//34 inom//PP//case//39 denna//DT|UTR|SIN|DEF//det//39 sektor//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//1
9 Konsekvensbedömningar;Omkring//PP//advmod//1 28//RG|NOM//nummod//2 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//6 av//PP//case//5 alla//DT|UTR/NEU|PLU|IND/DEF//det//5 företag//NN|NEU|PLU|IND|NOM//nmod//2 drivs//VB|PRS|SFO//ROOT//6 av//PP//case//8 kvinnor//NN|UTR|PLU|IND|NOM//obl:agent//6 .//MAD//punct//6
9 Konsekvensbedömningar;Allt//AB//advmod//11 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//12 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//13 startar//VB|PRS|AKT//conj//6 dock//AB//advmod//13 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 företag//NN|NEU|PLU|IND|NOM//obj//13 och//KN//cc//21 2006//RG|NOM//nummod//21 var//VB|PRT|AKT//cop//21 35//RG|NOM//nummod//21 procent//NN|UTR|PLU|IND|NOM//conj//16 av//PP//case//24 nyföretagarna//NN|UTR|PLU|DEF|NOM//nmod//24 kvinnor//NN|UTR|PLU|IND|NOM//nmod//21 .//MAD//punct//6
9 Konsekvensbedömningar;Kvinnor//NN|UTR|PLU|IND|NOM//nsubj//27 väljer//VB|PRS|AKT//parataxis//6 i//PP//case//30 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 utsträckning//NN|UTR|SIN|IND|NOM//obl//27 än//KN//mark//32 män//NN|UTR|PLU|IND|NOM//nmod//34 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//34 firma//NN|UTR|SIN|IND|NOM//obj//27 som//KN//nsubj//36 företagsform//NN|UTR|SIN|IND|NOM//acl:relcl//34 .//MID//punct//6
9 Konsekvensbedömningar;Kvinnor//NN|UTR|PLU|IND|NOM//nsubj//45 är//VB|PRS|AKT//cop//45 i//PP//case//42 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 grad//NN|UTR|SIN|IND|NOM//obl//45 än//KN//mark//44 män//NN|UTR|PLU|IND|NOM//obl//45 sysselsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//6 inom//PP//case//49 de//DT|UTR/NEU|PLU|DEF//det//49 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//49 tjänsteområdena//NN|NEU|PLU|DEF|NOM//nmod//45 .//MID//punct//45
9 Konsekvensbedömningar;Kvinnors//NN|UTR|PLU|IND|GEN//nmod:poss//52 företag//NN|NEU|PLU|IND|NOM//nsubj//53 återfinns//VB|PRS|SFO//conj//6 främst//AB|SUV//advmod//53 inom//PP//case//56 tjänstesektorer//NN|UTR|PLU|IND|NOM//obl//53 som//KN//nsubj//76 ”//PAD//punct//59 utbildning//NN|UTR|SIN|IND|NOM//nsubj//76 ,//MID//punct//61 hälso-//NN|UTR|-|-|SMS//conj//59 och//KN//cc//63 sjukvård//NN|UTR|SIN|IND|NOM//conj//59 ”//RG|NOM//punct//59 och//KN//cc//67 ”//PAD//punct//67 handel//NN|UTR|SIN|IND|NOM//conj//59 ,//MID//punct//69 hotell//NN|NEU|SIN|IND|NOM//conj//59 och//KN//cc//71 restaurang//NN|UTR|SIN|IND|NOM//conj//59 ”//PAD//punct//59 medan//SN//mark//76 män//NN|UTR|PLU|IND|NOM//nsubj//76 oftare//AB|KOM//advmod//76 startar//VB|PRS|AKT//acl:relcl//56 företag//NN|NEU|PLU|IND|NOM//obj//76 inom//PP//case//79 verksamhetsområden//NN|NEU|PLU|IND|NOM//obl//76 som//KN//mark//82 ”//PAD//punct//82 transport//NN|UTR|SIN|IND|NOM//obl//76 och//KN//cc//84 kommunikation//NN|UTR|SIN|IND|NOM//conj//82 ”//RG|NOM//punct//76 ,//MID//punct//53 ”//PAD//punct//88 bygg//VB|IMP|AKT//conj//53 ”//PM|NOM//punct//88 och//KN//cc//92 ”//PAD//punct//92 tillverkning//NN|UTR|SIN|IND|NOM//conj//88 ”//PAD//punct//92 .//MAD//punct//6
9 Konsekvensbedömningar;Mot//PP//case//1 bakgrund//NN|UTR|SIN|IND|NOM//obl//20 av//PP//mark//8 att//SN//mark//8 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//8 i//PP//case//7 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 utsträckning//NN|UTR|SIN|IND|NOM//obl//8 väljer//VB|PRS|AKT//acl//1 att//IE//mark//11 dels//KN//advmod//11 bedriva//VB|INF|AKT//ccomp//8 sin//PS|UTR|SIN|DEF//nmod:poss//13 verksamhet//NN|UTR|SIN|IND|NOM//obj//11 som//KN//mark//16 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//16 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//11 ,//MID//punct//20 dels//KN//advmod//20 främst//AB|SUV//advmod//20 verkar//VB|PRS|AKT//ROOT//20 inom//PP//case//23 de//DT|UTR/NEU|PLU|DEF//det//23 delar//NN|UTR|PLU|IND|NOM//obl//20 av//PP//case//25 tjänstesektorn//NN|UTR|SIN|DEF|NOM//nmod//23 som//HP|-|-|-//nsubj//28 torde//VB|PRT|AKT//aux//28 ha//VB|INF|AKT//acl:relcl//25 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 behov//NN|NEU|PLU|IND|NOM//obj//28 av//PP//case//33 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 investeringar//NN|UTR|PLU|IND|NOM//nmod//30 samt//KN//cc//53 dels//KN//advmod//46 att//SN//mark//46 antalet//NN|NEU|SIN|DEF|NOM//nmod//38 uppdragsgivare//NN|UTR|PLU|IND|NOM//nsubj:pass//46 inom//PP//case//40 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//38 av//PP//case//43 dessa//DT|UTR/NEU|PLU|DEF//det//43 sektorer//NN|UTR|PLU|IND|NOM//nmod//40 sannolikt//AB|POS//advmod//46 kan//VB|PRS|AKT//aux//46 antas//VB|INF|SFO//advcl//53 vara//VB|INF|AKT//cop//48 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//46 bör//VB|PRS|AKT//aux//53 kvinnors//NN|UTR|PLU|IND|GEN//nmod:poss//51 företagande//NN|NEU|SIN|IND|NOM//nsubj:pass//53 särskilt//AB//advmod//53 gynnas//VB|PRS|SFO//conj//20 av//PP//case//55 förslaget//NN|NEU|SIN|DEF|NOM//obl:agent//53 .//MID//punct//20
9 Konsekvensbedömningar;9.5//RG|NOM//nummod//58 Konsekvenser//NN|UTR|PLU|IND|NOM//appos//20 för//PP//case//60 brottsligheten//NN|UTR|SIN|DEF|NOM//nmod//58 och//KN//cc//64 det//DT|NEU|SIN|DEF//det//64 brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 arbetet//NN|NEU|SIN|DEF|NOM//conj//60
9 Konsekvensbedömningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 ostridigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 förekommer//VB|PRS|AKT//csubj//2 att//SN//mark//8 näringsverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//8 bedrivs//VB|PRS|SFO//csubj//5 i//PP//case//11 oseriösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 syften//NN|NEU|PLU|IND|NOM//obl//8 .//MAD//punct//5
9 Konsekvensbedömningar;Som//HP|-|-|-//mark//14 redogjorts//VB|SUP|SFO//appos//5 för//PP//case//18 i//PP//case//18 avsnitt//NN|NEU|SIN|IND|NOM//nmod//18 6.6.1//RG|NOM//obl//14 och//KN//cc//20 8.6//RG|NOM//conj//18 har//VB|PRS|AKT//aux//26 Skatteverket//PM|NOM//nsubj//26 i//PP//case//25 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 sammanhang//NN|NEU|PLU|IND|NOM//obl//26 påtalat//VB|SUP|AKT//parataxis//2 att//SN//mark//38 F-skattesystemet//NN|NEU|SIN|DEF|NOM//nsubj//38 och//KN//cc//31 de//DT|UTR/NEU|PLU|DEF//det//31 rättsverkningar//NN|UTR|PLU|IND|NOM//conj//28 som//HP|-|-|-//nsubj//33 följer//VB|PRS|AKT//acl:relcl//31 med//PP//compound:prt//33 en//DT|UTR|SIN|IND//det//36 F-skattsedel//NN|UTR|SIN|IND|NOM//obj//33 har//VB|PRS|AKT//aux//38 möjliggjort//VB|SUP|AKT//ccomp//26 ett//DT|NEU|SIN|IND//det//41 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 skatteundandragande//NN|NEU|SIN|IND|NOM//obj//38 .//MAD//punct//2
9 Konsekvensbedömningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 förekommer//VB|PRS|AKT//parataxis//2 således//AB//advmod//44 redan//AB//advmod//44 organiserad//PC|PRF|UTR|SIN|IND|NOM//amod//48 handel//NN|UTR|SIN|IND|NOM//obl//44 med//PP//case//51 svart//JJ|POS|UTR|SIN|IND|NOM//amod//51 arbetskraft//NN|UTR|SIN|IND|NOM//nmod//48 och//KN//cc//53 hantering//NN|UTR|SIN|IND|NOM//conj//51 av//PP//case//56 osanna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 fakturor//NN|UTR|PLU|IND|NOM//nmod//53 .//MAD//punct//44
9 Konsekvensbedömningar;Enligt//PP//case//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 uppfattning//NN|UTR|SIN|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 inte//AB//advmod//3 anledning//NN|UTR|SIN|IND|NOM//nsubj//3 att//IE//mark//8 anta//VB|INF|AKT//acl//6 att//SN//mark//18 tillkommande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 företag//NN|NEU|PLU|IND|NOM//fixed//9 vare//KN//cc//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//12 är//VB|PRS|AKT//cop//18 mer//AB|KOM//advmod//18 eller//KN//fixed//15 mindre//AB|KOM//advmod//18 oseriösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//8 än//KN//case//21 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 företag//NN|NEU|PLU|IND|NOM//nmod//18 .//MAD//punct//3
9 Konsekvensbedömningar;Några//DT|UTR/NEU|PLU|IND//det//25 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 konsekvenser//NN|UTR|PLU|IND|NOM//nsubj//3 för//PP//case//27 brottsligheten//NN|UTR|SIN|DEF|NOM//nmod//25 och//KN//cc//31 det//DT|NEU|SIN|DEF//det//31 brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 arbetet//NN|NEU|SIN|DEF|NOM//conj//27 kommer//VB|PRS|AKT//aux//37 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 förslag//NN|NEU|SIN|IND|NOM//nsubj//37 därför//AB//advmod//37 inte//AB//advmod//37 medföra//VB|INF|AKT//conj//3 .//MAD//punct//3
9 Konsekvensbedömningar;9.6//RG|NOM//nummod//40 Konsekvenser//NN|UTR|PLU|IND|NOM//nsubj//3 för//PP//case//42 ikraftträdande//NN|NEU|SIN|IND|NOM//nmod//40
9 Konsekvensbedömningar;Såvitt//SN//advmod//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 erfarit//VB|SUP|AKT//advcl//5 är//VB|PRS|AKT//cop//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 angeläget//JJ|POS|NEU|SIN|IND|NOM//ROOT//5 för//PP//case//7 regeringen//NN|UTR|SIN|DEF|NOM//nmod//5 att//SN//mark//11 en//DT|UTR|SIN|IND//det//10 lagändring//NN|UTR|SIN|IND|NOM//nsubj//11 blir//VB|PRS|AKT//csubj//5 tillämplig//JJ|POS|UTR|SIN|IND|NOM//xcomp//11 så//AB//advmod//14 snart//AB|POS//advmod//11 som//KN//mark//16 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//11 .//MID//punct//5
9 Konsekvensbedömningar;Enligt//PP//case//20 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 uppfattning//NN|UTR|SIN|IND|NOM//obl//32 torde//VB|PRT|AKT//aux//32 ,//MID//punct//32 med//PP//case//24 remissomgång//NN|UTR|SIN|IND|NOM//obl//32 och//KN//cc//27 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//27 lagrådsremiss//NN|UTR|SIN|IND|NOM//conj//24 ,//MID//punct//32 lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//32 tidigast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//32 kunna//VB|INF|AKT//aux//32 träda//VB|INF|AKT//parataxis//5 i//PP//compound:prt//32 kraft//NN|UTR|SIN|IND|NOM//fixed//33 den//DT|UTR|SIN|DEF//det//37 1//RO|NOM//nummod//37 januari//NN|UTR|SIN|IND|NOM//obl//32 2009//RG|NOM//nummod//37 .//MAD//punct//32
9 Konsekvensbedömningar;Mot//PP//case//41 bakgrund//NN|UTR|SIN|IND|NOM//obl//56 av//PP//mark//46 att//SN//mark//46 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//46 är//VB|PRS|AKT//cop//46 fråga//NN|UTR|SIN|IND|NOM//acl//41 om//PP//case//50 en//DT|UTR|SIN|IND//det//50 materiell//JJ|POS|UTR|SIN|IND|NOM//amod//50 ändring//NN|UTR|SIN|IND|NOM//obl//46 i//PP//case//52 IL//PM|NOM//nmod//50 kommer//VB|PRS|AKT//aux//56 lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//56 kunna//VB|INF|AKT//aux//56 tillämpas//VB|INF|SFO//conj//32 första//RO|NOM//amod//58 gången//NN|UTR|SIN|DEF|NOM//obl//56 vid//PP//case//62 2010//RG|NOM//nummod//61 års//NN|NEU|SIN|IND|GEN//nmod:poss//62 taxering//NN|UTR|SIN|IND|NOM//obl//56 .//MAD//punct//5
9 Konsekvensbedömningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//advcl//65 dock//AB//advmod//1 två//RG|NOM//nummod//4 problem//NN|NEU|PLU|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj:pass//7 kan//VB|PRS|AKT//aux//7 uppstå//VB|INF|AKT//acl:relcl//4 härvid//AB//advmod//7 .//MAD//punct//1
