Nytt regelverk för marksänd digital-TV ;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Radio-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//4 TV-lagsutredningen//NN|UTR|SIN|DEF|NOM//conj//2
5 Internationell utblick;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 var//VB|PRT|AKT//cop//9 planerat//PC|PRF|NEU|SIN|IND|NOM//conj//3 för//PP//mark//15 att//SN//mark//15 reguljära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 sändningar//NN|UTR|PLU|IND|NOM//nsubj//15 skulle//VB|PRT|AKT//aux//15 ske//VB|INF|AKT//advcl//9 i//PP//case//18 tre//RG|NOM//nummod//18 frekvenskanaler//NN|UTR|PLU|IND|NOM//obl//15 ,//MID//punct//23 varav//HA//advmod//23 ett//DT|NEU|SIN|IND//nsubj//23 var//VB|PRT|AKT//cop//23 avsett//PC|PRF|NEU|SIN|IND|NOM//conj//9 för//PP//case//26 public//UO//amod//26 service//UO//obl//23 och//KN//cc//28 två//RG|NOM//conj//26 för//PP//case//32 en//DT|UTR|SIN|IND//det//32 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//32 betal-TV-operatör//NN|UTR|SIN|IND|NOM//nmod//28 .//MAD//punct//9
5 Internationell utblick;Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 beslut//NN|NEU|PLU|IND|NOM//nsubj:pass//39 har//VB|PRS|AKT//aux//39 sedan//AB//advmod//39 tagits//VB|SUP|SFO//conj//9 och//KN//cc//43 under//PP//case//42 2003//RG|NOM//obl//43 beslöts//VB|PRT|SFO//conj//39 att//IE//mark//47 för//PP//case//46 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//47 skrinlägga//VB|INF|AKT//xcomp//43 planerna//NN|UTR|PLU|DEF|NOM//obj//47 på//PP//case//52 ett//DT|NEU|SIN|IND//det//52 kommersiellt//JJ|POS|NEU|SIN|IND|NOM//amod//52 operatörskap//NN|NEU|SIN|IND|NOM//obl//47 i//PP//case//56 det//DT|NEU|SIN|DEF//det//56 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 marknätet//NN|NEU|SIN|DEF|NOM//nmod//52 .//MAD//punct//9
5 Internationell utblick;Skälet//NN|NEU|SIN|DEF|NOM//nsubj:pass//59 angavs//VB|PRT|SFO//parataxis//9 till//PP//mark//66 att//SN//mark//66 erfarenheterna//NN|UTR|PLU|DEF|NOM//nsubj//66 från//PP//case//65 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 länder//NN|NEU|PLU|IND|NOM//nmod//62 visade//VB|PRT|AKT//advcl//59 att//SN//mark//70 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 var//VB|PRT|AKT//cop//70 svårt//JJ|POS|NEU|SIN|IND|NOM//ccomp//66 att//IE//mark//72 få//VB|INF|AKT//csubj//70 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//74 bärkraft//NN|UTR|SIN|IND|NOM//obj//72 för//PP//case//77 en//DT|UTR|SIN|IND//det//77 betal-TV-operatör//NN|UTR|SIN|IND|NOM//obl//72 i//PP//case//81 det//DT|NEU|SIN|DEF//det//81 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 marknätet//NN|NEU|SIN|DEF|NOM//obl//72 .//MAD//punct//9
5 Internationell utblick;Danmarks//PM|GEN//nmod:poss//1 inriktning//NN|UTR|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 nu//AB//advmod//2 att//SN//mark//8 sändningar//NN|UTR|PLU|IND|NOM//nsubj//8 endast//AB//advmod//8 skall//VB|PRS|AKT//aux//8 ske//VB|INF|AKT//ccomp//2 i//PP//case//11 en//DT|UTR|SIN|IND//det//11 frekvenskanal//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//2
5 Internationell utblick;I//PP//case//14 denna//PN|UTR|SIN|DEF|SUB/OBJ//obl//15 skall//VB|PRS|AKT//aux//30 programföretagen//NN|UTR|SIN|DEF|NOM//nsubj//30 DR//PM|NOM//nmod//16 och//KN//cc//19 TV2//PM|NOM//conj//17 ,//MID//punct//24 vilka//HP|UTR/NEU|PLU|IND//nsubj//24 i//PP//advmod//24 dag//NN|UTR|SIN|IND|NOM//fixed//22 sänder//VB|PRS|AKT//acl:relcl//19 i//PP//case//28 det//DT|NEU|SIN|DEF//det//28 analoga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 marknätet//NN|NEU|SIN|DEF|NOM//obl//24 ,//MID//punct//30 sända//VB|INF|AKT//parataxis//2 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//34 public//UO//amod//34 service-programtjänster//NN|UTR|SIN|IND|NOM//amod//34 DR1//PM|NOM//obj//30 ,//MID//punct//36 DR2//PM|NOM//conj//34 och//KN//cc//38 TV2//PM|NOM//conj//34 okrypterade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//30 .//MAD//punct//2
5 Internationell utblick;5.4//RG|NOM//nmod//1 Norge//PM|NOM//ROOT//1
5 Internationell utblick;Norge//PM|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 ännu//AB//advmod//4 inte//AB//advmod//4 inlett//VB|SUP|AKT//ROOT//4 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 marksändningar//NN|UTR|PLU|IND|NOM//obj//4 men//KN//cc//8 förbereder//VB|PRS|AKT//conj//4 för//PP//case//10 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//8 .//MAD//punct//4
5 Internationell utblick;I//PP//case//15 ett//DT|NEU|SIN|IND//det//15 inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 skede//NN|NEU|SIN|IND|NOM//obl//18 är//VB|PRS|AKT//cop//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 tänkt//PC|PRF|NEU|SIN|IND|NOM//conj//4 att//SN//mark//22 sändningar//NN|UTR|PLU|IND|NOM//nsubj//22 skall//VB|PRS|AKT//aux//22 ske//VB|INF|AKT//ccomp//18 i//PP//case//25 tre//RG|NOM//nummod//25 frekvenskanaler//NN|UTR|PLU|IND|NOM//obl//22 ,//MID//punct//30 men//KN//cc//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//30 har//VB|PRS|AKT//aux//30 aviserats//VB|SUP|SFO//conj//4 att//SN//mark//37 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 frekvensutrymme//NN|NEU|SIN|IND|NOM//nsubj:pass//37 kan//VB|PRS|AKT//aux//37 komma//VB|INF|AKT//aux//37 att//IE//mark//37 reserveras//VB|INF|SFO//advcl//30 för//PP//case//40 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 marksändningar//NN|UTR|PLU|IND|NOM//obl//37 .//MAD//punct//4
5 Internationell utblick;Utgångspunkten//NN|UTR|SIN|DEF|NOM//ROOT//0 för//PP//case//4 det//DT|NEU|SIN|DEF//det//4 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 engagemanget//NN|NEU|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//0 att//SN//mark//10 statsmakten//NN|UTR|SIN|DEF|NOM//nsubj//10 inte//AB//advmod//10 skall//VB|PRS|AKT//aux//10 bygga//VB|INF|AKT//csubj//0 upp//PL//compound:prt//10 infrastrukturen//NN|UTR|SIN|DEF|NOM//obj//10 eller//KN//cc//14 finansiera//VB|INF|AKT//conj//10 denna//PN|UTR|SIN|DEF|SUB/OBJ//obj//14 .//MAD//punct//0
5 Internationell utblick;Den//DT|UTR|SIN|DEF//det//2 28//RG|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2002//RG|NOM//nummod//2 utlystes//VB|PRT|SFO//ROOT//4 ett//DT|NEU|SIN|IND//det//6 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//4 till//PP//mark//9 att//IE//mark//9 bygga//VB|INF|AKT//acl//6 och//KN//cc//11 driva//VB|INF|AKT//conj//9 ett//DT|NEU|SIN|IND//det//14 digitalt//JJ|POS|NEU|SIN|IND|NOM//amod//14 marknät//NN|NEU|SIN|IND|NOM//obj//11 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//17 tre//RG|NOM//nummod//17 frekvenskanaler//NN|UTR|PLU|IND|NOM//obj//9 .//MAD//punct//4
5 Internationell utblick;Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//20 meddelas//VB|PRS|SFO//parataxis//4 dels//KN//advmod//20 för//PP//mark//24 att//IE//mark//24 använda//VB|INF|AKT//advcl//20 frekvensutrymme//NN|NEU|SIN|IND|NOM//obj//24 enligt//PP//case//29 §//NN|AN//nmod//28 6–2//RG|NOM//nummod//29 loven//NN|NEU|PLU|DEF|NOM//obl//24 (//PAD//punct//20 2003-07-04//RG|NOM//nmod//32 nr//NN|AN//appos//20 .//MAD//punct//20
5 Internationell utblick;83//RG|NOM//obl//20 )//PAD//punct//20 om//PP//case//38 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//38 kommunikasjon//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//43 dels//KN//advmod//43 för//PP//mark//43 att//IE//mark//43 bygga//VB|INF|AKT//advcl//20 och//KN//cc//45 driva//VB|INF|AKT//conj//43 nätet//NN|NEU|SIN|DEF|NOM//obj//45 enligt//PP//case//50 §//NN|AN//nmod//49 2–2//RG|NOM//nummod//50 loven//NN|NEU|PLU|DEF|NOM//obl//45 (//PAD//punct//50 1992-12-04//RG|NOM//nummod//53 nr//NN|AN//appos//50 .//MAD//punct//20
5 Internationell utblick;127//RG|NOM//obl//20 )//PAD//punct//20 om//PP//case//58 kringkasting//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//4
5 Internationell utblick;Tillståndstiden//NN|UTR|SIN|DEF|NOM//nsubj//61 blir//VB|PRS|AKT//parataxis//4 tolv//RG|NOM//nummod//63 år//NN|NEU|PLU|IND|NOM//xcomp//61 .//MAD//punct//61
5 Internationell utblick;Tillståndshavaren//NN|UTR|SIN|DEF|NOM//parataxis//61 ,//MID//punct//68 som//HP|-|-|-//nsubj//68 förfogar//VB|PRS|AKT//acl:relcl//65 över//PP//case//70 frekvensutrymmet//NN|NEU|SIN|DEF|NOM//obl//68 ,//MID//punct//73 är//VB|PRS|AKT//cop//73 skyldig//JJ|POS|UTR|SIN|IND|NOM//conj//61 att//IE//mark//75 bereda//VB|INF|AKT//advcl//73 plats//NN|UTR|SIN|IND|NOM//obj//75 åt//PP//case//79 de//DT|UTR/NEU|PLU|DEF//det//79 programtjänster//NN|UTR|PLU|IND|NOM//obl//75 som//HP|-|-|-//nsubj:pass//81 distribueras//VB|PRS|SFO//acl:relcl//79 i//PP//case//85 det//DT|NEU|SIN|DEF//det//85 analoga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 marknätet//NN|NEU|SIN|DEF|NOM//obl//81 .//MAD//punct//61
5 Internationell utblick;I//PP//advmod//91 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//87 får//VB|PRS|AKT//aux//91 tillståndshavaren//NN|UTR|SIN|DEF|NOM//nsubj//91 välja//VB|INF|AKT//parataxis//61 vilka//HD|UTR/NEU|PLU|IND//det//94 kommersiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 programtjänster//NN|UTR|PLU|IND|NOM//obj//91 som//HP|-|-|-//obj//98 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//98 vill//VB|PRS|AKT//aux//98 ha//VB|INF|AKT//acl:relcl//94 med//PL//compound:prt//98 i//PP//case//102 sitt//PS|NEU|SIN|DEF//nmod:poss//102 utbud//NN|NEU|SIN|IND|NOM//obl//98 .//MAD//punct//61
5 Internationell utblick;Endast//AB//advmod//2 en//DT|UTR|SIN|IND//det//2 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//85 –//PAD//punct//6 Norges//PM|GEN//nmod//6 televisjon//NN|UTR|SIN|IND|NOM//nmod//6 AS//PM|NOM//nmod//2 –//RG|NOM//punct//2 finns//VB|PRS|SFO//parataxis//2 till//PP//case//10 tillståndet//NN|NEU|SIN|DEF|NOM//obl//8 .//MAD//punct//2
5 Internationell utblick;Bolaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 ägs//VB|PRS|SFO//parataxis//2 av//PP//case//18 public//UO//amod//16 service-företaget//UO//nmod//18 Norsk//UO//amod//18 rikskringkasting//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//20 TV2//PM|NOM//conj//18 AS//PM|NOM//flat:name//20 .//MAD//punct//2
5 Internationell utblick;Båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 företagen//NN|NEU|PLU|DEF|NOM//nsubj//25 sänder//VB|PRS|AKT//parataxis//2 i//PP//case//29 det//DT|NEU|SIN|DEF//det//29 analoga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 marknätet//NN|NEU|SIN|DEF|NOM//obl//25 .//MAD//punct//25
5 Internationell utblick;I//PP//case//32 ansökan//NN|UTR|SIN|IND|NOM//obl//33 angavs//VB|PRT|SFO//conj//25 att//SN//mark//37 Norges//PM|GEN//nmod:poss//36 televisjon//NN|UTR|SIN|IND|NOM//nsubj//37 åtar//VB|PRS|AKT//ccomp//33 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//37 att//IE//mark//40 bygga//VB|INF|AKT//xcomp//37 ut//PL//compound:prt//40 en//DT|UTR|SIN|IND//det//43 frekvenskanal//NN|UTR|SIN|IND|NOM//obj//40 till//PP//case//46 en//DT|UTR|SIN|IND//det//46 täckningsgrad//NN|UTR|SIN|IND|NOM//obl//40 om//PP//case//49 92//RG|NOM//nummod//49 procent//NN|UTR|PLU|IND|NOM//nmod//46 och//KN//cc//61 att//SN//mark//61 bl.a.//AB|AN//advmod//54 de//DT|UTR/NEU|PLU|DEF//det//54 programtjänster//NN|UTR|PLU|IND|NOM//nsubj:pass//61 som//HP|-|-|-//nsubj:pass//58 i//PP//advmod//58 dag//NN|UTR|SIN|IND|NOM//fixed//56 sänds//VB|PRS|SFO//acl:relcl//54 analogt//AB|POS//advmod//58 skall//VB|PRS|AKT//aux//61 distribueras//VB|INF|SFO//conj//37 i//PP//case//64 denna//DT|UTR|SIN|DEF//det//64 frekvenskanal//NN|UTR|SIN|IND|NOM//obl//61 .//MAD//punct//25
5 Internationell utblick;Genom//PP//case//68 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 distribution//NN|UTR|SIN|IND|NOM//obl//25 via//PP//case//70 satellit//NN|UTR|SIN|IND|NOM//nmod//68 skall//VB|PRS|AKT//aux//85 en//DT|UTR|SIN|IND//det//73 täckningsgrad//NN|UTR|SIN|IND|NOM//obj//71 om//PP//mark//77 100//RG|NOM//nummod//76 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//77 uppnås//VB|PRS|SFO//acl//73 i//PP//case//80 denna//DT|UTR|SIN|DEF//det//80 frekvenskanal//NN|UTR|SIN|IND|NOM//obl//77 .//MAD//punct//85
5 Internationell utblick;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 två//RG|NOM//nummod//84 frekvenskanaler//NN|UTR|PLU|IND|NOM//nsubj:pass//85 byggs//VB|PRS|SFO//ROOT//85 enligt//PP//case//88 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//88 planer//NN|UTR|PLU|IND|NOM//obl//85 ut//AB//advmod//96 i//PP//case//92 den//DT|UTR|SIN|DEF//det//92 utsträckning//NN|UTR|SIN|IND|NOM//obl//89 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//96 är//VB|PRS|AKT//cop//96 ekonomiskt//AB|POS//advmod//96 försvarbart//JJ|POS|NEU|SIN|IND|NOM//advcl//85 .//MAD//punct//85
5 Internationell utblick;Norges//PM|GEN//nmod:poss//99 televisjon//NN|UTR|SIN|IND|NOM//nsubj//101 vill//VB|PRS|AKT//aux//101 agera//VB|INF|AKT//parataxis//85 som//KN//case//105 en//DT|UTR|SIN|IND//det//105 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//105 operatör//NN|UTR|SIN|IND|NOM//obl//101 i//PP//case//107 marknätet//NN|NEU|SIN|DEF|NOM//nmod//105 och//KN//cc//109 paketera//VB|INF|AKT//conj//105 och//KN//cc//111 distribuera//VB|INF|AKT//conj//101 tjänsterna//NN|UTR|PLU|DEF|NOM//obj//111 till//PP//case//114 konsumenterna//NN|UTR|PLU|DEF|NOM//nmod//112 .//MAD//punct//85
5 Internationell utblick;Företaget//NN|NEU|SIN|DEF|NOM//nsubj//117 förutsätter//VB|PRS|AKT//parataxis//85 att//SN//mark//125 avvecklingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//125 av//PP//case//123 de//DT|UTR/NEU|PLU|DEF//det//123 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//123 marksändningarna//NN|UTR|PLU|DEF|NOM//nmod//119 har//VB|PRS|AKT//aux//125 genomförts//VB|SUP|SFO//ccomp//117 redan//AB//advmod//128 i//PP//case//128 början//NN|UTR|SIN|DEF|NOM//obl//125 av//PP//case//130 2008//RG|NOM//nmod//128 ,//MID//punct//138 eftersom//SN//mark//138 en//DT|UTR|SIN|IND//det//135 snabb//JJ|POS|UTR|SIN|IND|NOM//amod//135 avveckling//NN|UTR|SIN|IND|NOM//nsubj//138 är//VB|PRS|AKT//cop//138 en//DT|UTR|SIN|IND//det//138 förutsättning//NN|UTR|SIN|IND|NOM//advcl//85 för//PP//case//141 projektets//NN|NEU|SIN|DEF|GEN//nmod:poss//141 lönsamhet//NN|UTR|SIN|IND|NOM//nmod//138 och//KN//cc//144 ägarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//144 intresse//NN|NEU|SIN|IND|NOM//conj//141 i//PP//case//146 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//144 .//MAD//punct//85
5 Internationell utblick;Prövningen//NN|UTR|SIN|DEF|NOM//nsubj//7 av//PP//case//5 Norges//PM|GEN//nmod:poss//3 televisjon//NN|UTR|SIN|IND|NOM//nmod//4 AS//PM|NOM//amod//5 ansökan//NN|UTR|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//7 vilat//VB|SUP|AKT//advcl//37 i//PP//case//9 avvaktan//NN|UTR|SIN|IND|NOM//obl//7 på//PP//case//12 Stortingets//PM|GEN//nmod:poss//12 behandling//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//17 Kulturog//PM|GEN//amod//16 kirkedepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 skrivelse//NN|UTR|SIN|IND|NOM//nmod//17 Stortingsmelding//PM|NOM//nmod//12 nr//NN|AN//nummod//17 .//MAD//punct//7
5 Internationell utblick;44//RG|NOM//punct//7  //_SP////20 (//PAD//punct//23 2002–2003//PAD//nmod//20 )//PAD//punct//23  //_SP////24 om//PP//mark//29 digitalt//JJ|POS|NEU|SIN|IND|NOM//amod//28 bakkenett//NN|NEU|SIN|IND|NOM//nsubj//29 for//VB|PRT|AKT//advcl//7 fjernsyn//NN|UTR|SIN|IND|NOM//obj//29 .//MAD//punct//7
5 Internationell utblick; //_SP////31 I//PP//case//34 skrivelsen//NN|UTR|SIN|DEF|NOM//obl//7 har//VB|PRS|AKT//aux//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//37 lagts//VB|SUP|SFO//ROOT//37 fram//PL//compound:prt//37 förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//37 på//PP//case//41 kriterier//NN|NEU|PLU|IND|NOM//nmod//39 som//HP|-|-|-//nsubj//45 skall//VB|PRS|AKT//aux//45 vara//VB|INF|AKT//cop//45 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//41 innan//SN//mark//50 det//DT|NEU|SIN|DEF//det//49 analoga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 nätet//NN|NEU|SIN|DEF|NOM//nsubj:pass//50 släcks//VB|PRS|SFO//advcl//45 ner//PL//compound:prt//50 .//MAD//punct//37
5 Internationell utblick;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//55 har//VB|PRS|AKT//aux//55 föreslagits//VB|SUP|SFO//parataxis//37 att//SN//mark//87 dessa//DT|UTR/NEU|PLU|DEF//det//58 kriterier//NN|NEU|PLU|IND|NOM//nsubj//87 –//RG|NOM//punct//58 som//HP|-|-|-//nsubj//64 enligt//PP//case//62 förslaget//NN|NEU|SIN|DEF|NOM//obl//64 bl.a.//AB|AN//advmod//64 innebär//VB|PRS|AKT//acl:relcl//58 att//SN//mark//68 en//DT|UTR|SIN|IND//det//67 avveckling//NN|UTR|SIN|IND|NOM//nsubj//68 förutsätter//VB|PRS|AKT//ccomp//64 att//SN//mark//73 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//71 befolkningen//NN|UTR|SIN|DEF|NOM//nsubj//73 skall//VB|PRS|AKT//aux//73 ha//VB|INF|AKT//ccomp//68 tillgång//NN|UTR|SIN|IND|NOM//obj//73 till//PP//case//76 digital-TV//NN|UTR|SIN|IND|NOM//obl//73 och//KN//cc//84 att//SN//mark//84 Norsk//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//80 rikskringkastings//NN|UTR|SIN|IND|GEN//nmod:poss//81 sändningar//NN|UTR|PLU|IND|NOM//nsubj//84 skall//VB|PRS|AKT//aux//84 vara//VB|INF|AKT//cop//84 gratis//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//73 –//RG|NOM//punct//87 skall//VB|PRS|AKT//aux//87 bli//VB|INF|AKT//ccomp//55 tillståndsvillkor//NN|UTR|PLU|IND|NOM//xcomp//87 som//HP|-|-|-//case//91 en//DT|UTR|SIN|IND//det//91 sökande//NN|UTR|SIN|IND|NOM//nmod//88 måste//VB|PRS|AKT//aux//93 godta//VB|INF|AKT//xcomp//87 .//MAD//punct//55
5 Internationell utblick;Stortinget//NN|NEU|SIN|DEF|NOM//nsubj//96 beslöt//VB|PRT|AKT//parataxis//55 i//PP//case//98 frågan//NN|UTR|SIN|DEF|NOM//obl//96 den//DT|UTR|SIN|DEF//det//101 26//RG|NOM//nummod//101 februari//NN|UTR|SIN|IND|NOM//obl//96 2004//RG|NOM//nummod//101 .//MAD//punct//96
5 Internationell utblick;Stortinget//NN|NEU|SIN|DEF|NOM//nsubj//105 anslöt//VB|PRT|AKT//conj//96 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//105 därvid//AB//advmod//105 i//PP//case//111 huvudsak//NN|UTR|SIN|IND|NOM//fixed//108 till//PP//fixed//108 förslagen//NN|NEU|PLU|DEF|NOM//obl//105 i//PP//case//113 stortingsmeldingen//NN|UTR|SIN|DEF|NOM//obl//105 .//MAD//punct//105
5 Internationell utblick;Norges//PM|GEN//nmod:poss//117 televisjons//NN|UTR|SIN|IND|GEN//amod//117 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//121 kommer//VB|PRS|AKT//aux//121 nu//AB//advmod//121 att//IE//mark//121 tas//VB|INF|SFO//advcl//105 upp//PL//compound:prt//121 till//PP//case//125 slutlig//JJ|POS|UTR|SIN|IND|NOM//amod//125 prövning//NN|UTR|SIN|IND|NOM//obl//121 .//MAD//punct//37
5 Internationell utblick;Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//6 till//PP//case//2 programföretag//NN|NEU|PLU|IND|NOM//obl//0 att//IE//mark//4 sända//VB|INF|AKT//acl//0 TV//NN|UTR|SIN|IND|NOM//obj//4 meddelas//VB|PRS|SFO//ROOT//6 enligt//PP//case//8 §//NN|AN//nmod//10 2–1//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//case//10 loven//NN|NEU|PLU|DEF|NOM//obl//6 om//PP//case//12 kringkasting//NN|UTR|SIN|IND|NOM//nmod//10 .//MID//punct//6
5 Internationell utblick;Tillstånd//NN|NEU|SIN|IND|NOM//conj//6 krävs//VB|PRS|SFO//conj//6 endast//AB//advmod//15 om//SN//case//18 programföretaget//NN|NEU|SIN|DEF|NOM//obl//15
5 Internationell utblick;står//VB|PRS|AKT//ROOT//0 under//PP//case//3 norsk//JJ|POS|UTR|SIN|IND|NOM//amod//3 jurisdiktion//NN|UTR|SIN|IND|NOM//obl//0 .//MAD//punct//0
5 Internationell utblick;Villkor//NN|NEU|PLU|IND|NOM//nsubj:pass//7 kan//VB|PRS|AKT//aux//7 uppställas//VB|INF|SFO//parataxis//0 för//PP//case//9 sändningstillstånd//NN|NEU|SIN|IND|NOM//obl//7 liksom//PP//mark//13 för//PP//case//13 ett//DT|NEU|SIN|IND//det//13 tillstånd//NN|NEU|SIN|IND|NOM//acl//9 att//IE//mark//15 upprätta//VB|INF|AKT//acl//13 och//KN//cc//17 driva//VB|INF|AKT//conj//15 ett//DT|NEU|SIN|IND//det//19 marknät//NN|NEU|SIN|IND|NOM//obj//17 .//MAD//punct//0
5 Internationell utblick;5.5//RG|NOM//nmod//1 Storbritannien//PM|NOM//ROOT//1
5 Internationell utblick;5.5.1//RG|NOM//nmod//1 Digitaliseringen//NN|UTR|SIN|DEF|NOM//ROOT//1 av//PP//case//3 marknätet//NN|NEU|SIN|DEF|NOM//nmod//1
5 Internationell utblick;Som//HA//mark//2 tidigare//AB|KOM//advmod//2 nämnts//VB|SUP|SFO//advcl//7 var//VB|PRT|AKT//cop//7 Storbritannien//PM|NOM//nsubj//7 först//AB//advmod//7 i//PP//case//7 Europa//PM|NOM//ROOT//7 med//PP//mark//10 att//IE//mark//10 sända//VB|INF|AKT//acl//7 TV//NN|UTR|SIN|IND|NOM//obj//10 i//PP//case//15 det//DT|NEU|SIN|DEF//det//15 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 marknätet//NN|NEU|SIN|DEF|NOM//obl//10 .//MAD//punct//7
5 Internationell utblick;År//NN|NEU|SIN|IND|NOM//nmod//18 1996//RG|NOM//obl//19 tillkännagav//VB|PRT|AKT//parataxis//7 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//19 planerna//NN|UTR|PLU|DEF|NOM//nsubj//19 på//PP//case//24 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 marksändningar//NN|UTR|PLU|IND|NOM//nmod//21 .//MAD//punct//19
5 Internationell utblick;Samma//DT|UTR/NEU|SIN/PLU|IND//det//27 år//NN|NEU|SIN|IND|NOM//nsubj:pass//28 antogs//VB|PRT|SFO//conj//19 lagstiftning//NN|UTR|SIN|IND|NOM//nsubj:pass//28 på//PP//case//31 området//NN|NEU|SIN|DEF|NOM//obl//28 .//MAD//punct//19
5 Internationell utblick;I//PP//case//1 Storbritannien//PM|NOM//obl//5 har//VB|PRS|AKT//aux//5 sex//RG|NOM//nummod//4 frekvenskanaler//NN|UTR|PLU|IND|NOM//nsubj:pass//5 reserverats//VB|SUP|SFO//ROOT//5 för//PP//case//8 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 marksändningar//NN|UTR|PLU|IND|NOM//obl//5 .//MAD//punct//5
