4WFOTL  LPE  GÚS   CPMBHTTUZSOJOH ;&//KN|AN//cc//2 ÚRSLAG//JJ|POS|UTR/NEU|SIN|DEF|NOM//mark//2 FRÍN//PM|NOM//ROOT//2 +//MID//cc//4 ODGRUPPEN//PM|NOM//conj//2
2 Information i årsredovisningen;Enligt//PP//case//1 punkt//NN|UTR|SIN|IND|NOM//nmod//2 3.6.1//RG|NOM//obl//7 skall//VB|PRS|AKT//aux//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//7 av//PP//case//6 årsredovisningen//NN|UTR|SIN|DEF|NOM//obl//7 framgå//VB|INF|AKT//ROOT//7 på//PP//case//10 vilket//HD|NEU|SIN|IND//det//10 regelverk//NN|NEU|SIN|IND|NOM//obl//7 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//12 grundas//VB|PRS|SFO//acl:relcl//10 .//MAD//punct//7
2 Information i årsredovisningen;Enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//nmod//2 3.6.2//RG|NOM//obl//13 skall//VB|PRS|AKT//aux//13 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//13 och//KN//cc//7 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 direktören//NN|UTR|SIN|DEF|NOM//conj//4 omedelbart//AB|POS//advmod//10 före//PP//case//10 underskrifterna//NN|UTR|PLU|DEF|NOM//nmod//4 i//PP//case//12 årsredovisningen//NN|UTR|SIN|DEF|NOM//nmod//10 lämna//VB|INF|AKT//ROOT//13 en//DT|UTR|SIN|IND//det//15 försäkran//NN|UTR|SIN|IND|NOM//obj//13 med//PP//case//17 innebörd//NN|UTR|SIN|IND|NOM//obl//13 att//IE//mark//22 ,//MID//punct//22 såvitt//SN//advmod//22 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//22 känner//VB|PRS|AKT//ccomp//13 till//PL//compound:prt//22 ,//MID//punct//22 årsredovisningen//NN|UTR|SIN|DEF|NOM//nsubj//27 är//VB|PRS|AKT//aux:pass//27 upprättad//PC|PRF|UTR|SIN|IND|NOM//conj//22 i//PP//case//29 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//27 med//PP//case//32 god//JJ|POS|UTR|SIN|IND|NOM//amod//32 redovisningssed//NN|UTR|SIN|IND|NOM//nmod//29 för//PP//case//22
2 Information i årsredovisningen;•//PP//case//2 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 aktieinnehav//NN|NEU|PLU|IND|NOM//ROOT//2 och//KN//cc//4 delägarskap//NN|NEU|PLU|IND|NOM//conj//2 i//PP//case//6 företag//NN|NEU|PLU|IND|NOM//nmod//4 som//HP|-|-|-//obl//9 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//9 har//VB|PRS|AKT//acl:relcl//2 affärsförbindelser//NN|UTR|PLU|IND|NOM//obj//9 med//PP//case//7 ,//MID//punct//2
2 Information i årsredovisningen;•//NN|UTR|SIN|IND|NOM//ROOT//0 om//SN//case//2 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//0 att//IE//mark//5 anse//VB|INF|AKT//csubj//0 som//KN//mark//7 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//5 i//PP//case//11 förhållande//NN|NEU|SIN|IND|NOM//fixed//8 till//PP//fixed//8 bolaget//NN|NEU|SIN|DEF|NOM//obl//5 och//KN//cc//13 bolagsledningen//NN|UTR|SIN|DEF|NOM//conj//11 respektive//AB//cc//16 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 aktieägare//NN|UTR|PLU|IND|NOM//conj//11 i//PP//case//18 bolaget//NN|NEU|SIN|DEF|NOM//nmod//16 .//MAD//punct//0
2 Information i årsredovisningen;För//PP//case//21 ledamot//NN|UTR|SIN|IND|NOM//obl//30 som//HP|-|-|-//nsubj:pass//24 inte//AB//advmod//24 anses//VB|PRS|SFO//acl:relcl//21 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//24 skall//VB|PRS|AKT//aux//30 skälen//NN|NEU|PLU|DEF|NOM//obj//26 för//PP//case//30 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//30 redovisas//VB|PRS|SFO//conj//0 ,//MID//punct//30
2 Information i årsredovisningen;•//NN|NEU|SIN|IND|NOM//aux:pass//4 vilket//HD|NEU|SIN|IND//det//2 år//NN|NEU|SIN|IND|NOM//nmod//3 ledamoten//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 invaldes//VB|PRT|SFO//ROOT//4 i//PP//case//6 styrelsen//NN|UTR|SIN|DEF|NOM//obl//4 ,//MID//punct//4 samt//KN//punct//4
2 Information i årsredovisningen;•//NN|UTR|SIN|IND|NOM//case//2 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 uppgifter//NN|UTR|PLU|IND|NOM//ROOT//2 som//HP|-|-|-//nsubj//5 kan//VB|PRS|AKT//aux//5 vara//VB|INF|AKT//acl:relcl//2 av//PP//case//7 betydelse//NN|UTR|SIN|IND|NOM//obl//5 för//PP//case//9 aktieägarna//NN|UTR|PLU|DEF|NOM//nmod//7 vid//PP//case//11 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//9 av//PP//case//14 ledamotens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 kompetens//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//16 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//14 .//MAD//punct//2

3.2 Valberedningen;•//NN|UTR|SIN|IND|NOM//case//2 en//DT|UTR|SIN|IND//det//2 redogörelse//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//mark//7 hur//HA//advmod//7 valberedningens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//7 bedrivits//VB|SUP|SFO//acl//2 ,//MID//punct//2
3.2 Valberedningen;•//PP//case//1 sammansättning//NN|UTR|SIN|IND|NOM//ROOT//1 .//MID//punct//1
3.2 Valberedningen;Om//SN//mark//6 ledamot//NN|UTR|SIN|IND|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 representerat//VB|SUP|AKT//advcl//12 viss//JJ|POS|UTR|SIN|IND|NOM//amod//8 ägare//NN|UTR|SIN|IND|NOM//obj//6 skall//VB|PRS|AKT//aux//12 ägarens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 namn//NN|NEU|SIN|IND|NOM//nsubj:pass//12 anges//VB|PRS|SFO//parataxis//1 ,//MID//punct//1 samt//KN//punct//1
3.2 Valberedningen;•//PP//case//2 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//2 ersättning//NN|UTR|SIN|IND|NOM//ROOT//2 till//PP//case//4 valberedningen//NN|UTR|SIN|DEF|NOM//nmod//2 .//MAD//punct//2

3.3 Bolagsledningen;•//NN|UTR|SIN|IND|NOM//mark//6 vilken//HD|UTR|SIN|IND//det//2 krets//NN|UTR|SIN|IND|NOM//nmod:poss//5 av//PP//case//4 befattningshavare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//2 principerna//NN|UTR|PLU|DEF|NOM//nsubj//6 avser//VB|PRS|AKT//ROOT//6 ,//MID//punct//6 samt//KN//punct//6
3.3 Bolagsledningen;•//NN|UTR|SIN|IND|NOM//case//2 en//DT|UTR|SIN|IND//det//2 redogörelse//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//mark//10 hur//HA//advmod//10 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//10 om//PP//case//7 ersättning//NN|UTR|SIN|IND|NOM//nmod//5 till//PP//case//9 bolagsledningen//NN|UTR|SIN|DEF|NOM//nmod//7 bereds//VB|PRS|SFO//acl//2 av//PP//case//12 styrelsen//NN|UTR|SIN|DEF|NOM//obl:agent//10 .//MAD//punct//2
3.3 Bolagsledningen;•//NN|UTR|SIN|IND|NOM//case//1 ålder//NN|UTR|SIN|IND|NOM//ROOT//1 ,//MID//punct//1 huvudsaklig//JJ|POS|UTR|SIN|IND|NOM//amod//4 utbildning//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//6 arbetslivserfarenhet//NN|UTR|SIN|IND|NOM//conj//4 ,//MID//punct//1
3.3 Bolagsledningen;•//PP//case//2 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 uppdrag//NN|NEU|PLU|IND|NOM//ROOT//2 i//PP//case//5 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 företag//NN|NEU|PLU|IND|NOM//nmod//2 och//KN//cc//7 organisationer//NN|UTR|PLU|IND|NOM//conj//5 ,//MID//punct//2
3.3 Bolagsledningen;•//NN|UTR|SIN|IND|NOM//advmod//1 innehav//NN|NEU|SIN|IND|NOM//ROOT//1 av//PP//case//3 aktier//NN|UTR|PLU|IND|NOM//nmod//1 och//KN//cc//7 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 instrument//NN|NEU|PLU|IND|NOM//conj//3 i//PP//case//9 bolaget//NN|NEU|SIN|DEF|NOM//nmod//7 ,//MID//punct//1 samt//KN//punct//1
3.3 Bolagsledningen;•//PP//case//2 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 aktieinnehav//NN|NEU|PLU|IND|NOM//ROOT//2 och//KN//cc//4 delägarskap//NN|NEU|PLU|IND|NOM//conj//2 i//PP//case//6 företag//NN|NEU|PLU|IND|NOM//nmod//4 som//HP|-|-|-//obl//9 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//9 har//VB|PRS|AKT//acl:relcl//2 affärsförbindelser//NN|UTR|PLU|IND|NOM//obj//9 med//PP//case//7 .//MAD//punct//2

3.4 Revisorer;•//PP//nmod//5 revisors//NN|UTR|SIN|IND|NOM//amod//4 eller//KN//cc//3 huvudansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//1 revisors//NN|UTR|SIN|IND|GEN//nmod:poss//5 revisionsuppdrag//NN|NEU|SIN|IND|NOM//ROOT//5 i//PP//case//9 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 företag//NN|NEU|PLU|IND|NOM//nmod//5 ,//MID//punct//5
3.4 Revisorer;•//PP//advmod//4 revisionsuppdrag//NN|NEU|PLU|IND|NOM//nsubj//4 i//PP//case//3 företag//NN|NEU|PLU|IND|NOM//nmod//1 närstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//4 till//PP//case//8 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 ägare//NN|UTR|SIN|IND|NOM//obl//4 eller//KN//cc//11 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 direktör//NN|UTR|SIN|IND|NOM//conj//8 ,//MID//punct//4
3.4 Revisorer;•//NN|NEU|SIN|IND|NOM//advmod//4 vilket//HD|NEU|SIN|IND//det//2 år//NN|NEU|SIN|IND|NOM//nmod//3 revisorn//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 valdes//VB|PRT|SFO//ROOT//4 eller//KN//cc//6 blev//VB|PRT|AKT//conj//4 huvudansvarig//JJ|POS|UTR|SIN|IND|NOM//amod//8 revisor//NN|UTR|SIN|IND|NOM//xcomp//6 och//KN//cc//13 hur//HA//advmod//11 länge//AB|POS//advmod//13 revisionsbolaget//NN|NEU|SIN|DEF|NOM//nsubj//13 innehaft//VB|SUP|AKT//conj//4 uppdraget//NN|NEU|SIN|DEF|NOM//obj//13 ,//MID//punct//4 samt//KN//punct//4
3.4 Revisorer;•//NN|UTR|SIN|IND|NOM//case//2 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 uppgifter//NN|UTR|PLU|IND|NOM//ROOT//2 som//HP|-|-|-//nsubj//5 kan//VB|PRS|AKT//aux//5 vara//VB|INF|AKT//acl:relcl//2 av//PP//case//7 betydelse//NN|UTR|SIN|IND|NOM//obl//5 för//PP//case//9 aktieägarna//NN|UTR|PLU|DEF|NOM//nmod//7 vid//PP//case//11 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//9 av//PP//case//16 revisorns//NN|UTR|SIN|DEF|GEN//nmod:poss//16 eller//KN//cc//15 huvudansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//13 revisors//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//19 revisionsbolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//19 kompetens//NN|UTR|SIN|IND|NOM//conj//16 och//KN//cc//21 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//16 .//MAD//punct//2

3.5 Intern kontroll, finansiell rapportering m.m.;•//NN|UTR|SIN|IND|NOM//obl//6 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//nmod//3 3.7.1//RG|NOM//nmod//0 skall//VB|PRS|AKT//aux//6 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 rapportera//VB|INF|AKT//ROOT//6 hur//HA//advmod//20 den//DT|UTR|SIN|DEF//det//10 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj//20 till//PP//case//13 den//DT|UTR|SIN|DEF//det//13 del//NN|UTR|SIN|IND|NOM//nmod//10 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//15 avser//VB|PRS|AKT//acl:relcl//13 den//DT|UTR|SIN|DEF//det//18 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 rapporteringen//NN|UTR|SIN|DEF|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 organiserad//PC|PRF|UTR|SIN|IND|NOM//ccomp//6 och//KN//cc//26 hur//HA//advmod//23 väl//AB//advmod//26 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//26 har//VB|PRS|AKT//aux//26 fungerat//VB|SUP|AKT//conj//20 under//PP//case//30 det//DT|NEU|SIN|DEF//det//30 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//30 räkenskapsåret//NN|NEU|SIN|DEF|NOM//obl//26 ,//MID//punct//6
3.5 Intern kontroll, finansiell rapportering m.m.;•//NN|UTR|SIN|IND|NOM//obl//15 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//nmod//3 3.7.2//RG|NOM//nmod//0 skall//VB|PRS|AKT//aux//15 bolag//NN|NEU|PLU|IND|NOM//nsubj//15 som//HP|-|-|-//nsubj//8 inte//AB//advmod//8 har//VB|PRS|AKT//acl:relcl//5 en//DT|UTR|SIN|IND//det//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 granskningsfunktion//NN|UTR|SIN|IND|NOM//obj//8 (//PAD//punct//11 internrevision//NN|UTR|SIN|IND|NOM//appos//11 )//PAD//punct//5 motivera//VB|INF|AKT//ROOT//15 sitt//PS|NEU|SIN|DEF//nmod:poss//17 ställningstagande//NN|NEU|SIN|IND|NOM//obj//15 ,//MID//punct//15
3.5 Intern kontroll, finansiell rapportering m.m.;•//NN|UTR|SIN|IND|NOM//obl//6 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//nmod//3 3.8.1//RG|NOM//nmod//0 skall//VB|PRS|AKT//aux//6 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 lämna//VB|INF|AKT//ROOT//6 lämna//VB|INF|AKT//xcomp//6 upplysningar//NN|UTR|PLU|IND|NOM//obj//7 om//PP//case//11 det//DT|NEU|SIN|DEF//det//11 sätt//NN|NEU|SIN|IND|NOM//obl//7 på//PP//case//14 vilket//HP|NEU|SIN|IND//det//14 styrelsen//NN|UTR|SIN|DEF|NOM//nmod//11 säkerställer//VB|PRS|AKT//xcomp//6 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//15 i//PP//case//20 den//DT|UTR|SIN|DEF//det//20 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 kontrollen//NN|UTR|SIN|DEF|NOM//obl//15 ,//MID//punct//15 samt//KN//punct//6
3.5 Intern kontroll, finansiell rapportering m.m.;•//NN|UTR|SIN|IND|NOM//obl//7 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//nmod//3 5.1.2//RG|NOM//nmod//0 skall//VB|PRS|AKT//aux//7 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//6 revisor//NN|UTR|SIN|IND|NOM//nsubj//7 avge//VB|INF|AKT//ROOT//7 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 granskningsberättelse//NN|UTR|SIN|IND|NOM//obj//7 över//PP//case//13 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 rapport//NN|UTR|SIN|IND|NOM//nmod//10 om//PP//case//17 den//DT|UTR|SIN|DEF//det//17 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 kontrollen//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//7
3.5 Intern kontroll, finansiell rapportering m.m.;Granskningsberättelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 skall//VB|PRS|AKT//aux//21 publiceras//VB|INF|SFO//parataxis//7 tillsammans//AB//advmod//25 med//PP//case//25 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 rapport//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//7

4 Särskild information om, inför och efter bolagsstämma på bolagets hemsida;Enligt//PP//case//1 Koden//NN|UTR|SIN|DEF|NOM//obl//8 skall//VB|PRS|AKT//aux//8 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//8 ,//MID//punct//8 utöver//PP//mark//8 att//IE//mark//8 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//8 hålla//VB|INF|AKT//ROOT//8 information//NN|UTR|SIN|IND|NOM//obj//8 som//HP|-|-|-//nsubj//11 ingår//VB|PRS|AKT//acl:relcl//9 i//PP//case//13 bolagsstyrningsrapporten//NN|UTR|SIN|DEF|NOM//obl//11 uppdaterad//PC|PRF|UTR|SIN|IND|NOM//xcomp//11 och//KN//cc//16 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//conj//14 på//PP//case//19 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//19 hemsida//NN|UTR|SIN|IND|NOM//obl//11 ,//MID//punct//8 lämna//VB|INF|AKT//conj//8 information//NN|UTR|SIN|IND|NOM//obj//21 på//PP//case//24 hemsidan//NN|UTR|SIN|DEF|NOM//nmod//22 i//PP//case//26 anslutning//NN|UTR|SIN|IND|NOM//obl//21 till//PP//case//28 bolagsstämma//NN|UTR|SIN|IND|NOM//obl//21 enligt//PP//case//30 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//21 .//MAD//punct//8
4 Särskild information om, inför och efter bolagsstämma på bolagets hemsida;•//NN|UTR|SIN|IND|NOM//ROOT//0 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//nmod//3 1.1.1//RG|NOM//nmod//0 när//HA//mark//12 och//KN//fixed//4 på//PP//case//8 vilken//HD|UTR|SIN|IND//det//8 ort//NN|UTR|SIN|IND|NOM//nmod//10 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 bolagsstämma//NN|UTR|SIN|IND|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 hållas//VB|INF|SFO//advcl//0 .//MAD//punct//12
4 Särskild information om, inför och efter bolagsstämma på bolagets hemsida;Uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//19 om//PP//case//17 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//17 stämma//NN|UTR|SIN|IND|NOM//nmod//14 skall//VB|PRS|AKT//aux//19 ges//VB|INF|SFO//parataxis//12 senast//AB|SUV//case//22 sex//RG|NOM//nummod//22 månader//NN|UTR|PLU|IND|NOM//obl//19 före//PP//case//24 stämman//NN|UTR|SIN|DEF|NOM//obl//19 och//KN//cc//31 om//PP//case//28 extra//AB//amod//28 stämma//NN|UTR|SIN|IND|NOM//amod//31 så//AB//advmod//30 snart//JJ|POS|NEU|SIN|IND|NOM//advmod//28 beslut//NN|NEU|SIN|IND|NOM//conj//19 om//PP//mark//34 att//IE//mark//34 hålla//VB|INF|AKT//acl//31 stämman//NN|UTR|SIN|DEF|NOM//obj//34 fattats//VB|SUP|SFO//xcomp//34 av//PP//case//38 styrelsen//NN|UTR|SIN|DEF|NOM//obl:agent//36 ,//MID//punct//19 samt//KN//punct//0
4 Särskild information om, inför och efter bolagsstämma på bolagets hemsida;•//NN|UTR|SIN|IND|NOM//nsubj//10 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//nmod//3 1.1.2//RG|NOM//nmod//0 aktieägares//NN|UTR|PLU|IND|GEN//conj//0 rätt//NN|UTR|SIN|IND|NOM//obj//0 att//IE//mark//7 få//VB|INF|AKT//acl//5 ett//DT|NEU|SIN|IND//det//9 ärende//NN|NEU|SIN|IND|NOM//obj//7 behandlat//PC|PRF|NEU|SIN|IND|NOM//ROOT//10 på//PP//case//12 bolagsstämman//NN|UTR|SIN|DEF|NOM//obl//10 ,//MID//punct//14 vem//HP|UTR|SIN|IND//dislocated//19 en//DT|UTR|SIN|IND//det//17 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//17 begäran//NN|UTR|SIN|IND|NOM//nsubj:pass//19 skall//VB|PRS|AKT//aux//19 ställas//VB|INF|SFO//conj//10 till//PP//compound:prt//19 och//KN//cc//28 vid//PP//case//25 vilken//HD|UTR|SIN|IND//det//24 tidpunkt//NN|UTR|SIN|IND|NOM//nmod//25 begäran//NN|UTR|SIN|IND|NOM//obl//28 måste//VB|PRS|AKT//aux//28 ha//VB|INF|AKT//aux//28 nått//VB|SUP|AKT//conj//19 bolaget//NN|NEU|SIN|DEF|NOM//obj//28 för//PP//mark//35 att//IE//mark//35 med//PP//case//33 säkerhet//NN|UTR|SIN|IND|NOM//obl//35 kunna//VB|INF|AKT//aux//35 tas//VB|INF|SFO//advcl//28 in//PL//compound:prt//35 i//PP//case//38 kallelsen//NN|UTR|SIN|DEF|NOM//obl//35 och//KN//cc//42 ärendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//42 därmed//AB//advmod//42 tas//VB|PRS|SFO//conj//35 upp//PL//compound:prt//42 på//PP//case//45 stämman//NN|UTR|SIN|DEF|NOM//obl//42 .//MAD//punct//10
4 Särskild information om, inför och efter bolagsstämma på bolagets hemsida;Denna//DT|UTR|SIN|DEF//det//48 information//NN|UTR|SIN|IND|NOM//nsubj//50 skall//VB|PRS|AKT//aux//50 finnas//VB|INF|SFO//conj//10 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//50 i//PP//case//54 god//JJ|POS|UTR|SIN|IND|NOM//amod//54 tid//NN|UTR|SIN|IND|NOM//obl//50 före//PP//case//56 stämman//NN|UTR|SIN|DEF|NOM//nmod//54 .//MAD//punct//10
4 Särskild information om, inför och efter bolagsstämma på bolagets hemsida;•//NN|UTR|SIN|IND|NOM//case//4 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//obl//3 1.1.3//RG|NOM//amod//4 kallelse//NN|UTR|SIN|IND|NOM//ROOT//4 till//PP//case//6 bolagsstämman//NN|UTR|SIN|DEF|NOM//nmod//4 ,//MID//punct//4
4 Särskild information om, inför och efter bolagsstämma på bolagets hemsida;•//NN|UTR|SIN|IND|NOM//nsubj//4 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//nmod//3 1.1.4//RG|NOM//nmod//0 uttalande//NN|NEU|SIN|IND|NOM//ROOT//4 från//PP//case//6 Aktiemarknadsnämnden//NN|UTR|SIN|DEF|NOM//nmod//4 i//PP//case//9 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//9 helhet//NN|UTR|SIN|IND|NOM//obl//4 eller//KN//cc//13 det//DT|NEU|SIN|DEF//det//13 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 innehållet//NN|NEU|SIN|DEF|NOM//conj//9 i//PP//case//15 uttalandet//NN|NEU|SIN|DEF|NOM//nmod//13 ,//MID//punct//4 om//PP//mark//18 uttalande//NN|NEU|SIN|IND|NOM//nsubj:pass//29 av//PP//case//20 betydelse//NN|UTR|SIN|IND|NOM//nmod//18 för//PP//case//23 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//23 aktieägare//NN|UTR|PLU|IND|NOM//nmod//18 rörande//PP//case//26 visst//JJ|POS|NEU|SIN|IND|NOM//amod//26 ärende//NN|NEU|SIN|IND|NOM//nmod//18 på//PP//case//28 bolagsstämman//NN|UTR|SIN|DEF|NOM//nmod//26 inhämtats//VB|SUP|SFO//conj//4 av//PP//case//31 bolaget//NN|NEU|SIN|DEF|NOM//obl:agent//29 ,//MID//punct//4 samt//KN//punct//4
4 Särskild information om, inför och efter bolagsstämma på bolagets hemsida;•//NN|UTR|SIN|IND|NOM//case//4 enligt//PP//case//2 punkt//NN|UTR|SIN|IND|NOM//obl//3 1.1.5//RG|NOM//nummod//4 förslag//NN|NEU|SIN|IND|NOM//obl//17 till//PP//case//6 beslut//NN|NEU|SIN|IND|NOM//nmod//4 av//PP//case//8 bolagsstämman//NN|UTR|SIN|DEF|NOM//nmod//6 ,//MID//punct//13 vilka//HP|UTR/NEU|PLU|IND//det//12 beträffande//PP//amod//12 förslag//NN|NEU|PLU|IND|NOM//nsubj//13 lämnade//VB|PRT|AKT//acl:relcl//8 av//PP//case//15 styrelsen//NN|UTR|SIN|DEF|NOM//obl//13 skall//VB|PRS|AKT//aux//17 finnas//VB|INF|SFO//ROOT//17 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//17 i//PP//case//22 så//AB//advmod//21 god//JJ|POS|UTR|SIN|IND|NOM//amod//22 tid//NN|UTR|SIN|IND|NOM//obl//17 som//KN//mark//24 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//22 före//PP//case//26 stämman//NN|UTR|SIN|DEF|NOM//obl//24 och//KN//cc//30 senast//AB|SUV//case//30 två//RG|NOM//nummod//30 veckor//NN|UTR|PLU|IND|NOM//conj//22 före//PP//case//32 stämman//NN|UTR|SIN|DEF|NOM//obl//17 .//MAD//punct//17
