Promemoria;2013-11-11//RG|NOM//ROOT//0
Panelsamtal;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 är//VB|PRS|AKT//cop//77 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//3 att//SN//mark//83 SFSU//PM|NOM//nsubj//83 även//AB//advmod//82 i//PP//case//82 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//83 blir//VB|PRS|AKT//csubj//77 inbjuden//PC|PRF|UTR|SIN|IND|NOM//xcomp//83 till//PP//case//88 den//DT|UTR|SIN|DEF//det//88 här//AB//fixed//86 typen//NN|UTR|SIN|DEF|NOM//obl//83 av//PP//case//90 samtal//NN|NEU|PLU|IND|NOM//nmod//88 .//MAD//punct//77
Panelsamtal;Birgitta//PM|NOM//nsubj//3 Ljung//PM|NOM//flat:name//0  //_SP////1 sade//VB|PRT|AKT//ROOT//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//3 dela//VB|INF|AKT//xcomp//3 Patrik//PM|NOM//obj//5 Asplunds//PM|GEN//nmod:poss//8 bild//NN|UTR|SIN|IND|NOM//obj//5 att//SN//mark//18 effekterna//NN|UTR|PLU|DEF|NOM//nsubj//18 för//PP//case//13 en//DT|UTR|SIN|IND//det//13 överträdelse//NN|UTR|SIN|IND|NOM//nmod//10 idag//AB//advmod//18 inte//AB//advmod//18 är//VB|PRS|AKT//cop//18 tillräckligt//AB|POS//advmod//18 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//5 .//MAD//punct//3
Panelsamtal;Riksidrottsförbundet//NN|NEU|SIN|DEF|NOM//nsubj//22 har//VB|PRS|AKT//aux//22 arbetat//VB|SUP|AKT//parataxis//3 långsiktigt//AB|POS//advmod//22 med//PP//case//25 samordningsfrågorna//NN|UTR|PLU|DEF|NOM//obl//22 och//KN//cc//29 har//VB|PRS|AKT//aux//29 även//AB//advmod//29 arbetat//VB|SUP|AKT//conj//22 med//PP//case//31 frågor//NN|UTR|PLU|IND|NOM//obl//29 rörande//PP//case//33 matchfixing//NN|UTR|SIN|IND|NOM//nmod//31 som//KN//mark//36 en//DT|UTR|SIN|IND//det//36 del//NN|UTR|SIN|IND|NOM//nmod//33 av//PP//case//40 den//DT|UTR|SIN|DEF//det//40 kriminella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 infiltrationen//NN|UTR|SIN|DEF|NOM//nmod//36 i//PP//case//42 klubbarna//NN|UTR|PLU|DEF|NOM//nmod//40 .//MAD//punct//22
Panelsamtal;Riksidrottsförbundet//NN|NEU|SIN|DEF|NOM//nsubj//45 menar//VB|PRS|AKT//parataxis//22 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 finns//VB|PRS|SFO//ccomp//45 en//DT|UTR|SIN|IND//det//50 kultur//NN|UTR|SIN|IND|NOM//nsubj//48 inom//PP//case//52 idrotten//NN|UTR|SIN|DEF|NOM//nmod//50 ,//MID//punct//48 även//AB//advmod//56 bland//PP//case//56 spelarna//NN|UTR|PLU|DEF|NOM//obl//48 ,//MID//punct//56 där//HA//advmod//60 man//PN|UTR|SIN|IND|SUB//nsubj//60 har//VB|PRS|AKT//acl:relcl//56 en//DT|UTR|SIN|IND//det//63 tillåtande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 inställning//NN|UTR|SIN|IND|NOM//obj//60 till//PP//case//65 regelbrott//NN|NEU|PLU|IND|NOM//obl//60 .//MAD//punct//22
Panelsamtal;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//70 är//VB|PRS|AKT//cop//70 en//DT|UTR|SIN|IND//det//70 fråga//NN|UTR|SIN|IND|NOM//parataxis//22 som//HP|-|-|-//obl//75 Riksidrottsförbundet//NN|NEU|SIN|DEF|NOM//nsubj//75 kommer//VB|PRS|AKT//aux//75 att//IE//mark//75 arbeta//VB|INF|AKT//acl:relcl//70 vidare//AB|KOM//compound:prt//75 med//PP//case//71 .//MAD//punct//22
Panelsamtal;Lena//PM|NOM//nsubj//3 Tysk//PM|NOM//flat:name//0  //_SP////1 menade//VB|PRT|AKT//ROOT//3 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 fortfarande//AB//advmod//7 kvarstår//VB|PRS|AKT//ccomp//3 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 frågetecken//NN|NEU|PLU|IND|NOM//nsubj//7 som//HP|-|-|-//nsubj:pass//12 måste//VB|PRS|AKT//aux//12 rätas//VB|INF|SFO//acl:relcl//9 ut//PL//compound:prt//12 ,//MID//punct//9 t.ex.//AB|AN//advmod//19 vilken//HP|UTR|SIN|IND//det//19 den//DT|UTR|SIN|DEF//det//19 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 plattformen//NN|UTR|SIN|DEF|NOM//appos//9 är//VB|PRS|AKT//cop//9 samt//KN//cc//22 vem//HP|UTR|SIN|IND//conj//9 som//HP|-|-|-//nsubj//24 har//VB|PRS|AKT//acl:cleft//22 vilken//HD|UTR|SIN|IND//det//26 roll//NN|UTR|SIN|IND|NOM//obj//24 .//MID//punct//3
Panelsamtal;De//DT|UTR/NEU|PLU|DEF//det//30 få//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 supportrar//NN|UTR|PLU|IND|NOM//nsubj:pass//35 som//HP|-|-|-//nsubj//32 stör//VB|PRS|AKT//acl:relcl//30 ordningen//NN|UTR|SIN|DEF|NOM//obj//32 måste//VB|PRS|AKT//aux//35 lagföras//VB|INF|SFO//parataxis//3 .//MAD//punct//3
Panelsamtal;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 behövs//VB|PRS|SFO//parataxis//3 lagstiftning//NN|UTR|SIN|IND|NOM//nsubj:pass//38 på//PP//case//41 området//NN|NEU|SIN|DEF|NOM//obl//38 ,//MID//punct//38 även//AB//mark//49 om//SN//fixed//43 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 inte//AB//advmod//49 är//VB|PRS|AKT//cop//49 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 lösningen//NN|UTR|SIN|DEF|NOM//advcl//38 .//MAD//punct//3
Panelsamtal;Redan//AB//advmod//1 idag//AB//advmod//2 finns//VB|PRS|SFO//ROOT//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 verktyg//NN|NEU|PLU|IND|NOM//nsubj//2 ,//MID//punct//2 men//KN//cc//10 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//10 måste//VB|PRS|AKT//aux//10 användas//VB|INF|SFO//conj//2 .//MAD//punct//2
Panelsamtal;Ansvarsrätten//NN|UTR|SIN|DEF|NOM//nsubj//15 är//VB|PRS|AKT//cop//15 ett//DT|NEU|SIN|IND//det//15 exempel//NN|NEU|SIN|IND|NOM//parataxis//2 på//PP//case//17 verktyg//NN|NEU|PLU|IND|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//20 inte//AB//advmod//20 används//VB|PRS|SFO//acl:relcl//17 i//PP//case//24 tillräckligt//AB|POS//advmod//23 stor//JJ|POS|UTR|SIN|IND|NOM//amod//24 utsträckning//NN|UTR|SIN|IND|NOM//obl//20 .//MID//punct//2
Panelsamtal;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 ligger//VB|PRS|AKT//parataxis//2 på//PP//case//29 arrangören//NN|UTR|SIN|DEF|NOM//obl//27 att//IE//mark//31 använda//VB|INF|AKT//csubj//27 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//31 och//KN//cc//34 fördöma//VB|INF|AKT//conj//31 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 oönskade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 beteenden//NN|NEU|PLU|IND|NOM//obj//34 .//MAD//punct//2
Panelsamtal;Jörgen//PM|NOM//nsubj//3 Lindgren//PM|NOM//flat:name//0  //_SP////1 anförde//VB|PRT|AKT//ROOT//3 att//SN//mark//10 de//DT|UTR/NEU|PLU|DEF//det//7 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 frågorna//NN|UTR|PLU|DEF|NOM//nsubj//10 är//VB|PRS|AKT//cop//10 tillräckligt//AB|POS//advmod//10 utredda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//3 och//KN//cc//15 att//SN//mark//15 idrotten//NN|UTR|SIN|DEF|NOM//nsubj//15 nu//AB//advmod//15 har//VB|PRS|AKT//conj//10 en//DT|UTR|SIN|IND//det//18 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 grund//NN|UTR|SIN|IND|NOM//obj//15 att//IE//mark//20 stå//VB|INF|AKT//acl//18 på//PP//case//20 .//MAD//punct//3
Panelsamtal;Nu//AB//advmod//26 måste//VB|PRS|AKT//aux//26 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//26 komma//VB|INF|AKT//parataxis//3 vidare//AB|KOM//advmod//26 och//KN//cc//29 börja//VB|INF|AKT//conj//26 agera//VB|INF|AKT//xcomp//29 ,//MID//punct//32 ställa//VB|INF|AKT//conj//30 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 krav//NN|NEU|PLU|IND|NOM//obj//32 på//PP//case//36 klubbarna//NN|UTR|PLU|DEF|NOM//obl//32 och//KN//cc//38 se//VB|INF|AKT//conj//30 till//PL//compound:prt//38 att//SN//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 finns//VB|PRS|SFO//ccomp//38 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//42 att//IE//mark//46 kunna//VB|INF|AKT//aux//46 straffa//VB|INF|AKT//acl//43 individer//NN|UTR|PLU|IND|NOM//obj//46 som//HP|-|-|-//nsubj//49 begår//VB|PRS|AKT//acl:relcl//47 överträdelser//NN|UTR|PLU|IND|NOM//obj//49 .//MAD//punct//26
Panelsamtal;Spelarna//NN|UTR|PLU|DEF|NOM//nsubj//53 har//VB|PRS|AKT//parataxis//26 en//DT|UTR|SIN|IND//det//56 stor//JJ|POS|UTR|SIN|IND|NOM//amod//56 roll//NN|UTR|SIN|IND|NOM//obj//53 i//PP//case//60 det//DT|NEU|SIN|DEF//det//60 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//60 arbetet//NN|NEU|SIN|DEF|NOM//obl//53 .//MAD//punct//26
Panelsamtal;Lars-Christer//PM|NOM//nsubj//4  //_SP////0 Olsson//PM|NOM//nmod//0  //_SP////2 efterfrågade//VB|PRT|AKT//ROOT//4 att//SN//mark//9 den//DT|UTR|SIN|DEF//det//8 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//8 debatten//NN|UTR|SIN|DEF|NOM//nsubj//9 blir//VB|PRS|AKT//ccomp//4 konkret//JJ|POS|UTR|SIN|IND|NOM//xcomp//9 och//KN//cc//12 har//VB|PRS|AKT//conj//9 ett//DT|NEU|SIN|IND//det//15 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//15 fokus//NN|NEU|SIN|IND|NOM//obj//12 .//MAD//punct//4
Panelsamtal;Nu//AB//advmod//20 måste//VB|PRS|AKT//aux//20 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//20 enas//VB|INF|SFO//conj//4 om//PP//mark//24 vem//HP|UTR|SIN|IND//dislocated//24 som//HP|-|-|-//nsubj//24 gör//VB|PRS|AKT//advcl//20 vad//HP|NEU|SIN|IND//obj//24 ,//MID//punct//27 börja//VB|INF|AKT//conj//20 agera//VB|INF|AKT//xcomp//27 och//KN//cc//30 sluta//VB|INF|AKT//conj//28 skylla//VB|INF|AKT//xcomp//30 på//PP//case//33 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//31 .//MAD//punct//20
Panelsamtal;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//38 måste//VB|PRS|AKT//aux//38 hanteras//VB|INF|SFO//parataxis//20 simultant//NN|UTR|SIN|IND|NOM//xcomp//38 .//MAD//punct//20
Panelsamtal;Lagstiftning//NN|UTR|SIN|IND|NOM//nsubj//42 finns//VB|PRS|SFO//parataxis//20 redan//AB//advmod//42 .//MAD//punct//20
Panelsamtal;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 finns//VB|PRS|SFO//parataxis//20 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 sammanhang//NN|NEU|PLU|IND|NOM//nsubj//46 där//HA//advmod//52 spelarna//NN|UTR|PLU|DEF|NOM//nsubj//52 kan//VB|PRS|AKT//aux//52 fungera//VB|INF|AKT//acl:relcl//48 som//KN//case//54 ambassadörer//NN|UTR|PLU|IND|NOM//xcomp//52 för//PP//mark//57 att//IE//mark//57 förändra//VB|INF|AKT//advcl//52 attityder//NN|UTR|PLU|IND|NOM//obj//57 .//MAD//punct//46
Panelsamtal;SEF//PM|NOM//nsubj//63 kommer//VB|PRS|AKT//aux//63 att//IE//mark//63 ställa//VB|INF|AKT//parataxis//46 krav//NN|NEU|PLU|IND|NOM//obj//63 på//PP//case//66 föreningarna//NN|UTR|PLU|DEF|NOM//obl//63 så//AB//mark//73 att//SN//fixed//67 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//73 i//PP//case//72 sin//PS|UTR|SIN|DEF//nmod:poss//72 tur//NN|UTR|SIN|IND|NOM//obl//73 ställer//VB|PRS|AKT//advcl//63 krav//NN|NEU|PLU|IND|NOM//obj//73 på//PP//case//76 spelarna//NN|UTR|PLU|DEF|NOM//obl//73 .//MAD//punct//20
Panelsamtal;Rose-Marie//PM|NOM//nsubj//4  //_SP////0 Frebran//PM|NOM//nmod//0  //_SP////2 avslutade//VB|PRT|AKT//ROOT//4 panelsamtalet//NN|NEU|SIN|DEF|NOM//obj//4 med//PP//mark//8 att//IE//mark//8 konstatera//VB|INF|AKT//advcl//4 att//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 måste//VB|PRS|AKT//aux//12 bli//VB|INF|AKT//ccomp//8 mer//AB|KOM//advmod//14 fest//NN|UTR|SIN|IND|NOM//xcomp//12 ,//MID//punct//16 glädje//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//18 entusiasm//NN|UTR|SIN|IND|NOM//conj//14 ,//MID//punct//22 och//KN//cc//22 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 hat//NN|NEU|SIN|IND|NOM//conj//12 ,//MID//punct//25 inom//PP//case//25 klubbidrotten//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//4

