Så enkelt som möjligt för så många som möjligt (1);–//RG|NOM//punct//3  //_SP////0 En//DT|UTR|SIN|IND//det//3 bit//NN|UTR|SIN|IND|NOM//ROOT//3 på//PP//case//5 väg//NN|UTR|SIN|IND|NOM//nmod//3
Bilaga 2 / E-delegationens ursprungliga uppdrag;Direktivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//95 har//VB|PRS|AKT//aux//95 delvis//AB//advmod//95 genomförts//VB|SUP|SFO//parataxis//3 genom//PP//case//97 förordningen//NN|UTR|SIN|DEF|NOM//obl//95 (//PAD//punct//97 2008:31//RG|NOM//appos//97 )//PAD//punct//97 om//PP//case//102 villkor//NN|NEU|PLU|IND|NOM//nmod//97 vid//PP//case//104 vidareutnyttjande//NN|NEU|SIN|IND|NOM//nmod//102 av//PP//case//106 information//NN|UTR|SIN|IND|NOM//nmod//104 från//PP//case//109 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 myndigheter//NN|UTR|PLU|IND|NOM//nmod//106 .//MAD//punct//3
Bilaga 2 / E-delegationens ursprungliga uppdrag;I//PP//case//1 propositionen//NN|UTR|SIN|DEF|NOM//obl//2 Offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//3 förvaltning//NN|UTR|SIN|IND|NOM//nsubj//15 för//PP//case//5 demokrati//NN|UTR|SIN|IND|NOM//nmod//3 ,//MID//punct//7 delaktighet//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//9 tillväxt//NN|UTR|SIN|IND|NOM//conj//5 (//PAD//punct//5 prop//NN|UTR|SIN|IND|NOM//conj//5 .//MID//punct//3
Bilaga 2 / E-delegationens ursprungliga uppdrag;2009/10:175//RG|NOM//nmod//3 )//PAD//punct//3 föreslås//VB|PRS|SFO//ROOT//15 en//DT|UTR|SIN|IND//det//17 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//15 om//PP//mark//19 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//17 av//PP//case//21 handlingar//NN|UTR|PLU|IND|NOM//nmod//19 från//PP//case//25 den//DT|UTR|SIN|DEF//det//25 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//21 .//MAD//punct//15
Bilaga 2 / E-delegationens ursprungliga uppdrag;Genom//PP//case//30 den//DT|UTR|SIN|DEF//det//30 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//30 lagen//NN|UTR|SIN|DEF|NOM//obl//31 genomförs//VB|PRS|SFO//parataxis//15 PSI-direktivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//31 i//PP//case//35 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//35 rätt//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//15

Bilaga 2 / Riktlinjer för användning av s.k. sociala medier;E-delegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 redogör//VB|PRS|AKT//ROOT//1 i//PP//case//5 sitt//PS|NEU|SIN|DEF//nmod:poss//4 delbetänkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 Strategi//NN|UTR|SIN|IND|NOM//obl//1 för//PP//case//8 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//8 arbete//NN|NEU|SIN|IND|NOM//nmod//5 med//PP//case//10 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//8 (//PAD//punct//5 SOU//PM|NOM//appos//5 2009:86//RG|NOM//nummod//12 )//PAD//punct//12 för//PP//case//18 den//DT|UTR|SIN|DEF//det//18 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//18 internetkompetensen//NN|UTR|SIN|DEF|NOM//obl//1 hos//PP//case//20 medborgare//NN|UTR|PLU|IND|NOM//nmod//18 och//KN//cc//22 företag//NN|NEU|PLU|IND|NOM//conj//20 .//MAD//punct//1
Bilaga 2 / Riktlinjer för användning av s.k. sociala medier;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//27 har//VB|PRS|AKT//aux//27 samtidigt//AB//advmod//27 börjat//VB|SUP|AKT//parataxis//1 använda//VB|INF|AKT//xcomp//27 s.k.//AB|AN//amod//31 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 medier//NN|NEU|PLU|IND|NOM//obj//28 för//PP//mark//34 att//IE//mark//34 fånga//VB|INF|AKT//advcl//28 upp//PL//compound:prt//34 användarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//37 behov//NN|NEU|PLU|IND|NOM//obj//34 i//PP//case//39 syfte//NN|NEU|SIN|IND|NOM//obl//34 att//IE//mark//41 utveckla//VB|INF|AKT//advcl//34 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//43 tjänster//NN|UTR|PLU|IND|NOM//obj//41 .//MAD//punct//51
Bilaga 2 / Riktlinjer för användning av s.k. sociala medier;Enligt//PP//case//46 delegationen//NN|UTR|SIN|DEF|NOM//obl//51 bör//VB|PRS|AKT//aux//51 en//DT|UTR|SIN|IND//det//50 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//50 utveckling//NN|UTR|SIN|IND|NOM//nsubj:pass//51 främjas//VB|INF|SFO//advcl//27 .//MAD//punct//1

Bilaga 2 / Uppdraget;Vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//0 av//PP//case//2 information//NN|UTR|SIN|IND|NOM//nmod//0
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 ges//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 uppdrag//NN|NEU|SIN|IND|NOM//fixed//2 att//IE//mark//21 ,//MID//punct//21 med//PP//case//11 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//6 i//PP//fixed//6 den//DT|UTR|SIN|DEF//det//11 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 lagen//NN|UTR|SIN|DEF|NOM//obl//21 om//PP//mark//13 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//11 av//PP//case//15 handlingar//NN|UTR|PLU|IND|NOM//obl:agent//13 från//PP//case//19 den//DT|UTR|SIN|DEF//det//19 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//15 ,//MID//punct//21 främja//VB|INF|AKT//advcl//1 och//KN//cc//23 samordna//VB|INF|AKT//conj//21 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//25 arbete//NN|NEU|SIN|IND|NOM//obj//23 med//PP//mark//28 att//IE//mark//28 förbättra//VB|INF|AKT//advcl//23 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//28 för//PP//case//31 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//28 av//PP//case//33 information//NN|UTR|SIN|IND|NOM//nmod//31 från//PP//case//37 den//DT|UTR|SIN|DEF//det//37 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//33 .//MAD//punct//1
Bilaga 2 / Uppdraget;I//PP//case//2 sitt//PS|NEU|SIN|DEF//nmod:poss//2 arbete//NN|NEU|SIN|IND|NOM//obl//13 för//PP//mark//5 att//IE//mark//5 förbättra//VB|INF|AKT//acl//2 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//5 för//PP//case//8 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//5 av//PP//case//10 information//NN|UTR|SIN|IND|NOM//nmod//8 ska//VB|PRS|AKT//aux//13 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//13 verka//VB|INF|AKT//ROOT//13 för//PP//case//15 erfarenhetsutbyte//NN|NEU|SIN|IND|NOM//obl//13 och//KN//cc//17 kunskapsspridning//NN|UTR|SIN|IND|NOM//conj//15 om//PP//case//20 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 exempel//NN|NEU|PLU|IND|NOM//nmod//17 på//PP//mark//25 hur//HA//advmod//25 information//NN|UTR|SIN|IND|NOM//nsubj:pass//25 kan//VB|PRS|AKT//aux//25 tillhandahållas//VB|INF|SFO//advcl//13 .//MAD//punct//13
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//29 ska//VB|PRS|AKT//aux//29 undersöka//VB|INF|AKT//parataxis//13 hur//HA//advmod//36 information//NN|UTR|SIN|IND|NOM//nsubj:pass//36 praktiskt//AB|POS//amod//31 och//KN//cc//36 tekniskt//AB|POS//advmod//36 kan//VB|PRS|AKT//aux//36 tillhandahållas//VB|INF|SFO//ccomp//29 för//PP//case//39 automatiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 uttag//NN|NEU|PLU|IND|NOM//obl//36 i//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 fall//NN|NEU|PLU|IND|NOM//obl//36 uttag//NN|NEU|PLU|IND|NOM//nsubj//48 i//PP//case//46 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//46 form//NN|UTR|SIN|IND|NOM//nmod//43 är//VB|PRS|AKT//cop//48 tillåtet//PC|PRF|NEU|SIN|IND|NOM//obl//36 och//KN//cc//54 den//DT|UTR|SIN|DEF//det//52 berörda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//52 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//54 har//VB|PRS|AKT//aux//54 bedömt//VB|SUP|AKT//conj//48 att//SN//mark//56 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//54 av//PP//case//58 informationen//NN|UTR|SIN|DEF|NOM//nmod//56 i//PP//case//61 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//61 form//NN|UTR|SIN|IND|NOM//nmod//58 är//VB|PRS|AKT//cop//63 lämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//13 .//MAD//punct//13
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//71 ska//VB|PRS|AKT//aux//71 i//PP//case//69 detta//DT|NEU|SIN|DEF//det//69 arbete//NN|NEU|SIN|IND|NOM//obl//71 särskilt//AB//advmod//71 uppmärksamma//VB|INF|AKT//parataxis//13 behovet//NN|NEU|SIN|DEF|NOM//obj//71 av//PP//case//74 skydd//NN|NEU|SIN|IND|NOM//nmod//72 för//PP//case//78 den//DT|UTR|SIN|DEF//det//78 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 integriteten//NN|UTR|SIN|DEF|NOM//nmod//72 .//MID//punct//71
Bilaga 2 / Uppdraget;När//HA//mark//82 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//82 gäller//VB|PRS|AKT//advcl//94 frågor//NN|UTR|PLU|IND|NOM//obj//82 om//PP//case//85 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//83 av//PP//case//87 handlingar//NN|UTR|PLU|IND|NOM//nmod//85 i//PP//case//90 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//90 form//NN|UTR|SIN|IND|NOM//nmod//87 ska//VB|PRS|AKT//aux//94 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//94 dessutom//AB//advmod//94 beakta//VB|INF|AKT//parataxis//71 de//DT|UTR/NEU|PLU|DEF//det//96 överväganden//NN|NEU|PLU|IND|NOM//obj//94 och//KN//cc//98 förslag//NN|NEU|PLU|IND|NOM//conj//96 som//HP|-|-|-//nsubj:pass//100 redovisas//VB|PRS|SFO//acl:relcl//98 i//PP//case//105 E-offentlighetskommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//105 slutbetänkande//NN|NEU|SIN|IND|NOM//amod//105 Allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 handlingar//NN|UTR|PLU|IND|NOM//obl//100 i//PP//case//108 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//108 form//NN|UTR|SIN|IND|NOM//nmod//105 –//RG|NOM//punct//110 offentlighet//NN|UTR|SIN|IND|NOM//conj//108 och//KN//cc//112 integritet//NN|UTR|SIN|IND|NOM//conj//108 (//PAD//punct//105 SOU//PM|NOM//nmod//115 2010:4//RG|NOM//appos//105 )//PAD//punct//94 .//MAD//punct//71
Bilaga 2 / Uppdraget;I//PP//case//3 PSI-direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 artikel//NN|UTR|SIN|IND|NOM//nmod//3 8.2//RG|NOM//obl//4 anges//VB|PRS|SFO//ROOT//4 att//SN//mark//8 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//8 ska//VB|PRS|AKT//aux//8 uppmuntras//VB|INF|SFO//ccomp//4 att//IE//mark//10 använda//VB|INF|AKT//xcomp//8 standardiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 licenser//NN|UTR|PLU|IND|NOM//obj//10 .//MAD//punct//4
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//16 ska//VB|PRS|AKT//aux//16 bedöma//VB|INF|AKT//parataxis//4 på//PP//case//19 vilka//HD|UTR/NEU|PLU|IND//det//19 områden//NN|NEU|PLU|IND|NOM//nsubj:pass//30 och//KN//cc//28 för//PP//case//23 vilken//HD|UTR|SIN|IND//det//23 typ//NN|UTR|SIN|IND|NOM//fixed//20 av//PP//case//25 handlingar//NN|UTR|PLU|IND|NOM//nmod//23 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//28 standardiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 licenser//NN|UTR|PLU|IND|NOM//conj//19 kan//VB|PRS|AKT//aux//30 behövas//VB|INF|SFO//advcl//16 och//KN//cc//36 vilka//HD|UTR/NEU|PLU|IND//det//33 frågor//NN|UTR|PLU|IND|NOM//obj//36 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//36 bör//VB|PRS|AKT//aux//36 reglera//VB|INF|AKT//conj//30 .//MAD//punct//16
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//39 ska//VB|PRS|AKT//parataxis//16 ,//MID//punct//39 om//SN//mark//43 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//43 bedömer//VB|PRS|AKT//advcl//39 att//SN//mark//46 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//46 behövs//VB|PRS|SFO//ccomp//43 ,//MID//punct//46 i//PP//case//49 samråd//NN|NEU|SIN|IND|NOM//obl//46 med//PP//case//52 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//52 myndigheter//NN|UTR|PLU|IND|NOM//nmod//49 utarbeta//VB|INF|AKT//advcl//39 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//56 standardiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 licenser//NN|UTR|PLU|IND|NOM//obj//53 och//KN//cc//58 föreslå//VB|INF|AKT//conj//53 hur//HA//advmod//62 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//62 ska//VB|PRS|AKT//aux//62 hanteras//VB|INF|SFO//ccomp//58 i//PP//case//64 framtiden//NN|UTR|SIN|DEF|NOM//obl//62 .//MAD//punct//4
Bilaga 2 / Uppdraget;Vidare//AB|KOM//advmod//3 ska//VB|PRS|AKT//aux//3 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//3 verka//VB|INF|AKT//ROOT//3 för//PP//mark//11 att//SN//mark//11 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//11 på//PP//case//10 ett//DT|NEU|SIN|IND//det//10 ändamålsenligt//JJ|POS|NEU|SIN|IND|NOM//amod//10 sätt//NN|NEU|SIN|IND|NOM//nmod//6 informerar//VB|PRS|AKT//advcl//3 om//PP//mark//16 vilka//HD|UTR/NEU|PLU|IND//det//14 handlingar//NN|UTR|PLU|IND|NOM//dislocated//16 som//HP|-|-|-//nsubj//16 finns//VB|PRS|SFO//ccomp//11 hos//PP//case//18 myndigheten//NN|UTR|SIN|DEF|NOM//obl//16 och//KN//cc//21 som//HP|-|-|-//nsubj:pass//21 tillhandahålls//VB|PRS|SFO//conj//16 för//PP//case//23 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//21 .//MAD//punct//3
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 utveckla//VB|INF|AKT//ROOT//2 former//NN|UTR|PLU|IND|NOM//obj//2 för//PP//mark//6 att//IE//mark//6 tillgängliggöra//VB|INF|AKT//advcl//2 informationen//NN|UTR|SIN|DEF|NOM//obj//6 om//PP//case//9 handlingar//NN|UTR|PLU|IND|NOM//nmod//7 för//PP//case//11 vidareutnyttjande//NN|NEU|SIN|IND|NOM//nmod//9 i//PP//case//15 en//DT|UTR|SIN|IND//det//15 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//15 form//NN|UTR|SIN|IND|NOM//nmod//11 ,//MID//punct//6 t.ex.//AB|AN//advmod//21 på//PP//case//21 en//DT|UTR|SIN|IND//det//21 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//21 webbplats//NN|UTR|SIN|IND|NOM//appos//6 .//MAD//punct//2
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//28 ska//VB|PRS|AKT//aux//28 i//PP//case//27 detta//DT|NEU|SIN|DEF//det//27 arbete//NN|NEU|SIN|IND|NOM//obl//28 säkerställa//VB|INF|AKT//parataxis//2 att//SN//mark//36 skyddet//NN|NEU|SIN|DEF|NOM//nsubj:pass//36 för//PP//case//34 den//DT|UTR|SIN|DEF//det//34 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 integriteten//NN|UTR|SIN|DEF|NOM//nmod//30 kan//VB|PRS|AKT//aux//36 upprätthållas//VB|INF|SFO//ccomp//28 .//MAD//punct//28
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 särskilt//AB//advmod//3 uppmärksamma//VB|INF|AKT//ROOT//3 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//3 för//PP//case//9 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 och//KN//cc//8 nyetablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//6 företag//NN|NEU|PLU|IND|NOM//nmod//4 att//IE//mark//11 få//VB|INF|AKT//xcomp//3 tillträde//NN|NEU|SIN|IND|NOM//obj//11 till//PP//case//14 marknaden//NN|UTR|SIN|DEF|NOM//obl//11 för//PP//case//17 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//17 information//NN|UTR|SIN|IND|NOM//nmod//14 .//MAD//punct//3
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 följa//VB|INF|AKT//ROOT//2 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//2 på//PP//case//5 området//NN|NEU|SIN|DEF|NOM//obl//2 och//KN//cc//7 bedöma//VB|INF|AKT//conj//2 behovet//NN|NEU|SIN|DEF|NOM//obj//7 av//PP//case//12 ytterligare//AB|KOM//advmod//11 förvaltningsgemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 insatser//NN|UTR|PLU|IND|NOM//nmod//8 .//MAD//punct//2
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//16 ska//VB|PRS|AKT//aux//16 utreda//VB|INF|AKT//parataxis//2 om//SN//mark//21 någon//DT|UTR|SIN|IND//det//19 myndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//21 behöver//VB|PRS|AKT//aux//21 ges//VB|INF|SFO//advcl//16 stödjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 ,//MID//punct//24 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//22 ,//MID//punct//26 samordnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 eller//KN//cc//28 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//26 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//21 på//PP//case//31 området//NN|NEU|SIN|DEF|NOM//nmod//29 .//MAD//punct//16
Bilaga 2 / Uppdraget;Riktlinjer//NN|UTR|PLU|IND|NOM//ROOT//0 för//PP//case//2 användning//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//5 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 medier//NN|NEU|PLU|IND|NOM//nmod//2
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//8 ska//VB|PRS|AKT//aux//8 inom//PP//case//6 ramen//NN|UTR|SIN|DEF|NOM//fixed//2 för//PP//fixed//2 sitt//PS|NEU|SIN|DEF//nmod:poss//6 uppdrag//NN|NEU|SIN|IND|NOM//obl//8 att//IE//mark//8 utveckla//VB|INF|AKT//ROOT//8 vägledningar//NN|UTR|PLU|IND|NOM//obj//8 även//AB//advmod//11 ta//VB|INF|AKT//advcl//8 fram//PL//compound:prt//11 riktlinjer//NN|UTR|PLU|IND|NOM//obj//11 för//PP//case//17 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//17 användning//NN|UTR|SIN|IND|NOM//obl//11 av//PP//case//20 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 medier//NN|NEU|PLU|IND|NOM//nmod//17 ,//MID//punct//20 t.ex.//AB|AN//advmod//23 Facebook//PM|NOM//appos//20 och//KN//cc//25 Twitter//PM|NOM//conj//23 .//MAD//punct//8
Bilaga 2 / Uppdraget;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//33 ska//VB|PRS|AKT//aux//33 i//PP//case//31 detta//DT|NEU|SIN|DEF//det//31 arbete//NN|NEU|SIN|IND|NOM//obl//33 särskilt//AB//advmod//33 beakta//VB|INF|AKT//parataxis//8 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 aspekter//NN|UTR|PLU|IND|NOM//obj//33 på//PP//case//38 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//38 användning//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//33

Bilaga 2 / Uppdragets genomförande;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 ska//VB|PRS|AKT//aux//2 genomföras//VB|INF|SFO//ROOT//2 i//PP//case//4 samråd//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//7 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 myndigheter//NN|UTR|PLU|IND|NOM//nmod//4 .//MAD//punct//2
Bilaga 2 / Uppdragets genomförande;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//12 ska//VB|PRS|AKT//aux//12 särskilt//AB//advmod//12 samråda//VB|INF|AKT//parataxis//2 med//PP//case//14 Datainspektionen//PM|NOM//obl//12 och//KN//punct//2
Bilaga 2 / Uppdragets genomförande;Riksarkivet//NN|NEU|SIN|DEF|NOM//ROOT//0 .//MID//punct//0
Bilaga 2 / Uppdragets genomförande;När//HA//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 gäller//VB|PRS|AKT//advcl//25 arbetet//NN|NEU|SIN|DEF|NOM//obj//4 att//IE//mark//7 främja//VB|INF|AKT//csubj//4 ,//MID//punct//9 leda//VB|INF|AKT//conj//7 och//KN//cc//11 samordna//VB|INF|AKT//conj//7 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 arbete//NN|NEU|SIN|IND|NOM//obj//11 med//PP//mark//16 att//IE//mark//16 förbättra//VB|INF|AKT//advcl//11 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//16 för//PP//case//19 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//16 av//PP//case//21 information//NN|UTR|SIN|IND|NOM//nmod//19 ska//VB|PRS|AKT//aux//25 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//25 även//AB//advmod//25 samråda//VB|INF|AKT//parataxis//0 med//PP//case//27 Ekonomistyrningsverket//PM|NOM//obl//25 och//KN//cc//29 Statskontoret//NN|NEU|SIN|DEF|NOM//conj//27 samt//KN//cc//33 på//PP//case//33 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//33 sätt//NN|NEU|SIN|IND|NOM//conj//27 med//PP//case//36 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 aktörer//NN|UTR|PLU|IND|NOM//nmod//33 t.ex.//AB|AN//advmod//38 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//33 .//MAD//punct//25
Bilaga 2 / Uppdragets genomförande;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 inte//AB//advmod//3 föreslå//VB|INF|AKT//ROOT//3 ändringar//NN|UTR|PLU|IND|NOM//obj//3 i//PP//case//6 grundlag//NN|UTR|SIN|IND|NOM//nmod//4 .//MAD//punct//3
Bilaga 2 / Uppdragets genomförande;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 ska//VB|PRS|AKT//aux//2 redovisas//VB|INF|SFO//ROOT//2 i//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 rapporter//NN|UTR|PLU|IND|NOM//obl//2 som//HP|-|-|-//obl//12 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//12 enligt//PP//case//10 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//10 direktiv//NN|NEU|PLU|IND|NOM//nmod//7 ska//VB|PRS|AKT//aux//12 lämna//VB|INF|AKT//acl:relcl//5 den//DT|UTR|SIN|DEF//det//15 1//RO|NOM//nummod//15 mars//NN|UTR|SIN|IND|NOM//obj//12 och//KN//cc//19 den//DT|UTR|SIN|DEF//det//19 1//RO|NOM//nummod//19 oktober//NN|UTR|SIN|IND|NOM//conj//15 varje//DT|UTR/NEU|SIN|IND//det//21 år//NN|NEU|SIN|IND|NOM//nmod//19 .//MAD//punct//2
Bilaga 2 / Uppdragets genomförande;(//PAD//punct//24 Finansdepartementet//NN|NEU|SIN|DEF|NOM//appos//2 )//PAD//punct//24


Bilaga 3 / Bakgrundsmaterial;I//PP//case//1 tabellen//NN|UTR|SIN|DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 länkar//NN|UTR|PLU|IND|NOM//nsubj//2 till//PP//case//6 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 bilagor//NN|UTR|PLU|IND|NOM//obl//2 till//PP//case//9 detta//DT|NEU|SIN|DEF//det//9 betänkande//NN|NEU|SIN|IND|NOM//obl//2 .//MAD//punct//2

Bilaga 3 / Justitiedepartementet;Transporter//NN|UTR|PLU|IND|NOM//ROOT//0 av//PP//case//2 frihetsberövade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//0 .//MAD//punct//0 [//PAD//nmod//5
Bilaga 3 / Justitiedepartementet;7//RG|NOM//nmod//0 ]//PAD//punct//0
