KG HAMMAR  ,  ärkebiskopen, samtalsledare ;ELISABETH//PM|NOM//nmod//1 GERLE//PM|NOM//ROOT//1  //_SP////1 ,//MID//punct//5  //_SP////3 präst//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//7 forskare//NN|UTR|PLU|IND|NOM//conj//5 vid//PP//case//10 teologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 institutionen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//12 Lund//PM|NOM//nmod//10
Guds tjänare eller mystikern;Låt//VB|IMP|AKT//parataxis//0 oss//PN|UTR|PLU|DEF|OBJ//obj//20 ta//VB|INF|AKT//xcomp//20 Bosnien//PM|NOM//obj//22 som//KN//case//27 ett//DT|NEU|SIN|IND//det//27 praktiskt//JJ|POS|NEU|SIN|IND|NOM//amod//27 exempel//NN|NEU|SIN|IND|NOM//xcomp//20 ,//MID//punct//20 föreslår//VB|PRS|AKT//parataxis//0 KG//PM|NOM//nmod//31 Hammar//PM|NOM//nsubj//29 .//MAD//punct//0
Guds tjänare eller mystikern;Fanns//VB|PRT|SFO//ROOT//33 där//AB//advmod//33 en//DT|UTR|SIN|IND//det//36 situation//NN|UTR|SIN|IND|NOM//nsubj//33 på//PP//case//39  //_SP////37 80-talet//NN|NEU|SIN|DEF|NOM//nmod//36 då//HA//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 fanns//VB|PRT|SFO//acl:relcl//36 plats//NN|UTR|SIN|IND|NOM//nsubj//42 för//PP//case//48 den//DT|UTR|SIN|DEF//det//47 här//AB//fixed//45 sortens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 aktiviteter//NN|UTR|PLU|IND|NOM//nmod//43 ,//MID//punct//59 då//HA//advmod//59 en//DT|UTR|SIN|IND//det//53 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 aktivitet//NN|UTR|SIN|IND|NOM//nsubj//59 från//PP//case//55 kyrkor//NN|UTR|PLU|IND|NOM//nmod//53 fortfarande//AB//advmod//59 kunde//VB|PRT|AKT//aux//59 ha//VB|INF|AKT//aux//59 påverkat//VB|SUP|AKT//acl:relcl//36 situationen//NN|UTR|SIN|DEF|NOM//obj//59 ?//MID//punct//33
Guds tjänare eller mystikern;Kan//VB|PRS|AKT//aux//66 vi//PN|UTR|PLU|DEF|SUB//nsubj//66 nu//AB//advmod//66 efteråt//AB//advmod//66 lära//VB|INF|AKT//conj//33 oss//PN|UTR|PLU|DEF|OBJ//iobj//66 något//PN|NEU|SIN|IND|SUB/OBJ//obj//66 av//PP//case//71 den//DT|UTR|SIN|DEF//det//71 process//NN|UTR|SIN|IND|NOM//nmod//68 som//HP|-|-|-//nsubj//73 ledde//VB|PRT|AKT//acl:relcl//71 fram//PL//advmod//73 till//PP//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 blodiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 konﬂikterna//NN|UTR|PLU|DEF|NOM//obl//73 ?//MAD//punct//66
Guds tjänare eller mystikern;Elisabeth//PM|NOM//nsubj//2 Gerle//PM|NOM//nsubj//2 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 som//KN//case//6 kyrkor//NN|UTR|PLU|IND|NOM//nmod//4 ,//MID//punct//9 som//KN//case//9 trossamfund//NN|NEU|SIN|IND|NOM//appos//4 ,//MID//punct//4 måste//VB|PRS|AKT//aux//12 inse//VB|INF|AKT//ccomp//2 att//SN//mark//16 vår//PS|UTR|SIN|DEF//nmod:poss//15 uppgift//NN|UTR|SIN|IND|NOM//nsubj//16 är//VB|PRS|AKT//ccomp//12 att//IE//mark//18 vara//VB|INF|AKT//ccomp//16 där//AB//advmod//18 ,//MID//punct//26 inte//AB//advmod//26 bara//AB//advmod//26 för//PP//case//26 vår//PS|UTR|SIN|DEF//nmod:poss//26 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//26 skull//NN|UTR|SIN|IND|NOM//advmod//18 utan//KN//cc//31 i//PP//case//31 ett//DT|NEU|SIN|IND//det//31 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 sammanhang//NN|NEU|SIN|IND|NOM//obl//18 ,//MID//punct//35 för//PP//case//35 världens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 skull//NN|UTR|SIN|IND|NOM//conj//31 .//MAD//punct//2 –//PAD//punct//39
Guds tjänare eller mystikern;Vad//HP|NEU|SIN|IND//nsubj//39 hände//VB|PRT|AKT//parataxis//2 under//PP//case//41 nazistperioden//NN|UTR|SIN|DEF|NOM//obl//39 ?//MID//punct//39
Guds tjänare eller mystikern;Jo//IN//discourse//50 ,//MID//punct//43 då//AB//advmod//50 var//VB|PRT|AKT//cop//50 kyrkorna//NN|UTR|PLU|DEF|NOM//nsubj//50 alldeles//AB//advmod//49 för//AB//advmod//50 långsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//39 med//PP//mark//53 att//IE//mark//53 reagera//VB|INF|AKT//acl//50 mot//PP//case//55 vad//HP|NEU|SIN|IND//obl//53 som//HP|-|-|-//nsubj//57 hände//VB|PRT|AKT//acl:relcl//55 .//MAD//punct//39
Guds tjänare eller mystikern;I//PP//case//60 grund//NN|UTR|SIN|IND|NOM//obl//63 och//KN//cc//62 botten//NN|UTR|SIN|IND|NOM//conj//60 reagerade//VB|PRT|AKT//conj//39 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//63 inte//AB//advmod//63 förrän//SN//mark//68 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//68 hotades//VB|PRT|SFO//advcl//63 som//KN//mark//70 kyrkor//NN|UTR|PLU|IND|NOM//xcomp//68 .//MAD//punct//39
Guds tjänare eller mystikern;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//3 är//VB|PRS|AKT//cop//3 en//DT|UTR|SIN|IND//det//3 varning//NN|UTR|SIN|IND|NOM//ROOT//3 för//PP//case//5 oss//PN|UTR|PLU|DEF|OBJ//nmod//3 idag//AB//advmod//3 .//MAD//punct//3
Guds tjänare eller mystikern;Vi//PN|UTR|PLU|DEF|SUB//nsubj//10 bör//VB|PRS|AKT//aux//10 ligga//VB|INF|AKT//parataxis//3 lite//AB|POS//advmod//12 före//PP//advmod//10 och//KN//cc//14 inse//VB|INF|AKT//conj//10 vad//HP|NEU|SIN|IND//dislocated//17 som//HP|-|-|-//nsubj//17 händer//VB|PRS|AKT//ccomp//14 med//PP//case//19 strukturerna//NN|UTR|PLU|DEF|NOM//obl//17 runt//AB//advmod//17 om//PP//case//22 oss//PN|UTR|PLU|DEF|OBJ//obl//17 ,//MID//punct//26 när//HA//mark//26 strukturerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//26 nedmonteras//VB|PRS|SFO//advcl//17 och//KN//cc//28 hotas//VB|PRS|SFO//conj//26 och//KN//cc//31 människor//NN|UTR|PLU|IND|NOM//nsubj:pass//31 pressas//VB|PRS|SFO//conj//26 in//PL//compound:prt//31 i//PP//case//37 dessa//DT|UTR/NEU|PLU|DEF//det//37 djupa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 narcissistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 rädslor//NN|UTR|PLU|IND|NOM//obl//31 .//MID//punct//10
Guds tjänare eller mystikern;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 hände//VB|PRT|AKT//conj//10 i//PP//case//42 Bosnien//PM|NOM//obl//40 .//MAD//punct//40
Guds tjänare eller mystikern;Människor//NN|UTR|PLU|IND|NOM//nsubj//45 kände//VB|PRT|AKT//parataxis//40 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 fanns//VB|PRT|SFO//ccomp//45 inget//DT|NEU|SIN|IND//det//51 annat//JJ|POS|NEU|SIN|IND|NOM//amod//51 sätt//NN|NEU|SIN|IND|NOM//nsubj//48 att//IE//mark//53 ﬁnna//VB|INF|AKT//acl//51 räddning//NN|UTR|SIN|IND|NOM//obj//53 och//KN//cc//56 trygghet//NN|UTR|SIN|IND|NOM//conj//54 än//KN//mark//59 i//PP//case//59 familjen//NN|UTR|SIN|DEF|NOM//obl//53 ,//MID//punct//61 släkten//NN|UTR|SIN|DEF|NOM//conj//59 ,//MID//punct//67 sin//PS|UTR|SIN|DEF//nmod:poss//67 etniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 och//KN//cc//66 religiösa//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//64 församling//NN|UTR|SIN|IND|NOM//conj//59 .//MAD//punct//40
Guds tjänare eller mystikern;Vår//PS|UTR|SIN|DEF//nmod:poss//1 utmaning//NN|UTR|SIN|IND|NOM//nsubj//3 idag//AB//advmod//1 är//VB|PRS|AKT//ROOT//3 att//IE//mark//5 se//VB|INF|AKT//csubj//3 dessa//DT|UTR/NEU|PLU|DEF//det//7 strukturer//NN|UTR|PLU|IND|NOM//obj//5 .//MAD//punct//3
Guds tjänare eller mystikern;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//12 kan//VB|PRS|AKT//aux//12 vara//VB|INF|AKT//cop//12 sekulära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 likaväl//AB//advmod//12 som//KN//mark//15 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//13 ,//MID//punct//23 eftersom//SN//mark//23 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//23 av//PP//case//20 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//18 är//VB|PRS|AKT//cop//23 falska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 polariseringar//NN|UTR|PLU|IND|NOM//advcl//12 .//MAD//punct//23
Guds tjänare eller mystikern;Gud//PM|NOM//nsubj//26 skapade//VB|PRT|AKT//conj//3 även//AB//advmod//26 sekularisering//NN|UTR|SIN|IND|NOM//obj//26 .//MAD//punct//26
Guds tjänare eller mystikern;Vad//HP|NEU|SIN|IND//nsubj//2 är//VB|PRS|AKT//cop//2 gott//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 och//KN//cc//6 vad//HP|NEU|SIN|IND//nsubj//6 är//VB|PRS|AKT//cop//6 ont//JJ|POS|NEU|SIN|IND|NOM//conj//2 ?//MID//punct//2
Guds tjänare eller mystikern;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 är//VB|PRS|AKT//cop//11 mycket//AB|POS//advmod//11 intressantare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//2 att//IE//mark//13 försöka//VB|INF|AKT//acl//11 visa//VB|INF|AKT//xcomp//13 vad//HP|NEU|SIN|IND//dislocated//18 som//HP|-|-|-//nsubj//18 är//VB|PRS|AKT//cop//18 befriande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//14 ,//MID//punct//24 vad//HP|NEU|SIN|IND//dislocated//24 som//HP|-|-|-//nsubj//24 är//VB|PRS|AKT//cop//24 för//PP//advmod//24 rättvisa//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//26 kärlek//NN|UTR|SIN|IND|NOM//conj//24 eller//KN//cc//28 samhället//NN|NEU|SIN|DEF|NOM//conj//24 och//KN//cc//32 som//HP|-|-|-//nsubj//32 inte//AB//advmod//32 utesluter//VB|PRS|AKT//conj//24 och//KN//cc//34 marginaliserar//VB|PRS|AKT//conj//24 människor//NN|UTR|PLU|IND|NOM//nsubj//34 ekonomiskt//AB|POS//advmod//34 och//KN//cc//38 socialt//AB|POS//conj//36 och//KN//punct//24 så//AB//fixed//39 vidare//AB|KOM//fixed//39 .//MAD//punct//11
Guds tjänare eller mystikern;OMFATTA//VB|IMP|AKT//nmod//1 ALLA//PN|UTR/NEU|PLU|IND|SUB/OBJ//ROOT//1
Guds tjänare eller mystikern;Rienzie//PM|NOM//nsubj//1 Perera//PM|NOM//nsubj//2 ger//VB|PRS|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//5 konkret//JJ|POS|NEU|SIN|IND|NOM//amod//5 exempel//NN|NEU|SIN|IND|NOM//obj//2 på//PP//case//7 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//2 ,//MID//punct//10 från//PP//case//10 situationen//NN|UTR|SIN|DEF|NOM//obl//2 på//PP//case//13 Sri//PM|NOM//nmod:poss//13 Lanka//PM|NOM//nmod//10 .//MAD//punct//2 –//RG|NOM//punct//19
Guds tjänare eller mystikern;När//HA//mark//19 min//PS|UTR|SIN|DEF//nmod:poss//18 biskop//NN|UTR|SIN|IND|NOM//nsubj//19 utnämner//VB|PRS|AKT//advcl//26 mig//PN|UTR|SIN|DEF|OBJ//obj//19 till//PP//case//24 en//DT|UTR|SIN|IND//det//24 viss//JJ|POS|UTR|SIN|IND|NOM//amod//24 kyrka//NN|UTR|SIN|IND|NOM//obl//19 ,//MID//punct//26 utnämner//VB|PRS|AKT//parataxis//2 han//PN|UTR|SIN|DEF|SUB//nsubj//26 mig//PN|UTR|SIN|DEF|OBJ//obj//26 för//PP//case//31 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 samhället//NN|NEU|SIN|DEF|NOM//obl//26 ,//MID//punct//26 berättar//VB|PRS|AKT//parataxis//26 han//PN|UTR|SIN|DEF|SUB//nsubj//33 ,//MID//punct//26 och//KN//cc//40 där//AB//advmod//38 ﬁnns//VB|PRS|SFO//nsubj//40 ett//DT|NEU|SIN|IND//det//40 buddhisttempel//NN|NEU|SIN|IND|NOM//conj//26 ,//MID//punct//42 buddhistmunkar//NN|UTR|PLU|IND|NOM//conj//40 ,//MID//punct//44 hinduer//NN|UTR|PLU|IND|NOM//conj//40 och//KN//cc//46 muslimer//NN|UTR|PLU|IND|NOM//conj//40 .//MAD//punct//26
Guds tjänare eller mystikern;I//PP//case//50 det//DT|NEU|SIN|DEF//det//50 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//51 innefattar//VB|PRS|AKT//conj//2 mitt//PS|NEU|SIN|DEF//nmod:poss//53 prästämbete//NN|NEU|SIN|IND|NOM//obj//51 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 samhället//NN|NEU|SIN|DEF|NOM//obl//51 .//MAD//punct//2
Guds tjänare eller mystikern;Men//KN//cc//60 väldigt//AB|POS//advmod//59 ofta//AB|POS//advmod//60 begränsar//VB|PRS|AKT//conj//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//60 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//63 prästämbeten//NN|NEU|PLU|IND|NOM//obj//60 till//PP//case//66 enbart//AB//advmod//66 kristna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//60 .//MAD//punct//60
Guds tjänare eller mystikern;Endast//AB//advmod//70 under//PP//case//70 kriser//NN|UTR|PLU|IND|NOM//obl//60 försöker//VB|PRS|AKT//conj//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//71 bygga//VB|INF|AKT//xcomp//71 en//DT|UTR|SIN|IND//det//75 helhet//NN|UTR|SIN|IND|NOM//obj//73 ,//MID//punct//2 och//KN//cc//86 då//AB//advmod//86 är//VB|PRS|AKT//cop//86 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 för//AB//advmod//82 sent//AB|POS//advmod//86 .//MID//punct//82
Guds tjänare eller mystikern;Väldigt//AB|POS//advmod//85 ofta//AB|POS//advmod//86 ﬁnns//VB|PRS|SFO//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 alls//AB//advmod//86 ingen//DT|UTR|SIN|IND//det//90 kommunikation//NN|UTR|SIN|IND|NOM//nmod//86 mellan//PP//case//93 interreligiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 grupper//NN|UTR|PLU|IND|NOM//nmod//90 .//MAD//punct//2 –//PAD//punct//97
Guds tjänare eller mystikern;Jag//PN|UTR|SIN|DEF|SUB//nsubj//97 håller//VB|PRS|AKT//conj//2 med//PL//compound:prt//97 ,//MID//punct//100 säger//VB|PRS|AKT//parataxis//97 Magnus//PM|NOM//nsubj//100 Almgren//PM|NOM//flat:name//101 .//MID//punct//100
Guds tjänare eller mystikern;När//HA//mark//106 konﬂikten//NN|UTR|SIN|DEF|NOM//nsubj//106 uppstår//VB|PRS|AKT//advcl//110 är//VB|PRS|AKT//cop//110 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//110 för//AB//advmod//110 sent//AB|POS//conj//97 .//MAD//punct//97
Guds tjänare eller mystikern;En//DT|UTR|SIN|IND//det//113 sak//NN|UTR|SIN|IND|NOM//parataxis//97 vi//PN|UTR|PLU|DEF|SUB//nsubj//116 kan//VB|PRS|AKT//aux//116 göra//VB|INF|AKT//acl:relcl//113 är//VB|PRS|AKT//cop//119 att//IE//mark//119 börja//VB|INF|AKT//ccomp//2 med//PP//case//121 oss//PN|UTR|PLU|DEF|OBJ//obl//119 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 .//MAD//punct//2
Guds tjänare eller mystikern;Vet//VB|PRS|AKT//parataxis//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//124 vad//HP|NEU|SIN|IND//ccomp//124 fred//NN|UTR|SIN|IND|NOM//nsubj//124 är//VB|PRS|AKT//cop//124 ?//MID//punct//133
Guds tjänare eller mystikern;På//PP//case//132 vilket//HD|NEU|SIN|IND//det//132 sätt//NN|NEU|SIN|IND|NOM//obl//133 gör//VB|PRS|AKT//conj//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//133 mig//PN|UTR|SIN|DEF|OBJ//obj//133 för//PP//advmod//133 alltid//AB//fixed//136 av//PL//compound:prt//133 med//PP//case//140 rädslan//NN|UTR|SIN|DEF|NOM//obl//133 och//KN//cc//142 sätter//VB|PRS|AKT//conj//133 in//PL//compound:prt//142 kärlek//NN|UTR|SIN|IND|NOM//obj//142 i//PP//advmod//142 stället//NN|NEU|SIN|DEF|NOM//fixed//145 ?//MID//punct//133
Guds tjänare eller mystikern;Vad//HP|NEU|SIN|IND//obj//156 som//HP|-|-|-//nsubj//151 är//VB|PRS|AKT//cop//151 intressant//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//148 idag//AB//advmod//151 är//VB|PRS|AKT//cop//148 vad//HP|NEU|SIN|IND//obj//156 vi//PN|UTR|PLU|DEF|SUB//nsubj//156 gör//VB|PRS|AKT//advcl//133 .//MAD//punct//133
Guds tjänare eller mystikern;Vad//HP|NEU|SIN|IND//obj//159 gör//VB|PRS|AKT//conj//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//159 med//PP//case//163 mitt//PS|NEU|SIN|DEF//nmod:poss//163 liv//NN|NEU|SIN|IND|NOM//obl//159 ?//MID//punct//159
Guds tjänare eller mystikern;Hur//HA//advmod//166 utövar//VB|PRS|AKT//advcl//171 jag//PN|UTR|SIN|DEF|SUB//nsubj//166 fred//NN|UTR|SIN|IND|NOM//obj//166 ?//MID//punct//166
Guds tjänare eller mystikern;Hur//HA//advmod//171 gör//VB|PRS|AKT//parataxis//159 jag//PN|UTR|SIN|DEF|SUB//nsubj//171 mig//PN|UTR|SIN|DEF|OBJ//obj//171 av//PL//compound:prt//171 med//PP//case//176 rädsla//NN|UTR|SIN|IND|NOM//obl//171 ?//MID//punct//159
Guds tjänare eller mystikern;Hur//HA//advmod//179 hanterar//VB|PRS|AKT//parataxis//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//179 konﬂikter//NN|UTR|PLU|IND|NOM//obj//179 med//PP//case//183 mig//PN|UTR|SIN|DEF|OBJ//obl//179 själv//JJ|POS|UTR|SIN|IND|NOM//amod//183 ,//MID//punct//179 med//PP//case//187 Gud//PM|NOM//obl//179 ?//MAD//punct//179
Guds tjänare eller mystikern;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 ﬁnns//VB|PRS|SFO//obj//15 ett//DT|NEU|SIN|IND//det//4 omedelbart//JJ|POS|NEU|SIN|IND|NOM//amod//4 samband//NN|NEU|SIN|IND|NOM//nsubj//1 mellan//PP//case//7 det//DT|NEU|SIN|DEF//det//7 privata//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//4 och//KN//cc//10 den//DT|UTR|SIN|DEF//det//10 våldsstruktur//NN|UTR|SIN|IND|NOM//conj//4 som//HP|-|-|-//obj//13 du//PN|UTR|SIN|DEF|SUB//nsubj//13 nämnde//VB|PRT|AKT//acl:relcl//10 ,//MID//punct//1 menar//VB|PRS|AKT//ROOT//15 Elisabeth//PM|NOM//nsubj//15 Gerle//PM|NOM//flat//16 .//MID//punct//15
Guds tjänare eller mystikern;Två//RG|NOM//nummod//20 kvinnor//NN|UTR|PLU|IND|NOM//nsubj:pass//23 i//PP//case//22 veckan//NN|UTR|SIN|DEF|NOM//nmod//20 dödas//VB|PRS|SFO//parataxis//15 i//PP//case//26 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//26 hem//NN|NEU|PLU|IND|NOM//obl//23 ,//MID//punct//29 enligt//PP//case//29 statistiken//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//15
Guds tjänare eller mystikern;Man//PN|UTR|SIN|IND|SUB//nsubj//33 kan//VB|PRS|AKT//aux//33 säga//VB|INF|AKT//parataxis//15 att//SN//mark//39 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 är//VB|PRS|AKT//cop//39 en//DT|UTR|SIN|IND//det//39 naturlig//JJ|POS|UTR|SIN|IND|NOM//amod//39 kultur//NN|UTR|SIN|IND|NOM//ccomp//33 ,//MID//punct//45 men//KN//cc//45 man//PN|UTR|SIN|IND|SUB//nsubj//45 kan//VB|PRS|AKT//aux//45 också//AB//advmod//45 säga//VB|INF|AKT//conj//33 att//SN//mark//108 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 ﬁnns//VB|PRS|SFO//obj//108 rädsla//NN|UTR|SIN|IND|NOM//nmod//48 inom//PP//case//52 en//DT|UTR|SIN|IND//det//52 man//NN|UTR|SIN|IND|NOM//nmod//48 som//HP|-|-|-//nsubj//54 slår//VB|PRS|AKT//acl:relcl//52 sin//PS|UTR|SIN|DEF//nmod:poss//56 fru//NN|UTR|SIN|IND|NOM//obj//54 .//MAD//punct//48
Guds tjänare eller mystikern;Samma//DT|UTR/NEU|SIN/PLU|IND//det//59 rädsla//NN|UTR|SIN|IND|NOM//nsubj//63 är//VB|PRS|AKT//cop//63 också//AB//advmod//63 en//DT|UTR|SIN|IND//det//63 kraft//NN|UTR|SIN|IND|NOM//nmod//48 bakom//PP//case//65 konﬂikter//NN|UTR|PLU|IND|NOM//nmod//63 som//HP|-|-|-//nsubj//67 blir//VB|PRS|AKT//acl:relcl//65 våldsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//67 .//MAD//punct//63 ”//PM|NOM//punct//71
Guds tjänare eller mystikern;Konﬂikt//PM|NOM//obj//108 ”//PM|NOM//punct//71 är//VB|PRS|AKT//cop//71 inte//AB//advmod//71 nödvändigtvis//AB//advmod//71 ett//DT|NEU|SIN|IND//det//78 fult//JJ|POS|NEU|SIN|IND|NOM//amod//78 ord//NN|NEU|SIN|IND|NOM//obj//71 ,//MID//punct//71 vi//PN|UTR|PLU|DEF|SUB//nsubj//82 behöver//VB|PRS|AKT//aux//82 leva//VB|INF|AKT//conj//71 med//PP//case//84 konﬂikter//NN|UTR|PLU|IND|NOM//obl//82 ,//MID//punct//71 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//89 är//VB|PRS|AKT//cop//89 en//DT|UTR|SIN|IND//det//89 del//NN|UTR|SIN|IND|NOM//conj//71 i//PP//case//93 en//DT|UTR|SIN|IND//det//93 fredlig//JJ|POS|UTR|SIN|IND|NOM//amod//93 värld//NN|UTR|SIN|IND|NOM//nmod//89 .//MAD//punct//71
Guds tjänare eller mystikern;Men//KN//cc//98 vi//PN|UTR|PLU|DEF|SUB//nsubj//98 måste//VB|PRS|AKT//aux//98 inse//VB|INF|AKT//conj//71 att//SN//mark//101 vi//PN|UTR|PLU|DEF|SUB//nsubj//101 löser//VB|PRS|AKT//ccomp//98 inte//AB//advmod//101 konﬂikter//NN|UTR|PLU|IND|NOM//obj//101 med//PP//case//105 våld//NN|NEU|SIN|IND|NOM//obl//101 ,//MID//punct//101 då//AB//advmod//108 skjuter//VB|PRS|AKT//ccomp//45 vi//PN|UTR|PLU|DEF|SUB//nsubj//108 bara//AB//advmod//108 upp//PL//compound:prt//108 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//108 .//MAD//punct//33
Guds tjänare eller mystikern;Vi//PN|UTR|PLU|DEF|SUB//nsubj//116 måste//VB|PRS|AKT//aux//116 lösa//VB|INF|AKT//parataxis//33 konﬂikter//NN|UTR|PLU|IND|NOM//obj//116 med//PP//case//120 fredliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 medel//NN|NEU|PLU|IND|NOM//nmod//117 ,//MID//punct//122 senare//AB|KOM//advmod//120 ,//MID//punct//122 vid//PP//case//125 förhandlingsbordet//NN|NEU|SIN|DEF|NOM//conj//120 ,//MID//punct//128 våld//NN|NEU|SIN|IND|NOM//nsubj//128 löser//VB|PRS|AKT//conj//116 inte//AB//advmod//128 konﬂikter//NN|UTR|PLU|IND|NOM//obj//128 .//MAD//punct//116
Guds tjänare eller mystikern;Vi//PN|UTR|PLU|DEF|SUB//nsubj//133 behöver//VB|PRS|AKT//conj//116 hantera//VB|INF|AKT//xcomp//133 konﬂikter//NN|UTR|PLU|IND|NOM//obj//134 på//PP//case//138 fredliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//138 sätt//NN|NEU|PLU|IND|NOM//obl//134 .//MAD//punct//133
Guds tjänare eller mystikern;Då//AB//advmod//149 är//VB|PRS|AKT//cop//149 samspelet//NN|NEU|SIN|DEF|NOM//nsubj//149 mellan//PP//case//145 det//DT|NEU|SIN|DEF//det//145 privata//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//142 och//KN//cc//147 strukturen//NN|UTR|SIN|DEF|NOM//conj//145 väldigt//AB|POS//advmod//149 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//133 .//MAD//punct//149
Guds tjänare eller mystikern;Man//PN|UTR|SIN|IND|SUB//nsubj//153 kan//VB|PRS|AKT//aux//153 starta//VB|INF|AKT//parataxis//149 på//PP//case//156 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//156 sätten//NN|NEU|PLU|DEF|NOM//obl//153 ,//MID//punct//153 men//KN//cc//160 inte//AB//advmod//160 välja//VB|INF|AKT//conj//153 det//DT|NEU|SIN|DEF//det//165 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//165 eller//KN//cc//164 det//DT|NEU|SIN|DEF//conj//162 andra//RO|NOM//obj//160 .//MAD//punct//33

Verkligheten är rikare än jag allena;–//RG|NOM//punct//2 Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 håller//VB|PRS|AKT//ROOT//2 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//2 med//PL//compound:prt//2 om//PP//mark//9 att//SN//mark//9 religion//NN|UTR|SIN|IND|NOM//nsubj//9 ibland//AB//advmod//9 bidrar//VB|PRS|AKT//advcl//2 till//PP//case//11 våld//NN|NEU|SIN|IND|NOM//obl//9 ,//MID//punct//13 säger//VB|PRS|AKT//parataxis//2 Rienzie//PM|NOM//nsubj//13 Perera//PM|NOM//xcomp//13 .//MAD//punct//13
