Sammanfattning i delrapporten (SOU:152) Vindkraften en ren energikälla tar plats;(//PAD//punct//1 Utdrag//NN|NEU|SIN|IND|NOM//ROOT//1 )//PAD//punct//1
4.1 Beskrivning av verksamheten / Vindgrunden;Placeringen//NN|UTR|SIN|DEF|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 gjord//PC|PRF|UTR|SIN|IND|NOM//parataxis//37 med//PP//case//45 hänsyn//NN|UTR|SIN|IND|NOM//fixed//42 till//PP//fixed//42 bottendjup//NN|NEU|SIN|IND|NOM//obl//41 och//KN//cc//47 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//conj//45 utnyttjande//NN|NEU|SIN|IND|NOM//conj//45 av//PP//case//50 vindenergin//NN|UTR|SIN|DEF|NOM//nmod//48 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindgrunden;Öland//PM|NOM//nsubj:pass//1 omfattas//VB|PRS|SFO//ROOT//1 av//PP//case//3 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl:agent//1 i//PP//case//5 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//3 4//RG|NOM//nummod//7 kap//NN|AN//obl//1 3§//RG|NOM//mark//10 vilket//HP|NEU|SIN|IND//nsubj//10 innebär//VB|PRS|AKT//acl:relcl//7 att//SN//mark//12 gruppstationer//NN|UTR|PLU|IND|NOM//nsubj:pass//30 för//PP//case//14 vindkraft//NN|UTR|SIN|IND|NOM//obl//12 med//PP//case//19 tre//RG|NOM//nummod//19 eller//KN//cc//18 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//16 vindkraftaggregat//NN|NEU|PLU|IND|NOM//obl//12 med//PP//case//23 en//DT|UTR|SIN|IND//det//23 sammanlagd//PC|PRF|UTR|SIN|IND|NOM//amod//23 uteffekt//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//27 minst//AB|SUV//advmod//26 10//RG|NOM//nummod//27 MW//NN|AN//nmod//23 inte//AB//advmod//30 får//VB|PRS|AKT//aux//30 uppföras//VB|INF|SFO//ccomp//10 .//MAD//punct//1
4.1 Beskrivning av verksamheten / Vindgrunden;4.1.2//RG|NOM//nmod//33 Utformning//NN|UTR|SIN|IND|NOM//appos//1 och//KN//cc//35 omfattning//NN|UTR|SIN|IND|NOM//conj//33
4.1 Beskrivning av verksamheten / Vindgrunden;Den//DT|UTR|SIN|DEF//det//2 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 lett//VB|SUP|AKT//ROOT//4 fram//PL//compound:prt//4 till//PP//mark//8 att//SN//mark//8 vindkraftverk//NN|NEU|PLU|IND|NOM//advcl//4 nu//AB//advmod//8 serieproduceras//VB|PRS|SFO//xcomp//8 med//PP//case//13 en//DT|UTR|SIN|IND//det//13 effekt//NN|UTR|SIN|IND|NOM//obl//10 på//PP//case//18 upp//AB//fixed//14 till//PP//case//18 1//RG|NOM//nummod//18 000//RG|NOM//nmod//13 –//NN|AN//punct//4 1//RG|NOM//nummod//21 500//RG|NOM//nummod//22 kW.//RG|NOM//obl//26 De//DT|UTR/NEU|PLU|DEF//det//25 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//25 vindkraftverktillverkarna//NN|UTR|PLU|DEF|NOM//nsubj//26 har//VB|PRS|AKT//parataxis//4 idag//AB//advmod//26 prototyper//NN|UTR|PLU|IND|NOM//obj//26 i//PP//case//32 ännu//AB//advmod//31 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 effektklasser//NN|UTR|PLU|IND|NOM//obl//26 ,//MID//punct//32 2//RG|NOM//nummod//35 000//RG|NOM//appos//32 –//NN|AN//punct//35 4//RG|NOM//nummod//38 000//RG|NOM//nummod//39 kW//NN|AN//obl//26 ,//MID//punct//4 och//KN//cc//46 inom//PP//case//45 en//DT|UTR|SIN|IND//det//45 snar//JJ|POS|UTR|SIN|IND|NOM//amod//45 framtid//NN|UTR|SIN|IND|NOM//obl//46 kommer//VB|PRS|AKT//conj//4 dessa//DT|UTR/NEU|PLU|DEF//det//48 verk//NN|NEU|PLU|IND|NOM//nsubj//46 troligen//AB//advmod//46 att//IE//mark//51 börja//VB|INF|AKT//acl//49 serietillverkas//VB|INF|SFO//xcomp//51 .//MAD//punct//4
4.1 Beskrivning av verksamheten / Vindgrunden;Vindföretaget//NN|NEU|SIN|DEF|NOM//nmod//1 AB//PM|NOM//nsubj//34 ://MID//punct//1 s//NN|AN//nummod//4 planer//NN|UTR|PLU|IND|NOM//appos//1 är//VB|PRS|AKT//cop//1 att//IE//mark//10 i//PP//advmod//10 första//RO|NOM//fixed//7 hand//NN|UTR|SIN|IND|NOM//fixed//7 uppföra//VB|INF|AKT//csubj//1 en//DT|UTR|SIN|IND//det//12 anläggning//NN|UTR|SIN|IND|NOM//obj//10 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//10 av//PP//case//16 fyra//RG|NOM//nummod//16 vindkraftverk//NN|NEU|PLU|IND|NOM//obl//13 med//PP//case//21 effekten//NN|UTR|SIN|DEF|NOM//nmod//19 1//RG|NOM//nummod//20 500//RG|NOM//nummod//21 kW//NN|AN//obl//10 ,//MID//punct//21 d.v.s.//AB|AN//advmod//27 en//DT|UTR|SIN|IND//det//25 total//JJ|POS|UTR|SIN|IND|NOM//nmod//27 installerad//PC|PRF|UTR|SIN|IND|NOM//amod//27 effekt//NN|UTR|SIN|IND|NOM//appos//21 på//PP//case//30 6//RG|NOM//nummod//30 MW//NN|AN//nmod//27 .//MAD//punct//1
4.1 Beskrivning av verksamheten / Vindgrunden;Enligt//PP//case//33 beräkningar//NN|UTR|PLU|IND|NOM//obl//34 kommer//VB|PRS|AKT//ROOT//34 en//DT|UTR|SIN|IND//det//37 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//37 anläggning//NN|UTR|SIN|IND|NOM//obj//34 att//IE//mark//39 producera//VB|INF|AKT//acl//37 drygt//AB|POS//advmod//41 12//RG|NOM//nummod//42 GWh//NN|UTR|SIN|IND|NOM//obj//39 ///MID//case//44 år//NN|NEU|SIN|IND|NOM//conj//42 .//MAD//punct//34
4.1 Beskrivning av verksamheten / Vindgrunden;Enligt//PP//case//50 det//DT|NEU|SIN|DEF//det//48 optionsavtal//NN|NEU|SIN|IND|NOM//nmod//49 Vindföretaget//NN|NEU|SIN|DEF|NOM//nmod//50 AB//PM|NOM//obl//55 har//VB|PRS|AKT//aux//55 med//PP//case//54 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//54 markägare//NN|UTR|PLU|IND|NOM//obl//55 finns//VB|PRS|SFO//parataxis//34 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//55 att//IE//mark//58 utnyttja//VB|INF|AKT//acl//56 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 mark//NN|UTR|SIN|IND|NOM//obj//58 för//PP//case//63 en//DT|UTR|SIN|IND//det//63 utbyggnad//NN|UTR|SIN|IND|NOM//obl//58 av//PP//case//65 anläggningen//NN|UTR|SIN|DEF|NOM//nmod//63 .//MAD//punct//34
4.1 Beskrivning av verksamheten / Vindgrunden;Denna//DT|UTR|SIN|DEF//det//68 utbyggnad//NN|UTR|SIN|IND|NOM//nsubj//73 skulle//VB|PRT|AKT//aux//73 enligt//PP//case//71 planerna//NN|UTR|PLU|DEF|NOM//obl//73 kunna//VB|INF|AKT//aux//73 bestå//VB|INF|AKT//parataxis//34 av//PP//case//77 ytterligare//AB|KOM//advmod//76 två//RG|NOM//nummod//77 vindkraftverk//NN|NEU|PLU|IND|NOM//obl//73 med//PP//case//80 en//DT|UTR|SIN|IND//det//80 effekt//NN|UTR|SIN|IND|NOM//nmod//77 på//PP//case//84 1//RG|NOM//nummod//83 500//RG|NOM//nummod//84 kW//NN|AN//nmod//80 vardera//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//80 .//MAD//punct//73
4.1 Beskrivning av verksamheten / Vindgrunden;Hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 anläggningen//NN|UTR|SIN|DEF|NOM//nsubj//93 skulle//VB|PRT|AKT//aux//93 därmed//AB//advmod//93 komma//VB|INF|AKT//aux//93 att//IE//mark//93 omfatta//VB|INF|AKT//parataxis//73 totalt//AB|POS//advmod//95 sex//RG|NOM//nummod//96 stycken//NN|UTR|PLU|IND|NOM//nmod//97 vindkraftaggregat//VB|SUP|AKT//obj//93 ,//MID//punct//93 med//PP//case//102 en//DT|UTR|SIN|IND//det//102 installerad//PC|PRF|UTR|SIN|IND|NOM//amod//102 effekt//NN|UTR|SIN|IND|NOM//obl//93 på//PP//case//106 sammanlagt//AB//advmod//105 9//RG|NOM//nummod//106 MW//NN|AN//nmod//102 .//MAD//punct//34
4.1 Beskrivning av verksamheten / Vindgrunden;Enligt//PP//case//2 gjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 beräkningar//NN|UTR|PLU|IND|NOM//obl//3 kommer//VB|PRS|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 anläggning//NN|UTR|SIN|IND|NOM//nsubj//3 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//5 av//PP//case//10 dessa//DT|UTR/NEU|PLU|DEF//det//10 sex//RG|NOM//nummod//10 verk//NN|NEU|PLU|IND|NOM//obl//6 ,//MID//punct//10 att//IE//mark//13 producera//VB|INF|AKT//advcl//3 ca//AB|AN//advmod//15 19//RG|NOM//nummod//16 GWh//NN|UTR|SIN|IND|NOM//obj//13 ///MID//case//18 år//NN|NEU|SIN|IND|NOM//nmod//16 ,//MID//punct//16 vilket//HP|NEU|SIN|IND//nsubj//21 motsvarar//VB|PRS|AKT//acl:relcl//16 den//DT|UTR|SIN|DEF//det//24 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 förbrukning//NN|UTR|SIN|IND|NOM//obj//21 av//PP//case//26 hushållsel//NN|UTR|SIN|IND|NOM//nmod//24 i//PP//case//31 drygt//AB|POS//advmod//29 4//RG|NOM//nummod//30 200//RG|NOM//nummod//31 hushåll//NN|NEU|PLU|IND|NOM//obl//21 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindgrunden;Varje//DT|UTR/NEU|SIN|IND//det//1 aggregat//NN|NEU|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 utrustat//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 med//PP//case//7 en//DT|UTR|SIN|IND//det//7 separat//JJ|POS|UTR|SIN|IND|NOM//amod//7 transformatorkiosk//NN|UTR|SIN|IND|NOM//obl//3 på//PP//case//10 1520//RG|NOM//nummod//10 m2//NN|AN//nmod//7 ,//MID//punct//10 som//HP|-|-|-//nsubj:pass//15 via//PP//case//14 kabel//NN|UTR|SIN|IND|NOM//obl//15 ansluts//VB|PRS|SFO//acl:relcl//10 till//PP//case//18 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//18 kraftledning//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindgrunden;Upphandlingen//NN|UTR|SIN|DEF|NOM//nsubj//6 av//PP//case//2 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//6 ännu//AB//advmod//5 ej//AB//advmod//6 avslutad//PC|PRF|UTR|SIN|IND|NOM//ROOT//6 ,//MID//punct//14 varför//HA//advmod//14 valet//NN|NEU|SIN|DEF|NOM//nsubj//14 av//PP//case//11 fabrikat//NN|NEU|SIN|IND|NOM//nmod//9 inte//AB//advmod//14 är//VB|PRS|AKT//cop//14 fastställt//PC|PRF|NEU|SIN|IND|NOM//ccomp//6 .//MID//punct//14
4.1 Beskrivning av verksamheten / Vindgrunden;Aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 vindkraftverk//NN|NEU|PLU|IND|NOM//nsubj//21 inom//PP//case//20 respektive//AB//amod//20 effektklass//NN|UTR|SIN|IND|NOM//nmod//17 har//VB|PRS|AKT//conj//6 dock//AB//advmod//21 ungefär//AB//advmod//25 samma//DT|UTR/NEU|SIN/PLU|IND//det//25 mått//NN|NEU|SIN|IND|NOM//obj//21 .//MID//punct//21 _//PM|NOM//nmod//29 _//PM|NOM//nmod//29 _//PM|NOM//nmod//30 _//PM|NOM//nmod//31 _//PM|NOM//obl//6
4.1 Beskrivning av verksamheten / Vindgrunden;För//PP//case//2 ett//DT|NEU|SIN|IND//det//2 vindkraftverk//NN|NEU|SIN|IND|NOM//obl//11 med//PP//case//6 effekten//NN|UTR|SIN|DEF|NOM//nmod//6 1500//RG|NOM//nummod//6 kW//NN|AN//nmod//2 är//VB|PRS|AKT//cop//11 tornhöjden//NN|UTR|SIN|DEF|NOM//nsubj//11 ca//AB|AN//advmod//10 65//RG|NOM//nummod//11 meter//NN|UTR|PLU|IND|NOM//ROOT//11 .//MID//punct//11
4.1 Beskrivning av verksamheten / Vindgrunden;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//14 vindkraftverk//NN|NEU|PLU|IND|NOM//nsubj//17 kommer//VB|PRS|AKT//aux//17 att//IE//mark//17 ha//VB|INF|AKT//parataxis//11 koniskt//JJ|POS|NEU|SIN|IND|NOM//amod//19 ståltorn//NN|NEU|SIN|IND|NOM//obj//17 lackerat//PC|PRF|NEU|SIN|IND|NOM//xcomp//17 i//PP//case//24 en//DT|UTR|SIN|IND//det//24 gråvit//JJ|POS|UTR|SIN|IND|NOM//amod//24 kulör//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//17
4.1 Beskrivning av verksamheten / Vindgrunden;Aggregaten//NN|NEU|PLU|DEF|NOM//obj//17 ,//MID//punct//28 har//VB|PRS|AKT//conj//17 en//DT|UTR|SIN|IND//det//30 rotordiameter//NN|UTR|SIN|IND|NOM//obj//28 som//HP|-|-|-//nsubj//35 är//VB|PRS|AKT//cop//35 ungefär//AB//advmod//34 lika//AB//advmod//35 stor//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//30 som//KN//case//37 tornhöjden//NN|UTR|SIN|DEF|NOM//obl//35 ,//MID//punct//42 d.v.s.//AB|AN//advmod//42 ca//AB|AN//advmod//41 65//RG|NOM//nummod//42 meter//NN|UTR|PLU|IND|NOM//conj//17 .//MAD//punct//17
4.1 Beskrivning av verksamheten / Vindgrunden;Antalet//NN|NEU|SIN|DEF|NOM//nmod//45 rotorblad//NN|NEU|PLU|IND|NOM//nsubj//50 är//VB|PRS|AKT//cop//50 två//RG|NOM//nummod//50 eller//KN//cc//49 tre//RG|NOM//conj//47 stycken//NN|UTR|PLU|IND|NOM//conj//17 ,//MID//punct//50 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//55 av//PP//fixed//52 vilket//HD|NEU|SIN|IND//det//55 fabrikat//NN|NEU|SIN|IND|NOM//obl//17 som//HP|-|-|-//nsubj:pass//57 väljs//VB|PRS|SFO//acl:relcl//55 vid//PP//case//59 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//57 .//MAD//punct//11
4.1 Beskrivning av verksamheten / Vindgrunden;Rotorbladen//NN|NEU|PLU|DEF|NOM//nsubj//65 kommer//VB|PRS|AKT//aux//65 att//IE//mark//65 vara//VB|INF|AKT//cop//65 lackerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//11 i//PP//case//70 en//DT|UTR|SIN|IND//det//70 matt//JJ|POS|UTR|SIN|IND|NOM//amod//70 gråvit//JJ|POS|UTR|SIN|IND|NOM//amod//70 kulör//NN|UTR|SIN|IND|NOM//obl//65 och//KN//cc//74 är//VB|PRS|AKT//cop//74 dessutom//AB//advmod//74 antireflexbehandlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//65 för//PP//mark//77 att//IE//mark//77 minska//VB|INF|AKT//advcl//74 risken//NN|UTR|SIN|DEF|NOM//obj//77 för//PP//case//80 reflexer//NN|UTR|PLU|IND|NOM//nmod//78 .//MAD//punct//65
4.1 Beskrivning av verksamheten / Vindgrunden;Vindkraftverken//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 kommer//VB|PRS|AKT//aux//3 att//IE//mark//3 förses//VB|INF|SFO//ROOT//3 med//PP//case//7 fast//JJ|POS|UTR|SIN|IND|NOM//amod//7 röd//JJ|POS|UTR|SIN|IND|NOM//amod//7 hinderbelysning//NN|UTR|SIN|IND|NOM//obl//3 enligt//PP//case//9 villkor//NN|NEU|PLU|IND|NOM//nmod//7 från//PP//case//11 försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//9 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindgrunden;Denna//DT|UTR|SIN|DEF//det//14 belysning//NN|UTR|SIN|IND|NOM//nsubj//17 ska//VB|PRS|AKT//aux//17 vara//VB|INF|AKT//cop//17 tänd//PC|PRF|UTR|SIN|IND|NOM//parataxis//3 dygnet//NN|NEU|SIN|DEF|NOM//obj//17 runt//PP//advmod//17 och//KN//cc//21 synlig//JJ|POS|UTR|SIN|IND|NOM//amod//22 horisonten//NN|UTR|SIN|DEF|NOM//obl//17 runt//AB//advmod//17 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindgrunden;Befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 vägar//NN|UTR|PLU|IND|NOM//nsubj:pass//4 kommer//VB|PRS|AKT//aux//4 att//IE//mark//4 användas//VB|INF|SFO//ROOT//4 .//MAD//punct//4
4.1 Beskrivning av verksamheten / Vindgrunden;Förstärkning//NN|UTR|SIN|IND|NOM//nsubj:pass//12 inom//PP//case//9 befintlig//JJ|POS|UTR|SIN|IND|NOM//amod//9 vägbredd//NN|UTR|SIN|IND|NOM//nmod//6 kommer//VB|PRS|AKT//aux//12 att//IE//mark//12 erfordras//VB|INF|SFO//parataxis//4 .//MAD//punct//12
4.1 Beskrivning av verksamheten / Vindgrunden;Idag//AB//advmod//15 sträcker//VB|PRS|AKT//parataxis//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//15 en//DT|UTR|SIN|IND//det//18 väg//NN|UTR|SIN|IND|NOM//obj//15 tvärs//AB//advmod//20 igenom//PP//compound:prt//15 området//NN|NEU|SIN|DEF|NOM//obj//15 för//PP//case//25 den//DT|UTR|SIN|DEF//det//25 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//25 vindkraftanläggningen//NN|UTR|SIN|DEF|NOM//nmod//21 .//MAD//punct//15
4.1 Beskrivning av verksamheten / Vindgrunden;Till//PP//case//29 denna//DT|UTR|SIN|DEF//det//29 väg//NN|UTR|SIN|IND|NOM//obl//32 behöver//VB|PRS|AKT//aux//32 stickvägar//NN|UTR|PLU|IND|NOM//nsubj:pass//32 anläggas//VB|INF|SFO//advcl//15 för//PP//mark//37 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 ska//VB|PRS|AKT//aux//37 bli//VB|INF|AKT//advcl//32 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//37 att//IE//mark//40 nå//VB|INF|AKT//csubj//37 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//42 vindkraftlägen//NN|UTR|SIN|DEF|NOM//obj//40 .//MID//punct//15
4.1 Beskrivning av verksamheten / Vindgrunden;När//HA//mark//46 vindkraftverken//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 levereras//VB|PRS|SFO//advcl//51 och//KN//cc//48 monteras//VB|INF|SFO//conj//46 måste//VB|PRS|AKT//aux//51 vägarna//NN|UTR|PLU|DEF|NOM//nsubj//51 ge//VB|INF|AKT//parataxis//15 utrymme//NN|NEU|SIN|IND|NOM//obj//51 för//PP//case//55 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 transporter//NN|UTR|PLU|IND|NOM//obl//51 och//KN//cc//57 hålla//VB|INF|AKT//conj//51 för//PP//case//60 en//DT|UTR|SIN|IND//det//60 mobilkran//NN|UTR|SIN|IND|NOM//obl//57 ,//MID//punct//68 men//KN//cc//68 när//HA//mark//68 verken//NN|NEU|PLU|DEF|NOM//nsubj//68 är//VB|PRS|AKT//cop//68 i//PP//case//67 drift//NN|UTR|SIN|IND|NOM//obl//68 räcker//VB|PRS|AKT//conj//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//68 normalt//AB|POS//advmod//68 med//PP//case//74 en//DT|UTR|SIN|IND//det//74 enkel//JJ|POS|UTR|SIN|IND|NOM//amod//74 tillfartsväg//NN|UTR|SIN|IND|NOM//obl//68 för//PP//case//77 servicepersonalens//NN|UTR|SIN|DEF|GEN//nmod:poss//77 skåpbil//NN|UTR|SIN|IND|NOM//nmod//74 .//MAD//punct//68
4.1 Beskrivning av verksamheten / Vindgrunden;På//PP//case//81 några//DT|UTR/NEU|PLU|IND//det//81 ställen//NN|NEU|PLU|IND|NOM//obl//86 kommer//VB|PRS|AKT//aux//86 därför//AB//advmod//84 vägen//NN|UTR|SIN|DEF|NOM//nsubj:pass//86 att//IE//mark//86 utföras//VB|INF|SFO//advcl//68 bredare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//86 för//PP//case//89 anläggningstillfället//NN|NEU|SIN|DEF|NOM//obl//86 för//PP//mark//93 att//IE//mark//93 sedan//AB//advmod//93 återställas//VB|INF|SFO//advcl//86 till//PP//case//96 redovisad//PC|PRF|UTR|SIN|IND|NOM//amod//96 normalbredd//NN|UTR|SIN|IND|NOM//obl//93 .//MAD//punct//12
4.1 Beskrivning av verksamheten / Vindgrunden;Vid//PP//case//2 varje//DT|UTR/NEU|SIN|IND//det//2 vindkraftverk//NN|NEU|SIN|IND|NOM//obl//3 ordnas//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//6 stabil//JJ|POS|UTR|SIN|IND|NOM//amod//6 uppställningsyta//NN|UTR|SIN|IND|NOM//nsubj:pass//3 om//PP//case//10 ca//AB|AN//advmod//9 100//RG|NOM//nummod//10 m2//NN|AN//obl//3 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindgrunden;Figuren//NN|UTR|SIN|DEF|NOM//nsubj//13 visar//VB|PRS|AKT//parataxis//3 den//DT|UTR|SIN|DEF//det//16 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 vägens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 sträckning//NN|UTR|SIN|IND|NOM//obj//13 längs//PP//case//21 med//PP//case//21 befintlig//JJ|POS|UTR|SIN|IND|NOM//amod//21 fastighetsgräns//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//13
4.1 Beskrivning av verksamheten / Vindgrunden;Vid//PP//case//25 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 utbyggnad//NN|UTR|SIN|IND|NOM//obl//13 av//PP//case//30 de//DT|UTR/NEU|PLU|DEF//det//30 två//RG|NOM//nummod//30 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 verken//NN|NEU|PLU|DEF|NOM//nmod//25 ,//MID//punct//32 etapp//NN|UTR|SIN|IND|NOM//conj//25 2//RG|NOM//nummod//32 ,//MID//punct//13 kommer//VB|PRS|AKT//aux//38 samråd//NN|NEU|SIN|IND|NOM//nsubj:pass//38 att//IE//mark//38 hållas//VB|INF|SFO//conj//13 med//PP//case//40 markägarna//NN|UTR|PLU|DEF|NOM//obl//38 och//KN//cc//43 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 myndigheter//NN|UTR|PLU|IND|NOM//conj//40 för//PP//mark//46 att//IE//mark//46 få//VB|INF|AKT//advcl//38 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 vägar//NN|UTR|PLU|IND|NOM//obj//46 till//PP//advmod//46 stånd//NN|NEU|SIN|IND|NOM//fixed//49 .//MAD//punct//13
4.1 Beskrivning av verksamheten / Vindgrunden;När//HA//mark//20 fundament//NN|NEU|SIN|IND|NOM//nsubj//7 och//KN//cc//3 elanslutning//NN|UTR|SIN|IND|NOM//conj//1 är//VB|PRS|AKT//cop//7 färdigställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 reses//VB|PRS|SFO//nmod:poss//7 aggregaten//NN|NEU|PLU|DEF|NOM//nsubj//20 med//PP//case//13 hjälp//NN|UTR|SIN|IND|NOM//fixed//8 av//PP//fixed//8 en//DT|UTR|SIN|IND//det//13 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 mobilkran//NN|UTR|SIN|IND|NOM//nmod//7 .//MAD//punct//7
4.1 Beskrivning av verksamheten / Vindgrunden;Själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 resningen//NN|UTR|SIN|DEF|NOM//nsubj//20 av//PP//case//19 ett//DT|NEU|SIN|IND//det//19 aggregat//NN|NEU|SIN|IND|NOM//nmod//16 brukar//VB|PRS|AKT//advcl//32 ta//VB|INF|AKT//xcomp//20 en//DT|UTR|SIN|IND//obj//21 till//PP//case//25 två//RG|NOM//nummod//25 dagar//NN|UTR|PLU|IND|NOM//obl//21 om//PP//case//28 alla//DT|UTR/NEU|PLU|IND/DEF//det//28 förberedelser//NN|UTR|PLU|IND|NOM//nmod//25 på//PP//case//30 platsen//NN|UTR|SIN|DEF|NOM//nmod//28 är//VB|PRS|AKT//cop//32 gjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//32 .//MAD//punct//32
4.1 Beskrivning av verksamheten / Vindgrunden;Aggregaten//NN|NEU|PLU|DEF|NOM//nsubj//1 går//VB|PRS|AKT//ROOT//1 i//PP//case//5 s.k.//AB|AN//amod//5 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//5 drift//NN|UTR|SIN|IND|NOM//obl//1 i//PP//case//7 normalläge//NN|NEU|SIN|IND|NOM//obl//1 .//MAD//punct//1
4.1 Beskrivning av verksamheten / Vindgrunden;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//10 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//13 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//13 styr//VB|PRS|AKT//ccomp//10 –//RG|NOM//punct//17 och//KN//cc//17 övervakningsfunktioner//NN|UTR|PLU|IND|NOM//nsubj:pass//17 styrs//VB|PRS|SFO//conj//13 av//PP//case//20 en//DT|UTR|SIN|IND//det//20 dator//NN|UTR|SIN|IND|NOM//obl:agent//17 monterad//PC|PRF|UTR|SIN|IND|NOM//acl//20 i//PP//case//24 varje//DT|UTR/NEU|SIN|IND//det//24 vindkraftverk//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//17
