"""%(/6 /#( +/34.!$%2";Bilagor//NN|UTR|PLU|IND|NOM//ROOT//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;För//PP//case//22 kommunerna//NN|UTR|PLU|DEF|NOM//obl//23 användes//VB|PRT|SFO//conj//4 normalt//AB|POS//amod//25 värden//NN|NEU|PLU|IND|NOM//nsubj:pass//23 på//PP//case//28 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//28 skogsmark//NN|UTR|SIN|IND|NOM//nmod//25 från//PP//case//30 lantbruksräkningen//NN|UTR|SIN|DEF|NOM//nmod//28 (//PAD//punct//23 LBR//PM|NOM//appos//23 92//RG|NOM//nummod//32 )//PAD//punct//23 och//KN//cc//38 den//DT|UTR|SIN|DEF//det//38 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 fastighetstaxeringen//NN|UTR|SIN|DEF|NOM//conj//4 (//PAD//punct//38 AFT//PM|NOM//appos//38 92//RG|NOM//nummod//40 )//PAD//punct//38 ,//MID//punct//45 ibland//AB//advmod//45 korrigerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//4 med//PP//case//47 uppgifter//NN|UTR|PLU|IND|NOM//obl//45 från//PP//case//49 NBI-ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//47 i//PP//case//52 respektive//AB//amod//52 län//NN|NEU|SIN|IND|NOM//obl//45 .//MAD//punct//45
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Arealen//NN|UTR|SIN|DEF|NOM//appos//45 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//56 skogsmark//NN|UTR|SIN|IND|NOM//nmod//54 i//PP//case//58 länen//NN|NEU|PLU|DEF|NOM//nmod//56 bedömdes//VB|PRT|SFO//conj//4 vara//VB|INF|AKT//cop//62 ett//DT|NEU|SIN|IND//det//62 medelvärde//NN|NEU|SIN|IND|NOM//xcomp//59 av//PP//case//64 uppgifter//NN|UTR|PLU|IND|NOM//nmod//62 från//PP//case//66 LBR//PM|NOM//nmod//64 92//RG|NOM//nummod//66 ,//MID//punct//62 AFT//PM|NOM//nmod//70 92//RG|NOM//appos//62 och//KN//cc//72 Riksskogstaxeringen//NN|UTR|SIN|DEF|NOM//conj//70 (//PAD//punct//62 1990//RG|NOM//nummod//75 94//RG|NOM//appos//62 ?//MID//punct//4 )//PAD//punct//4 .//MAD//punct//4
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Den//DT|UTR|SIN|DEF//det//81 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 arealen//NN|UTR|SIN|DEF|NOM//nmod//82 NBI//PM|NOM//appos//4 extrapolerades//VB|PRT|SFO//conj//4 fram//PL//advmod//89 m//PM|NOM//nummod//86 h//NN|AN//fixed//84 a//NN|NEU|SIN|IND|NOM//case//89 den//DT|UTR|SIN|DEF//det//89 andel//NN|UTR|SIN|IND|NOM//obl//4 som//HP|-|-|-//nsubj:pass//91 erhölls//VB|PRT|SFO//acl:relcl//89 från//PP//case//95 de//DT|UTR/NEU|PLU|DEF//det//95 färdiginventerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//95 kommunerna//NN|UTR|PLU|DEF|NOM//obl//91 .//MAD//punct//4
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Andelssiffrorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//98 avrundades//VB|PRT|SFO//parataxis//4 och//KN//cc//100 korrigerades//VB|PRT|SFO//conj//98 i//PP//case//103 något//DT|NEU|SIN|IND//det//103 fall//NN|NEU|SIN|IND|NOM//obl//98 någon//DT|UTR|SIN|IND//det//106 tiondels//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//106 procent//NN|UTR|SIN|IND|NOM//obl//98 upp//AB//advmod//98 eller//KN//cc//109 ner//AB//conj//98 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//116 på//PP//fixed//110 att//SN//mark//116 icke//AB//advmod//116 representativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 kommuner//NN|UTR|PLU|IND|NOM//nsubj:pass//116 inventerats//VB|SUP|SFO//advcl//98 .//MAD//punct//4
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;För//PP//mark//2 att//IE//mark//2 få//VB|INF|AKT//advcl//17 ett//DT|NEU|SIN|IND//det//4 mått//NN|NEU|SIN|IND|NOM//obj//2 på//PP//mark//10 hur//HA//advmod//10 den//DT|UTR|SIN|DEF//det//9 beräknade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//9 totalarealen//NN|UTR|SIN|DEF|NOM//nsubj//10 fördelar//VB|PRS|AKT//advcl//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//10 på//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 ovan//AB//advmod//15 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 typerna//NN|UTR|PLU|DEF|NOM//obl//10 användes//VB|PRT|SFO//ROOT//17 respektive//AB//amod//21 läns//NN|NEU|SIN|IND|GEN//nmod:poss//21 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 material//NN|NEU|SIN|IND|NOM//nsubj:pass//17 ,//MID//punct//27 även//AB//advmod//27 från//PP//case//27 icke//AB//advmod//26 färdiginventerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 kommuner//NN|UTR|PLU|IND|NOM//appos//21 .//MID//punct//27
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;De//DT|UTR/NEU|PLU|DEF//det//31 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 typernas//NN|UTR|PLU|DEF|GEN//nmod:poss//32 arealandel//NN|NEU|PLU|IND|NOM//nsubj:pass//17 av//PP//case//37 det//DT|NEU|SIN|DEF//det//35 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 inventerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//37 materialet//NN|NEU|SIN|DEF|NOM//nmod//32 räknades//VB|PRT|SFO//xcomp//17 fram//PL//compound:prt//38 ,//MID//punct//41 län//NN|NEU|SIN|IND|NOM//conj//38 för//PP//case//43 län//NN|NEU|SIN|IND|NOM//nmod//41 .//MAD//punct//17
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Den//DT|UTR|SIN|DEF//det//47 beräknade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//47 totalarealen//NN|UTR|SIN|DEF|NOM//nmod//48 nyckelbiotoper//NN|UTR|PLU|IND|NOM//nsubj:pass//52 i//PP//case//51 respektive//AB//amod//51 län//NN|NEU|SIN|IND|NOM//nmod//48 fördelades//VB|PRT|SFO//parataxis//17 sedan//AB//advmod//52 enligt//PP//case//56 typernas//NN|UTR|PLU|DEF|GEN//nmod:poss//56 andel//NN|UTR|SIN|IND|NOM//obl//52 .//MAD//punct//17
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Slutligen//AB//advmod//59 summerades//VB|PRT|SFO//parataxis//17 de//DT|UTR/NEU|PLU|DEF//det//62 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 typerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//59 samman//PL//case//64 regionvis//AB//obl//59 .//MAD//punct//59
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;5//RG|NOM//nummod//67 Referenser//NN|UTR|PLU|IND|NOM//appos//59 ://MAD//punct//17
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;NITARE//NN|UTR|PLU|IND|NOM//ROOT//0 ,//MID//punct//2 J.//PM|NOM//conj//0 &//KN|AN//cc//4 NORÉN//PM|NOM//conj//0 ,//MID//punct//0 M.//PM|NOM//conj//0 1992//RG|NOM//nummod//6 ://MID//punct//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Nyckelbiotoper//NN|UTR|PLU|IND|NOM//nsubj:pass//10 kartläggs//VB|PRS|SFO//parataxis//0 i//PP//case//13 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//13 projekt//NN|NEU|SIN|IND|NOM//obl//10 vid//PP//case//15 Skogsstyrelsen//NN|UTR|SIN|DEF|NOM//obl//10 .//MAD//punct//0 -//MID//punct//19
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//19 Bot//PM|NOM//appos//0 .//MAD//punct//19
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Tidskr//PM|NOM//conj//0 .//MAD//punct//21
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;86:219-226//RG|NOM//conj//0 .//MAD//punct//0


9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;1//RG|NOM//nummod//2 Grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 problemställning//NN|UTR|SIN|IND|NOM//ROOT//2
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;Nyckelbiotoper//NN|UTR|PLU|IND|NOM//nsubj//5 ä//PM|NOM//nummod//2 r//UO//nummod//3 definitionsmässi//PM|NOM//nmod//0 gt//NN|AN//nmod//0 avgränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//5 för//PP//mark//9 att//SN//mark//9 där//AB//advmod//9 finns//VB|PRS|SFO//advcl//5 eller//KN//cc//11 misstän//PP//conj//9 ks//NN|NEU|SIN|IND|NOM//obl//9 finnas//VB|INF|SFO//conj//5 rödlistade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 arter//NN|UTR|PLU|IND|NOM//nsubj//13 .//MAD//punct//5
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//19 är//VB|PRS|AKT//cop//19 däre//NN|NEU|PLU|IND|NOM//parataxis//5 mot//PP//case//23 inte//AB//advmod//23 planmässi//UO//nmod:poss//23 gt//NN|AN//nmod//19 avgränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advmod//35 för//PP//mark//27 att//SN//mark//27 rödlistade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//24 arter//NN|UTR|PLU|IND|NOM//obj//27 i//PP//case//31 o//KN//fixed//29 mrådet//NN|NEU|SIN|DEF|NOM//obl//27 s//PM|NOM//nummod//33 ka//NN|AN//nmod//31 kunna//VB|INF|AKT//aux//35 leva//VB|INF|AKT//advcl//5 kvar//PL//compound:prt//35 .//MID//punct//5
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;Fö//PM|NOM//nmod//39 r//NN|NEU|SIN|IND|NOM//conj//5 att//IE//mark//41 bevara//VB|INF|AKT//acl//39 biodiversiteten//NN|UTR|SIN|DEF|NOM//obj//41 fordras//VB|PRS|SFO//conj//5 normalt//AB|POS//advmod//43 (//PAD//punct//5 om//SN//mark//49 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 är//VB|PRS|AKT//cop//49 biotop//NN|UTR|SIN|IND|NOM//advcl//5 mässi//NN|NEU|SIN|IND|NOM//nmod//51 gt//UO//nmod//53 mö//UO//amod//53 jligt//NN|UTR|SIN|IND|NOM//nmod//49 )//PAD//punct//53 att//SN//mark//60 delar//NN|UTR|PLU|IND|NOM//nsubj:pass//60 av//PP//case//58 omgivningen//NN|UTR|SIN|DEF|NOM//nmod//56 samtidigt//AB//advmod//60 skyddas//VB|INF|SFO//conj//49 eller//KN//cc//62 restaureras//VB|INF|SFO//conj//60 .//MAD//punct//5
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;Under//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//3 decennierna//NN|NEU|PLU|DEF|NOM//obl//4 har//VB|PRS|AKT//ROOT//4 det//DT|NEU|SIN|DEF//expl//4 flerstäde//NN|NEU|SIN|IND|NOM//obj//4 s//PM|NOM//punct//4 bedrivits//VB|SUP|SFO//conj//4 annan//JJ|POS|UTR|SIN|IND|NOM//amod//10 inventering//NN|UTR|SIN|IND|NOM//nsubj:pass//8 av//PP//case//12 naturvårdsob//JJ|POS|NEU|SIN|IND|NOM//nmod//10 jekt//NN|NEU|SIN|IND|NOM//obl//4 inom//PP//case//18 ramen//NN|UTR|SIN|DEF|NOM//fixed//14 för//PP//fixed//14 oli//UO//nummod//18 ka//UO//obl//4 typer//NN|UTR|PLU|IND|NOM//nsubj//28 av//PP//case//21 naturvårdsplanerin//NN|UTR|SIN|DEF|NOM//nmod//19 g.//NN|NEU|SIN|IND|NOM//nmod//19 Exempel//NN|NEU|PLU|IND|NOM//nmod//19 på//PP//case//25 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//nmod//23 in//PL//case//27 venteringar//NN|UTR|PLU|IND|NOM//nmod//19 är//VB|PRS|AKT//cop//30 in//PL//advmod//28 ventering//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//33 lö//JJ|AN//nmod//33 vskogar//NN|UTR|PLU|IND|NOM//nmod//30 (//PAD//punct//35 t//NN|AN//nmod//37 ex//NN|AN//nmod//37 Appelqvist//PM|NOM//appos//33 ,//MID//punct//39 Bengtson//PM|NOM//conj//33 &//KN|AN//cc//41 Andersson//PM|NOM//conj//33 1994//RG|NOM//nummod//41 )//PAD//punct//4 ,//MID//punct//45 inventering//NN|UTR|SIN|IND|NOM//parataxis//4 av//PP//case//48 ädellö//NN|NEU|PLU|IND|NOM//det//48 vskogar//NN|UTR|PLU|IND|NOM//nmod//45 (//PAD//punct//50 t//NN|AN//appos//48 ex//NN|AN//nsubj//50 Envall//PM|NOM//nmod//50 1985//RG|NOM//nummod//52 )//PAD//punct//50 eller//KN//cc//56 inventeringar//NN|UTR|PLU|IND|NOM//conj//48 för//PP//case//58 upprättande//NN|NEU|SIN|IND|NOM//nmod//56 av//PP//case//61 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 naturvårdsprogram//NN|NEU|PLU|IND|NOM//nmod//58 (//PAD//punct//45 Hultengren//PM|NOM//appos//45 1991//RG|NOM//nummod//63 )//PAD//punct//45 .//MAD//punct//4
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;De//DT|UTR/NEU|PLU|DEF//det//1 avgränsnin//NN|NEU|PLU|IND|NOM//nsubj//2 gar//VB|PRS|AKT//nsubj//7 av//PP//case//4 objekt//NN|NEU|PLU|IND|NOM//nmod//2 som//HP|-|-|-//nsubj:pass//6 utförts//VB|SUP|SFO//acl:relcl//2 unde//VB|SUP|AKT//ROOT//7 r//NN|NEU|SIN|IND|NOM//obj//7 dessa//DT|UTR/NEU|PLU|DEF//det//10 inventeringar//NN|UTR|PLU|IND|NOM//nmod//11 ä//VB|PRS|AKT//nummod//12 r//PM|NOM//discourse//26 gjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 på//PP//case//16 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 grunder//NN|UTR|PLU|IND|NOM//nmod//12 än//KN//mark//21 de//PN|UTR/NEU|PLU|DEF|SUB//fixed//17 i//PP//case//21 n//PM|NOM//nummod//21 yckelbiotopsinventeringen//NN|UTR|SIN|DEF|NOM//acl//16 .//MAD//punct//12
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;Vanligen//AB//advmod//26 är//VB|PRS|AKT//cop//26 ob//JJ|AN//nummod//26 jekten//NN|UTR|SIN|DEF|NOM//obj//7 avgränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//7 så//AB//advmod//27 att//IE//mark//30 sa//VB|PRT|AKT//advcl//27 mmanhän//NN|UTR|SIN|DEF|NOM//amod//33 gande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 flak//NN|NEU|PLU|IND|NOM//obj//30 av//PP//case//38 samma//DT|UTR/NEU|SIN/PLU|IND//det//38 eller//KN//cc//37 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//35 beståndst//NN|UTR|SIN|IND|GEN//amod//39 yper//NN|UTR|PLU|IND|NOM//nsubj:pass//40 tas//VB|PRS|SFO//conj//7 med//PP//compound:prt//40 .//MAD//punct//40
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;I//PP//case//44 arbetet//NN|NEU|SIN|DEF|NOM//obl//55 med//PP//mark//47 att//IE//mark//47 skydda//VB|INF|AKT//acl//44 naturvärdena//NN|NEU|PLU|DEF|NOM//obj//47 i//PP//case//51 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 skogsbestånd//NN|NEU|PLU|IND|NOM//obl//47 är//VB|PRS|AKT//cop//55 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 sannoli//NN|UTR|SIN|IND|NOM//amod//55 kt//NN|NEU|SIN|IND|NOM//obl//40 att//SN//mark//64 hela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//64 eller//KN//cc//59 delar//NN|UTR|PLU|IND|NOM//conj//57 av//PP//case//62 dessa//DT|UTR/NEU|PLU|DEF//det//62 flak//NN|NEU|PLU|IND|NOM//nmod//59 skulle//VB|PRT|AKT//aux//64 omfattas//VB|INF|SFO//acl//55 av//PP//case//66 skydd//NN|NEU|SIN|IND|NOM//obl:agent//64 .//MAD//punct//40
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;I//PP//case//69 skyddet//NN|NEU|SIN|DEF|NOM//obl//78 av//PP//case//71 nyckelbiotoper//NN|UTR|PLU|IND|NOM//nmod//69 bör//VB|PRS|AKT//aux//78 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//78 i//PP//case//77 mån//NN|UTR|SIN|IND|NOM//fixed//74 ga//PL//amod//77 fall//NN|NEU|PLU|IND|NOM//obl//78 leda//VB|INF|AKT//conj//40 till//PP//mark//88 att//SN//mark//88 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 areal//NN|UTR|SIN|IND|NOM//nsubj:pass//88 än//KN//mark//84 s//PM|NOM//acl//82 jäl//NN|AN//nmod//82 va//IN//aux//88 nyckelbiotopen//NN|UTR|SIN|DEF|NOM//nsubj:pass//88 skyddas//VB|PRS|SFO//advcl//78 .//MAD//punct//40
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;I//PP//case//92 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//92 fall//NN|NEU|PLU|IND|NOM//obl//97 är//VB|PRS|AKT//cop//97 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//97 inte//AB//advmod//97 mö//AB//amod//97 jligt//NN|UTR|SIN|IND|NOM//parataxis//40 ,//MID//punct//97 nyckelbiotopen//NN|UTR|SIN|DEF|NOM//nsubj//100 ligger//VB|PRS|AKT//parataxis//97 kanske//AB//advmod//100 i//PP//case//105 ett//DT|NEU|SIN|IND//det//105 å//PP//fixed//103 kerlandskap//NN|NEU|SIN|IND|NOM//obl//100 eller//KN//cc//109 på//PP//case//109 en//DT|UTR|SIN|IND//det//109 ö.//NN|UTR|SIN|IND|NOM//conj//105 För//PP//mark//112 att//IE//mark//112 få//VB|INF|AKT//advcl//100 ett//DT|NEU|SIN|IND//det//114 mått//NN|NEU|SIN|IND|NOM//obj//112 på//PP//case//118 den//PN|UTR|SIN|DEF|SUB/OBJ//det//118 fa//VB|INF|AKT//amod//118 ktor//NN|UTR|SIN|IND|NOM//obl//112 som//HP|-|-|-//obl//122 nyckelbiotoperna//NN|UTR|PLU|DEF|NOM//nsubj:pass//122 kan//VB|PRS|AKT//aux//122 skalas//VB|INF|SFO//acl:relcl//118 upp//PL//compound:prt//122 i//PP//case//127 ett//DT|NEU|SIN|IND//det//127 verkligt//JJ|POS|NEU|SIN|IND|NOM//amod//127 skyddsarbete//NN|NEU|SIN|IND|NOM//obl//122 har//VB|PRS|AKT//conj//40 därför//AB//advmod//130 jä//VB|PRS|AKT//amod//131 mförelser//NN|UTR|PLU|IND|NOM//nsubj:pass//135 med//PP//case//134 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//134 underlag//NN|NEU|PLU|IND|NOM//nmod//131 gjorts//VB|SUP|SFO//advcl//40 i//PP//mark//137 nå//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//135 gra//RG|NOM//nmod:poss//140 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//140 områden//NN|NEU|PLU|IND|NOM//obj//137 .//MAD//punct//137
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;Jämförelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//144 har//VB|PRS|AKT//aux//144 gjorts//VB|SUP|SFO//parataxis//137 m//NN|AN//advmod//146 h//NN|AN//obl//144 a//PM|NOM//case//148 GIS//PM|NOM//obl//144 .//MAD//punct//144
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;Det//DT|NEU|SIN|DEF//det//1 faktum//NN|NEU|SIN|IND|NOM//nsubj//15 att//SN//mark//6 skyddsarbetet//NN|NEU|SIN|DEF|NOM//nsubj//6 kommer//VB|PRS|AKT//aux//6 att//IE//mark//6 omfatta//VB|INF|AKT//acl//1 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//8 ob//NN|AN//nummod//9 jekt//NN|NEU|PLU|IND|NOM//obl//6 än//KN//case//14 den//DT|UTR|SIN|DEF//det//14 avgränsade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//14 n//PM|NOM//nummod//14 yckelbiotopen//NN|UTR|SIN|DEF|NOM//obl//6 medför//VB|PRS|AKT//ROOT//15 oc//NN|NEU|SIN|IND|NOM//compound:prt//15 kså//PAD//obl//15 att//SN//mark//22 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 s//NN|AN//nummod//21 kyddsformer//NN|UTR|PLU|IND|NOM//obl//22 blir//VB|PRS|AKT//advcl//15 nöd//NN|UTR|SIN|IND|NOM//nsubj//22 vändi//NN|NEU|PLU|DEF|NOM//xcomp//22 ga//PL//xcomp//22 än//KN//case//29 de//PN|UTR/NEU|PLU|DEF|SUB//det//28 so//UO//nmod//29 m//NN|AN//obl//22 ges//VB|PRS|SFO//xcomp//22 av//PP//case//33 nyckelbiotopernas//NN|UTR|PLU|DEF|GEN//nmod:poss//33 areal//NN|UTR|SIN|IND|NOM//obl:agent//30 .//MAD//punct//15
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;I//PP//case//37 tabell//NN|UTR|SIN|IND|NOM//amod//37 E1//PM|NOM//obl//15
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;anges//VB|PRS|SFO//ROOT//0 fördelningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//0 hittills//AB//advmod//0 av//PP//case//5 arealmätta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 nyckelbiotoper//NN|UTR|PLU|IND|NOM//obl//0 .//MAD//punct//0
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;Storleksklasserna//NN|UTR|PLU|DEF|NOM//nsubj//9 är//VB|PRS|AKT//cop//9 valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//0 så//AB//mark//17 att//SN//fixed//10 klassen//NN|UTR|SIN|DEF|NOM//nsubj//17 upp//AB//advmod//15 till//PP//case//15 0,5//RG|NOM//nmod//12 ha//NN|AN//aux//17 avser//VB|PRS|AKT//advcl//9 områden//NN|NEU|PLU|IND|NOM//obj//17 där//HA//advmod//20 generell//JJ|POS|UTR|SIN|IND|NOM//amod//21 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//23 kan//VB|PRS|AKT//aux//23 tas//VB|INF|SFO//conj//9 (//PAD//punct//23 SVL//PM|NOM//appos//23 §//NN|AN//nmod//27 30//RG|NOM//nummod//25 )//PAD//punct//23 ,//MID//punct//9 intervallet//NN|NEU|SIN|DEF|NOM//nmod//31 0,5//RG|NOM//conj//9 till//PP//case//33 5//RG|NOM//obl//31 ha//NN|AN//aux//35 omfattar//VB|PRS|AKT//advcl//9 enligt//PP//case//38 SKS//PM|GEN//nmod//38 beslut//NN|NEU|SIN|IND|NOM//obl//35 de//DT|UTR/NEU|PLU|DEF//det//40 områden//NN|NEU|PLU|IND|NOM//obj//35 som//HP|-|-|-//nsubj//43 kan//VB|PRS|AKT//aux//43 komma//VB|INF|AKT//acl:relcl//40 i//PP//compound:prt//43 fråga//NN|UTR|SIN|IND|NOM//fixed//44 för//PP//case//47 biotopskydd//NN|NEU|SIN|IND|NOM//obl//43 (//PAD//punct//52 enligt//PP//case//52 NVL//PM|NOM//nmod:poss//51 §//NN|AN//nmod//52 21//RG|NOM//nmod//47 )//PAD//punct//40 och//KN//cc//57 slutligen//AB//advmod//57 de//DT|UTR/NEU|PLU|DEF//det//57 områden//NN|NEU|PLU|IND|NOM//conj//9 som//HP|-|-|-//nsubj//60 är//VB|PRS|AKT//cop//60 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//57 än//KN//case//62 5//RG|NOM//nmod//60 ha//VB|INF|AKT//aux//67 vilka//HP|UTR/NEU|PLU|IND//nsubj//67 således//AB//advmod//67 kan//VB|PRS|AKT//aux//67 bli//VB|INF|AKT//acl:relcl//57 föremål//NN|NEU|SIN|IND|NOM//xcomp//67 för//PP//case//70 reservatsskydd//NN|NEU|PLU|IND|NOM//nmod//68 (//PAD//punct//57 enligt//PP//case//74 NVL//PM|NOM//nmod:poss//74 §//NN|AN//nmod//75 7//RG|NOM//nmod//57 )//PAD//punct//57 .//MAD//punct//9
9 Litteratur / Jämförelse av nyckelbiotopsinventering och lövskogsinventering i Skövde kommun, en fallstudie;Sammanfattningsvis//AB//ROOT//0 ://MAD//punct//0
