Ny instansordning för va-målen ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Va-nämndsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Bilaga 1 / Bakgrund;Förutom//PP//case//46 tvister//NN|UTR|PLU|IND|NOM//nmod//35 mellan//PP//case//48 va-huvudmän//NN|UTR|PLU|IND|NOM//nmod//46 och//KN//cc//50 fastighetsägare//NN|UTR|PLU|IND|NOM//conj//48 prövar//VB|PRS|AKT//conj//5 Va-nämnden//NN|UTR|SIN|DEF|NOM//det//53 tvister//NN|UTR|PLU|IND|NOM//obj//51 där//HA//advmod//56 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//56 överklagat//VB|SUP|AKT//acl:relcl//53 länsstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//58 föreläggande//NN|NEU|SIN|IND|NOM//obj//56 om//PP//case//60 utbyggnad//NN|UTR|SIN|IND|NOM//obl//58 av//PP//case//64 en//DT|UTR|SIN|IND//det//64 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//64 va-anläggning//NN|UTR|SIN|IND|NOM//nmod//60 .//MAD//punct//5
Bilaga 1 / Bakgrund;Enligt//PP//case//69 10//RG|NOM//nummod//68 §//NN|AN//nmod//69 LSV//PM|NOM//obl//5 är//VB|PRS|AKT//cop//72 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//72 skyldig//JJ|POS|UTR|SIN|IND|NOM//ROOT//72 att//IE//mark//74 hålla//VB|INF|AKT//advcl//72 förhandling//NN|UTR|SIN|IND|NOM//obj//74 i//PP//case//78 alla//DT|UTR/NEU|PLU|IND/DEF//det//78 mål//NN|NEU|PLU|IND|NOM//obl//74 där//HA//advmod//81 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//81 behövs//VB|PRS|SFO//acl:relcl//78 .//MID//punct//72
Bilaga 1 / Bakgrund;Dessa//DT|UTR/NEU|PLU|DEF//det//84 förhandlingar//NN|UTR|PLU|IND|NOM//nsubj:pass//86 ska//VB|PRS|AKT//aux//86 hållas//VB|INF|SFO//parataxis//72 på//PP//case//89 en//DT|UTR|SIN|IND//det//89 plats//NN|UTR|SIN|IND|NOM//obl//86 som//HP|-|-|-//nsubj//92 är//VB|PRS|AKT//cop//92 välbelägen//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//89 för//PP//case//94 parterna//NN|UTR|PLU|DEF|NOM//obl//92 .//MAD//punct//72
Bilaga 1 / Bakgrund;Av//PP//case//99 12//RG|NOM//nummod//98 §//NN|AN//nmod//99 LSV//PM|NOM//nsubj//100 följer//VB|PRS|AKT//parataxis//72 att//SN//advmod//100 om//SN//mark//104 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//104 behövs//VB|PRS|SFO//advcl//111 kan//VB|PRS|AKT//aux//111 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//111 eller//KN//cc//108 ledamot//NN|UTR|SIN|IND|NOM//conj//106 av//PP//case//110 nämnden//NN|UTR|SIN|DEF|NOM//nmod//108 göra//VB|INF|AKT//ccomp//100 besiktning//NN|UTR|SIN|IND|NOM//obj//111 på//PP//case//114 platsen//NN|UTR|SIN|DEF|NOM//obl//111 .//MAD//punct//100
Bilaga 1 / Bakgrund;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//119 ska//VB|PRS|AKT//aux//119 vara//VB|INF|AKT//cop//119 verksam//JJ|POS|UTR|SIN|IND|NOM//conj//100 för//PP//mark//123 att//SN//mark//123 målet//NN|NEU|SIN|DEF|NOM//nsubj:pass//123 utreds//VB|PRS|SFO//advcl//119 och//KN//cc//125 söka//VB|INF|AKT//conj//123 förlika//VB|INF|AKT//amod//127 parterna//NN|UTR|PLU|DEF|NOM//obj//125 (//PAD//punct//127 11//RG|NOM//nummod//130 §//NN|AN//nmod//131 LSV//PM|NOM//appos//127 )//PAD//punct//119 .//MAD//punct//137
Bilaga 1 / Bakgrund;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//137 är//VB|PRS|AKT//cop//137 första//RO|NOM//amod//137 instans//NN|UTR|SIN|IND|NOM//conj//72 för//PP//case//139 mål//NN|NEU|SIN|IND|NOM//nmod//137 från//PP//case//142 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//142 landet//NN|NEU|SIN|DEF|NOM//nmod//139 .//MAD//punct//137
Bilaga 1 / Bakgrund;Nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//145 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//147 kan//VB|PRS|AKT//aux//147 överklagas//VB|INF|SFO//parataxis//137 till//PP//case//150 Svea//PM|GEN//nmod:poss//150 hovrätt//NN|UTR|SIN|IND|NOM//obl//147 i//PP//case//153 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//153 sammansättning//NN|UTR|SIN|IND|NOM//obl//147 som//KN//mark//155 Miljööverdomstol//NN|UTR|SIN|IND|NOM//acl//153 och//KN//cc//160 därefter//AB//advmod//160 till//PP//case//160 Högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//160 domstolen//NN|UTR|SIN|DEF|NOM//conj//155 .//MAD//punct//137
Bilaga 1 / Bakgrund;Utöver//PP//case//165 den//DT|UTR|SIN|DEF//det//165 dömande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//165 verksamheten//NN|UTR|SIN|DEF|NOM//obl//175 ska//VB|PRS|AKT//aux//175 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//175 på//PP//case//169 begäran//NN|UTR|SIN|IND|NOM//nmod//167 av//PP//case//172 en//DT|UTR|SIN|IND//det//172 domstol//NN|UTR|SIN|IND|NOM//nmod//169 eller//KN//cc//174 länsstyrelse//NN|UTR|SIN|IND|NOM//conj//172 yttra//VB|INF|AKT//parataxis//137 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//175 i//PP//case//178 mål//NN|NEU|SIN|IND|NOM//obl//175 eller//KN//cc//180 ärenden//NN|NEU|PLU|IND|NOM//conj//178 om//PP//case//182 vattenförsörjning//NN|UTR|SIN|IND|NOM//nmod//180 och//KN//cc//184 avlopp//NN|NEU|SIN|IND|NOM//conj//182 .//MAD//punct//72
Bilaga 1 / Bakgrund;Antalet//NN|NEU|SIN|DEF|NOM//nmod//1 mål//NN|NEU|PLU|IND|NOM//nsubj//8 som//HP|-|-|-//nsubj//3 kommer//VB|PRS|AKT//acl:relcl//1 in//PL//compound:prt//3 till//PP//case//6 Va-nämnden//NN|UTR|SIN|DEF|NOM//obl//3 har//VB|PRS|AKT//aux//8 varierat//VB|SUP|AKT//ROOT//8 från//PP//case//10 tid//NN|UTR|SIN|IND|NOM//obl//8 till//PP//case//12 annan//JJ|POS|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//8
Bilaga 1 / Bakgrund;Under//PP//case//15 2009//RG|NOM//obl//16 kom//VB|PRT|AKT//conj//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 in//PL//advmod//16 241//RG|NOM//obl//16 va-mål//NN|NEU|PLU|IND|NOM//punct//8 .//MAD//punct//8
Bilaga 1 / Bakgrund;Det//DT|NEU|SIN|DEF//det//23 året//NN|NEU|SIN|DEF|NOM//nsubj//24 uppgick//VB|PRT|AKT//parataxis//8 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 kostnader//NN|UTR|PLU|IND|NOM//obj//24 till//PP//case//29 7//RG|NOM//nummod//29 351//RG|NOM//nmod//26 000//RG|NOM//nummod//29 kr.//NN|AN//nmod//32 Nämnden//NN|UTR|SIN|DEF|NOM//obl//24 avgjorde//VB|PRT|AKT//conj//8 75//RG|NOM//nummod//35 procent//NN|UTR|PLU|IND|NOM//nsubj//33 av//PP//case//37 va-målen//NN|UTR|SIN|DEF|NOM//nmod//35 inom//PP//case//40 tolv//RG|NOM//nummod//40 månader//NN|UTR|PLU|IND|NOM//obl//33 .//MAD//punct//8
Bilaga 1 / Bakgrund;Av//PP//case//45 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//45 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 beslut//NN|NEU|PLU|IND|NOM//obl//8 och//KN//cc//47 domar//NN|UTR|PLU|IND|NOM//conj//45 överklagas//VB|PRS|SFO//conj//8 5//RG|NOM//nummod//51 10//RG|NOM//nummod//51 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//48 till//PP//case//53 Miljööverdomstolen//NN|UTR|SIN|DEF|NOM//obl//48 .//MAD//punct//8
Bilaga 1 / Bakgrund;Under//PP//case//56 2009//RG|NOM//obl//57 fastställde//VB|PRT|AKT//parataxis//8 Miljööverdomstolen//NN|UTR|SIN|DEF|NOM//nsubj//57 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//60 domar//NN|UTR|PLU|IND|NOM//obj//57 och//KN//cc//63 slutliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 beslut//NN|NEU|PLU|IND|NOM//conj//60 som//HP|-|-|-//nsubj:pass//66 hade//VB|PRT|AKT//aux//66 prövats//VB|SUP|SFO//acl:relcl//63 av//PP//case//68 Va-nämnden//NN|UTR|SIN|DEF|NOM//obl:agent//66 .//MAD//punct//8
Bilaga 1 / Bakgrund;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//71 redovisar//VB|PRS|AKT//parataxis//8 sin//PS|UTR|SIN|DEF//nmod:poss//73 praxis//NN|UTR|SIN|IND|NOM//obj//71 på//PP//case//76 sin//PS|UTR|SIN|DEF//nmod:poss//76 webbplats//NN|UTR|SIN|IND|NOM//obl//71 .//MAD//punct//8
Bilaga 1 / Bakgrund;Va-nämnden//NN|UTR|SIN|DEF|NOM//nsubj//1 består//VB|PRS|AKT//ROOT//1 av//PP//case//3 ordföranden//NN|UTR|SIN|DEF|NOM//obl//1 ,//MID//punct//3 fem//RG|NOM//nummod//7 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 ledamöter//NN|UTR|PLU|IND|NOM//conj//3 och//KN//cc//9 ersättare//NN|UTR|PLU|IND|NOM//conj//7 för//PP//case//11 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//7 .//MAD//punct//22
Bilaga 1 / Bakgrund;Enligt//PP//case//16 2//RG|NOM//nummod//15 §//NN|AN//nmod//16 LSV//PM|NOM//obl//22 ska//VB|PRS|AKT//aux//22 två//RG|NOM//nummod//19 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//22 vara//VB|INF|AKT//cop//22 väl//AB|POS//advmod//22 förtrogna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//1 med//PP//case//24 förvaltning//NN|UTR|SIN|IND|NOM//obl//22 och//KN//cc//26 skötsel//NN|UTR|SIN|IND|NOM//conj//24 av//PP//case//30 en//DT|UTR|SIN|IND//det//30 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//30 va-anläggning//NN|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//22
Bilaga 1 / Bakgrund;En//DT|UTR|SIN|IND//det//33 ledamot//NN|UTR|SIN|IND|NOM//nsubj//37 ska//VB|PRS|AKT//aux//37 vara//VB|INF|AKT//cop//37 väl//AB|POS//advmod//37 förtrogen//JJ|POS|UTR|SIN|IND|NOM//parataxis//22 med//PP//case//40 bostadsfastigheters//NN|UTR|PLU|IND|GEN//nmod:poss//40 va-förhållanden//NN|NEU|PLU|IND|NOM//obl//37 .//MAD//punct//22
Bilaga 1 / Bakgrund;En//DT|UTR|SIN|IND//det//43 ledamot//NN|UTR|SIN|IND|NOM//nsubj//47 ska//VB|PRS|AKT//aux//47 vara//VB|INF|AKT//cop//47 väl//AB|POS//advmod//47 förtrogen//JJ|POS|UTR|SIN|IND|NOM//parataxis//22 med//PP//case//49 va-förhållanden//NN|UTR|SIN|DEF|NOM//obl//47 för//PP//case//52 annan//JJ|POS|UTR|SIN|IND|NOM//amod//52 bebyggelse//NN|UTR|SIN|IND|NOM//obl//47 än//KN//case//54 bostäder//NN|UTR|PLU|IND|NOM//nmod//52 .//MAD//punct//22
Bilaga 1 / Bakgrund;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//62 om//PP//case//58 kvalifikationskraven//NN|UTR|SIN|DEF|NOM//nmod//56 på//PP//case//60 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//58 är//VB|PRS|AKT//cop//62 utformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//22 så//AB//mark//68 att//SN//fixed//63 inga//DT|UTR/NEU|PLU|IND//det//66 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//68 ska//VB|PRS|AKT//aux//68 utses//VB|INF|SFO//advcl//62 som//KN//mark//70 företrädare//NN|UTR|SIN|IND|NOM//xcomp//68 för//PP//case//73 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 partsintressen//NN|NEU|PLU|IND|NOM//nmod//70 .//MAD//punct//22
Bilaga 1 / Bakgrund;Kvalifikationskraven//NN|UTR|SIN|DEF|NOM//nsubj:pass//79 har//VB|PRS|AKT//aux//79 i//PP//advmod//79 stället//NN|NEU|SIN|DEF|NOM//fixed//77 utformats//VB|SUP|SFO//parataxis//22 som//KN//mark//81 krav//NN|NEU|SIN|IND|NOM//xcomp//79 på//PP//case//84 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 insikter//NN|UTR|PLU|IND|NOM//nmod//81 och//KN//cc//86 färdigheter//NN|UTR|PLU|IND|NOM//conj//84 .//MAD//punct//79
Bilaga 1 / Bakgrund;För//PP//case//89 närvarande//NN|NEU|SIN|IND|NOM//obl//90 finns//VB|PRS|SFO//conj//79 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//90 tio//RG|NOM//nummod//93 ersättare//NN|UTR|PLU|IND|NOM//nsubj//90 för//PP//case//95 ledamöterna//NN|UTR|PLU|DEF|NOM//obl//90 .//MAD//punct//1
Bilaga 1 / Bakgrund;För//PP//case//1 ordföranden//NN|UTR|SIN|DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 en//DT|UTR|SIN|IND//det//4 ersättare//NN|UTR|SIN|IND|NOM//nsubj//2 (//PAD//punct//4 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//7 ordförande//NN|UTR|SIN|IND|NOM//appos//4 )//PAD//punct//4 som//HP|-|-|-//nsubj//11 är//VB|PRS|AKT//cop//11 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//4 av//PP//case//13 Va-nämnden//NN|UTR|SIN|DEF|NOM//obl:agent//11 och//KN//cc//16 ytterligare//AB|KOM//advmod//16 en//RG|UTR|SIN|IND|NOM//conj//11 som//HP|-|-|-//nsubj:pass//18 anlitas//VB|PRS|SFO//acl:relcl//16 vid//PP//case//20 behov//NN|NEU|SIN|IND|NOM//obl//18 .//MAD//punct//2
Bilaga 1 / Bakgrund;Va-nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 ordförande//NN|UTR|SIN|IND|NOM//nsubj//26 är//VB|PRS|AKT//cop//26 också//AB//advmod//26 chef//NN|UTR|SIN|IND|NOM//parataxis//2 för//PP//case//29 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 kansli//NN|NEU|SIN|IND|NOM//obl//26 .//MAD//punct//26
Bilaga 1 / Bakgrund;Kansliet//NN|NEU|SIN|DEF|NOM//nsubj//32 hade//VB|PRT|AKT//parataxis//26 under//PP//case//34 budgetåret//NN|NEU|SIN|DEF|NOM//nmod//37 2009//RG|NOM//nummod//37 sex//RG|NOM//nummod//37 anställda//NN|UTR|PLU|IND|NOM//obj//32 ://MID//punct//37
Bilaga 1 / Bakgrund;myndighetschefen//NN|UTR|SIN|DEF|NOM//appos//37 ///MID//cc//41 ordföranden//NN|UTR|SIN|DEF|NOM//conj//39 ,//MID//punct//44 en//DT|UTR|SIN|IND//det//44 ersättare//NN|UTR|SIN|IND|NOM//conj//39 för//PP//case//46 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//44 ,//MID//punct//49 två//RG|NOM//nummod//49 juristsekreterare//NN|UTR|PLU|IND|NOM//conj//39 ,//MID//punct//49 en//DT|UTR|SIN|IND//det//52 kansliföreståndare//NN|UTR|SIN|IND|NOM//conj//39 och//KN//cc//55 en//DT|UTR|SIN|IND//det//55 kanslisekreterare//NN|UTR|SIN|IND|NOM//conj//52 .//MAD//punct//37
Bilaga 1 / Bakgrund;Kansliet//NN|NEU|SIN|DEF|NOM//nsubj//59 är//VB|PRS|AKT//cop//59 lokaliserat//PC|PRF|NEU|SIN|IND|NOM//conj//32 till//PP//case//61 Stockholm//PM|NOM//obl//59 .//MAD//punct//26
Bilaga 1 / Bakgrund;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//64 hanterar//VB|PRS|AKT//parataxis//26 kansliets//NN|NEU|SIN|DEF|GEN//nmod:poss//66 löneadministration//NN|UTR|SIN|IND|NOM//obj//64 och//KN//cc//70 viss//JJ|POS|UTR|SIN|IND|NOM//amod//70 annan//JJ|POS|UTR|SIN|IND|NOM//amod//70 ekonomiadministration//NN|UTR|SIN|IND|NOM//conj//66 .//MAD//punct//2
Bilaga 1 / Bakgrund;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 va-nämnd//NN|UTR|SIN|IND|NOM//nsubj:pass//2 inrättades//VB|PRT|SFO//ROOT//2 i//PP//case//6 samband//NN|NEU|SIN|IND|NOM//fixed//3 med//PP//fixed//3 införandet//NN|NEU|SIN|DEF|NOM//obl//2 av//PP//case//8 lagen//NN|UTR|SIN|DEF|NOM//nmod//6 (//PAD//punct//10 1970:838//RG|NOM//appos//8 )//PAD//punct//10 om//PP//case//14 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 vatten-//NN|NEU|-|-|SMS//conj//8 och//KN//cc//16 avloppsanläggningar//NN|UTR|PLU|IND|NOM//conj//14 .//MAD//punct//2
Bilaga 1 / Bakgrund;Ett//PN|NEU|SIN|IND|SUB/OBJ//obl//2 av//PP//case//20 skälen//NN|NEU|PLU|DEF|NOM//nmod//18 för//PP//case//23 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 tillkomst//NN|UTR|SIN|IND|NOM//nmod//20 var//VB|PRT|AKT//cop//18 att//SN//mark//28 man//PN|UTR|SIN|IND|SUB//nsubj//28 ville//VB|PRT|AKT//aux//28 förenkla//VB|INF|AKT//acl:relcl//18 det//DT|NEU|SIN|DEF//det//31 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 prövningssystemet//NN|NEU|SIN|DEF|NOM//obj//28 som//HP|-|-|-//nsubj//34 bl.a.//AB|AN//advmod//34 innebar//VB|PRT|AKT//acl:relcl//31 att//SN//mark//39 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 ärendegrupper//NN|UTR|PLU|IND|NOM//nsubj:pass//39 kunde//VB|PRT|AKT//aux//39 prövas//VB|INF|SFO//ccomp//34 av//PP//case//42 både//KN//cc//42 länsstyrelse//NN|UTR|SIN|IND|NOM//obl:agent//39 och//KN//cc//44 domstol//NN|UTR|SIN|IND|NOM//conj//42 .//MAD//punct//18
Bilaga 1 / Bakgrund;Den//DT|UTR|SIN|DEF//det//48 1//RO|NOM//nummod//48 januari//NN|UTR|SIN|IND|NOM//obl//50 2007//RG|NOM//nummod//48 infördes//VB|PRT|SFO//parataxis//18 den//DT|UTR|SIN|DEF//det//53 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 vattentjänstlagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 .//MAD//punct//50
Bilaga 1 / Bakgrund;I//PP//case//57 denna//PN|UTR|SIN|DEF|SUB/OBJ//det//57 klargjordes//VB|PRT|SFO//conj//18 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//59 ansvar//NN|NEU|SIN|IND|NOM//nsubj:pass//57 ,//MID//punct//59 bl.a.//AB|AN//advmod//69 på//PP//mark//69 så//AB//fixed//62 sätt//NN|NEU|SIN|IND|NOM//fixed//62 att//SN//mark//69 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 vattentjänster//NN|UTR|PLU|IND|NOM//nsubj:pass//69 ska//VB|PRS|AKT//aux//69 tillhandahållas//VB|INF|SFO//acl:relcl//57 genom//PP//case//72 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 va-anläggningar//NN|UTR|PLU|IND|NOM//obl//69 .//MAD//punct//2
Bilaga 1 / Bakgrund;Mark-//NN|UTR|-|-|SMS//ROOT//0 och//KN//cc//2 miljödomstolar//NN|UTR|PLU|IND|NOM//conj//0
Bilaga 1 / Bakgrund;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 21//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obl//1 2010//RG|NOM//nummod//4 att//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 fr.o.m.//AB|AN//case//11 den//DT|UTR|SIN|DEF//det//11 2//RO|NOM//nummod//11 maj//NN|UTR|SIN|IND|NOM//obl//14 2011//RG|NOM//nummod//11 ska//VB|PRS|AKT//aux//14 finnas//VB|INF|SFO//acl:relcl//4 fem//RG|NOM//nummod//16 mark-//NN|UTR|-|-|SMS//obl//14 och//KN//cc//18 miljödomstolar//NN|UTR|PLU|IND|NOM//conj//16 som//HP|-|-|-//nsubj//21 ska//VB|PRS|AKT//aux//21 pröva//VB|INF|AKT//acl:relcl//18 miljömål//NN|NEU|PLU|IND|NOM//obj//21 ,//MID//punct//24 mål//NN|NEU|PLU|IND|NOM//conj//22 enligt//PP//case//26 plan-//NN|UTR|-|-|SMS//nmod//24 och//KN//cc//28 bygglagen//NN|UTR|SIN|DEF|NOM//conj//26 (//PAD//punct//24 2010:900//RG|NOM//conj//22 )//PAD//punct//22 och//KN//cc//33 fastighetsmål//NN|NEU|PLU|IND|NOM//conj//22 (//PAD//punct//33 prop//NN|UTR|SIN|IND|NOM//appos//33 .//MAD//punct//33
Bilaga 1 / Bakgrund;2009/10:215//RG|NOM//obl//1 ,//MID//punct//37 bet//VB|PRT|AKT//conj//37 .//MAD//punct//37
Bilaga 1 / Bakgrund;2009/10//RG|NOM//conj//37 ://MID//punct//41
Bilaga 1 / Bakgrund;JuU27//PM|NOM//appos//41 ,//MID//punct//43 rskr//PM|NOM//conj//43 .//MID//punct//43
Bilaga 1 / Bakgrund;2009/10:364//RG|NOM//conj//41 )//PAD//punct//47 .//MAD//punct//1
Bilaga 1 / Bakgrund;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//53 med//PP//case//52 reformen//NN|UTR|SIN|DEF|NOM//nmod//50 är//VB|PRS|AKT//parataxis//1 att//IE//mark//55 förenkla//VB|INF|AKT//xcomp//53 ,//MID//punct//57 samordna//VB|INF|AKT//conj//55 och//KN//cc//59 effektivisera//VB|INF|AKT//conj//55 handläggningen//NN|UTR|SIN|DEF|NOM//obj//59 och//KN//cc//62 prövningen//NN|UTR|SIN|DEF|NOM//conj//60 av//PP//case//65 dessa//DT|UTR/NEU|PLU|DEF//det//65 mål//NN|NEU|PLU|IND|NOM//nmod//62 .//MAD//punct//53
Bilaga 1 / Bakgrund;Till//PP//case//70 de//DT|UTR/NEU|PLU|DEF//det//70 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 domstolarna//NN|UTR|PLU|DEF|NOM//obl//71 förs//VB|PRS|SFO//parataxis//53 de//DT|UTR/NEU|PLU|DEF//det//73 mål//NN|NEU|PLU|IND|NOM//nsubj:pass//71 som//HP|-|-|-//nsubj:pass//78 enligt//PP//case//77 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 ordning//NN|UTR|SIN|IND|NOM//obl//78 handläggs//VB|PRS|SFO//acl:relcl//73 i//PP//case//80 miljödomstol//NN|UTR|SIN|IND|NOM//obl//78 ,//MID//punct//82 huvuddelen//NN|UTR|SIN|DEF|NOM//conj//80 av//PP//case//85 de//DT|UTR/NEU|PLU|DEF//det//85 mål//NN|NEU|PLU|IND|NOM//nmod//82 enligt//PP//case//87 plan-//NN|UTR|-|-|SMS//nmod//85 och//KN//cc//89 bygglagen//NN|UTR|SIN|DEF|NOM//conj//87 som//HP|-|-|-//nsubj:pass//94 enligt//PP//case//93 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 ordning//NN|UTR|SIN|IND|NOM//obl//94 handläggs//VB|PRS|SFO//acl:relcl//80 i//PP//case//96 förvaltningsrätt//NN|UTR|SIN|IND|NOM//obl//94 och//KN//cc//99 hos//PP//case//99 regeringen//NN|UTR|SIN|DEF|NOM//conj//96 samt//KN//cc//101 huvuddelen//NN|UTR|SIN|DEF|NOM//conj//99 av//PP//case//104 de//DT|UTR/NEU|PLU|DEF//det//104 mål//NN|NEU|PLU|IND|NOM//nmod//101 som//HP|-|-|-//nsubj:pass//109 enligt//PP//case//108 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//108 ordning//NN|UTR|SIN|IND|NOM//obl//109 handläggs//VB|PRS|SFO//acl:relcl//104 i//PP//case//111 fastighetsdomstol//NN|UTR|SIN|IND|NOM//obl//109 .//MID//punct//71
Bilaga 1 / Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//115 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 mark-//NN|UTR|-|-|SMS//nsubj//119 och//KN//cc//117 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//115 ska//VB|PRS|AKT//aux//119 tillhöra//VB|INF|AKT//conj//71 tingsrätterna//NN|UTR|PLU|DEF|NOM//obj//119 i//PP//case//122 Nacka//PM|NOM//obl//119 ,//MID//punct//124 Umeå//PM|NOM//conj//122 ,//MID//punct//126 Östersund//PM|NOM//conj//122 ,//MID//punct//128 Växjö//PM|NOM//conj//122 och//KN//cc//130 Vänersborg//PM|NOM//conj//122 .//MAD//punct//71
Bilaga 1 / Bakgrund;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//138 av//PP//case//134 mark-//NN|UTR|-|-|SMS//nmod//132 och//KN//cc//136 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//134 kan//VB|PRS|AKT//aux//138 överklagas//VB|INF|SFO//parataxis//71 till//PP//case//140 Miljööverdomstolen//NN|UTR|SIN|DEF|NOM//obl//138 som//HP|-|-|-//nsubj//142 byter//VB|PRS|AKT//acl:relcl//140 namn//NN|NEU|SIN|IND|NOM//obj//142 till//PP//case//145 Mark-//NN|UTR|-|-|SMS//obl//142 och//KN//cc//147 miljööverdomstolen//NN|UTR|SIN|DEF|NOM//conj//145 .//MAD//punct//71
